Case,Activity,Timestamp,Resource,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,y_true
1156,notify reject,2023-12-05 21:20:20.196,Manager-000005,,0,notify reject,notify reject,-1,0,0
1156,review request received,2023-12-05 21:24:29.797,,,0,review request received,review request received,-1,0,0
1156,Check for completeness,2023-12-05 21:24:39.797,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
1156,Perform checks,2023-12-05 21:25:39.398,Clerk-000002,,0,Perform checks,perform checks,-1,0,0
1156,Make decision,2023-12-05 21:35:05.787,Manager-000004,,0,Make decision,make decision,-1,0,0
1156,Notify accept,2023-12-05 21:38:57.402,Manager-000005,,0,Notify accept,notify accept,-1,0,0
1156,Deliver card,2023-12-05 21:43:50.997,Manager-000002,,0,Deliver card,deliver card,-1,0,0
1156,EVENT 13 END,2023-12-05 21:45:04.727,,,0,EVENT 13 END,event 13 end,-1,0,0
1157,Check for completeness,2023-12-05 23:34:20.668,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
1157,New online application received,2023-12-05 23:34:20.668,,,0,New online application received,new online application received,-1,0,0
1157,Make decision_signed1,2023-12-05 23:34:21.168,,collateral events(Make decision),0,Make decision_signed1,make decision,4163,0,1
1157,Request info,2023-12-06 00:07:50.346,Manager-000002,,0,Request info,request info,-1,0,0
1157,Make decision_signed1,2023-12-06 00:07:51.246,Manager-000002,collateral events(Make decision),0,Make decision_signed1,make decision,4164,0,1
1157,info received,2023-12-06 00:29:33.704,,,0,info received,info received,-1,0,0
1157,Make decision_signed1,2023-12-06 00:29:33.804,,collateral events(Make decision),0,Make decision_signed1,make decision,4165,0,1
1157,Check for completeness,2023-12-06 00:29:43.704,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
1157,Make decision_signed1,2023-12-06 00:29:44.204,Clerk-000005,collateral events(Make decision),0,Make decision_signed1,make decision,4166,0,1
1157,Perform checks,2023-12-06 00:36:26.691,Clerk-000002,,0,Perform checks,perform checks,-1,0,0
1157,Make decision_signed1,2023-12-06 00:36:27.591,Clerk-000002,collateral events(Make decision),0,Make decision_signed1,make decision,4167,0,1
1157,Make decision,2023-12-06 00:50:34.197,Manager-000006,,0,Make decision,make decision,4168,0,0
1157,Notify accept,2023-12-06 01:00:59.213,Manager-000005,,0,Notify accept,notify accept,-1,0,0
1157,Make decision_signed1,2023-12-06 01:00:59.613,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,4169,0,1
1157,Deliver card,2023-12-06 01:21:03.406,Manager-000003,,0,Deliver card,deliver card,-1,0,0
1157,Make decision_signed1,2023-12-06 01:21:04.206,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,4170,0,1
1157,EVENT 13 END,2023-12-06 01:30:33.367,,,0,EVENT 13 END,event 13 end,-1,0,0
1157,Make decision_signed1,2023-12-06 01:30:33.367,,collateral events(Make decision),0,Make decision_signed1,make decision,4171,0,1
1158,Check for completeness,2023-12-05 23:38:41.962,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
1158,New online application received,2023-12-05 23:38:41.962,,,0,New online application received,new online application received,-1,0,0
1158,Request info,2023-12-05 23:51:25.306,Manager-000005,,0,Request info,request info,-1,0,0
1158,info received,2023-12-06 00:08:49.158,,,0,info received,info received,-1,0,0
1158,Check for completeness,2023-12-06 00:08:59.158,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
1158,Perform checks,2023-12-06 00:09:26.709,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
1158,Make decision,2023-12-06 00:11:35.073,Manager-000006,,0,Make decision,make decision,-1,0,0
1158,notify reject,2023-12-06 00:29:59.011,Manager-000004,,0,notify reject,notify reject,-1,0,0
1158,review request received,2023-12-06 00:31:22.965,,,0,review request received,review request received,-1,0,0
1158,Check for completeness,2023-12-06 00:31:32.965,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
1158,Request info,2023-12-06 00:47:23.126,Manager-000002,,0,Request info,request info,-1,0,0
1158,info received,2023-12-06 00:47:37.027,,,0,info received,info received,-1,0,0
1158,Check for completeness,2023-12-06 00:47:47.027,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
1158,Perform checks,2023-12-06 00:52:47.858,Clerk-000003,,0,Perform checks,perform checks,-1,0,0
1158,Make decision,2023-12-06 00:58:27.520,Manager-000001,,0,Make decision,make decision,-1,0,0
1158,notify reject,2023-12-06 01:17:03.208,Manager-000006,,0,notify reject,notify reject,-1,0,0
1158,review request received,2023-12-06 01:23:16.163,,,0,review request received,review request received,-1,0,0
1158,Check for completeness,2023-12-06 01:23:26.163,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
1158,Request info,2023-12-06 01:26:32.181,Manager-000001,,0,Request info,request info,-1,0,0
1158,info received,2023-12-06 01:27:51.664,,,0,info received,info received,-1,0,0
1158,Check for completeness,2023-12-06 01:28:01.664,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
1158,Perform checks,2023-12-06 01:30:17.628,Clerk-000003,,0,Perform checks,perform checks,-1,0,0
1158,Make decision,2023-12-06 01:36:55.620,Manager-000002,,0,Make decision,make decision,-1,0,0
1158,notify reject,2023-12-06 01:39:51.204,Manager-000006,,0,notify reject,notify reject,-1,0,0
1158,time out,2023-12-06 01:43:06.273,,,0,time out,time out,-1,0,0
1158,EVENT 13 END,2023-12-06 01:43:16.273,,,0,EVENT 13 END,event 13 end,-1,0,0
1159,Check for completeness,2023-12-05 23:52:06.881,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
1159,New online application received,2023-12-05 23:52:06.881,,,0,New online application received,new online application received,-1,0,0
1159,Perform checks,2023-12-05 23:57:25.717,Clerk-000002,,0,Perform checks,perform checks,-1,0,0
1159,Make decision,2023-12-06 00:15:31.491,Manager-000003,,0,Make decision,make decision,-1,0,0
1159,notify reject,2023-12-06 00:23:18.355,Manager-000001,,0,notify reject,notify reject,-1,0,0
1159,review request received,2023-12-06 00:40:06.021,,,0,review request received,review request received,-1,0,0
1159,Check for completeness,2023-12-06 00:40:16.021,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
1159,Perform checks,2023-12-06 01:15:47.577,Clerk-000004,,0,Perform checks,perform checks,-1,0,0
1159,Make decision,2023-12-06 01:20:41.086,Manager-000002,,0,Make decision,make decision,-1,0,0
1159,notify reject,2023-12-06 01:22:46.416,Manager-000004,,0,notify reject,notify reject,-1,0,0
1159,review request received,2023-12-06 01:30:46.032,,,0,review request received,review request received,-1,0,0
1159,Check for completeness,2023-12-06 01:30:56.032,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
1159,Request info,2023-12-06 01:34:40.781,Manager-000005,,0,Request info,request info,-1,0,0
1159,info received,2023-12-06 01:40:17.092,,,0,info received,info received,-1,0,0
1159,Check for completeness,2023-12-06 01:40:27.092,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
1159,Request info,2023-12-06 01:41:24.411,Manager-000001,,0,Request info,request info,-1,0,0
1159,info received,2023-12-06 02:09:15.863,,,0,info received,info received,-1,0,0
1159,Check for completeness,2023-12-06 02:09:25.863,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
1159,Perform checks,2023-12-06 02:30:34.691,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
1159,Make decision,2023-12-06 02:55:50.005,Manager-000002,,0,Make decision,make decision,-1,0,0
1159,notify reject,2023-12-06 03:16:41.028,Manager-000005,,0,notify reject,notify reject,-1,0,0
1159,time out,2023-12-06 03:41:46.005,,,0,time out,time out,-1,0,0
1159,EVENT 13 END,2023-12-06 03:41:56.005,,,0,EVENT 13 END,event 13 end,-1,0,0
1160,Check for completeness,2023-12-06 00:21:54.949,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
1160,New online application received,2023-12-06 00:21:54.949,,,0,New online application received,new online application received,-1,0,0
1160,Perform checks,2023-12-06 00:41:50.763,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
1160,Make decision,2023-12-06 01:01:45.125,Manager-000002,,0,Make decision,make decision,-1,0,0
1160,notify reject,2023-12-06 01:03:20.476,Manager-000003,,0,notify reject,notify reject,-1,0,0
1160,time out,2023-12-06 01:06:23.116,,,0,time out,time out,-1,0,0
1160,EVENT 13 END,2023-12-06 01:06:33.116,,,0,EVENT 13 END,event 13 end,-1,0,0
1161,Check for completeness,2023-12-06 00:23:29.224,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
1161,New online application received,2023-12-06 00:23:29.224,,,0,New online application received,new online application received,-1,0,0
1161,Perform checks,2023-12-06 00:24:36.739,Clerk-000006,,0,Perform checks,perform checks,-1,0,0
1161,Make decision,2023-12-06 00:39:24.074,Manager-000005,,0,Make decision,make decision,-1,0,0
1161,Notify accept,2023-12-06 00:43:10.647,Manager-000003,,0,Notify accept,notify accept,-1,0,0
1161,Deliver card,2023-12-06 00:51:41.292,Manager-000004,,0,Deliver card,deliver card,-1,0,0
1161,EVENT 13 END,2023-12-06 01:12:41.307,,,0,EVENT 13 END,event 13 end,-1,0,0
1162,Check for completeness,2023-12-06 02:19:00.656,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
1162,New online application received,2023-12-06 02:19:00.656,,,0,New online application received,new online application received,-1,0,0
1162,Perform checks,2023-12-06 02:27:48.933,Clerk-000006,,0,Perform checks,perform checks,-1,0,0
1162,Make decision,2023-12-06 02:29:15.005,Manager-000003,,0,Make decision,make decision,-1,0,0
1162,Notify accept,2023-12-06 02:50:03.734,Manager-000004,,0,Notify accept,notify accept,-1,0,0
1162,Deliver card,2023-12-06 03:24:40.352,Manager-000006,,0,Deliver card,deliver card,-1,0,0
1162,EVENT 13 END,2023-12-06 03:40:24.732,,,0,EVENT 13 END,event 13 end,-1,0,0
1163,Check for completeness,2023-12-06 03:16:56.084,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
1163,New online application received,2023-12-06 03:16:56.084,,,0,New online application received,new online application received,-1,0,0
1163,Perform checks,2023-12-06 03:19:01.324,Clerk-000001,,0,Perform checks,perform checks,-1,0,0
1163,Make decision,2023-12-06 03:27:38.206,Manager-000001,,0,Make decision,make decision,-1,0,0
1163,Notify accept,2023-12-06 03:29:28.644,Manager-000003,,0,Notify accept,notify accept,-1,0,0
1163,Deliver card,2023-12-06 03:53:36.292,Manager-000002,,0,Deliver card,deliver card,-1,0,0
1163,EVENT 13 END,2023-12-06 03:56:44.801,,,0,EVENT 13 END,event 13 end,-1,0,0
1164,Check for completeness,2023-12-06 04:41:30.688,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
1164,New online application received,2023-12-06 04:41:30.688,,,0,New online application received,new online application received,-1,0,0
1164,Request info,2023-12-06 04:43:25.224,Manager-000004,,0,Request info,request info,-1,0,0
1164,info received,2023-12-06 04:43:48.736,,,0,info received,info received,-1,0,0
1164,Check for completeness,2023-12-06 04:43:58.736,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
1164,Request info,2023-12-06 04:52:23.386,Manager-000001,,0,Request info,request info,-1,0,0
1164,info received,2023-12-06 04:59:44.037,,,0,info received,info received,-1,0,0
1164,Check for completeness,2023-12-06 04:59:54.037,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
1164,Request info,2023-12-06 05:01:09.424,Manager-000006,,0,Request info,request info,-1,0,0
1164,info received,2023-12-06 05:01:34.469,,,0,info received,info received,-1,0,0
1164,Check for completeness,2023-12-06 05:01:44.469,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
1164,Request info,2023-12-06 05:08:36.257,Manager-000005,,0,Request info,request info,-1,0,0
1164,info received,2023-12-06 05:12:40.128,,,0,info received,info received,-1,0,0
1164,Check for completeness,2023-12-06 05:12:50.128,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
1164,Perform checks,2023-12-06 05:18:43.793,Clerk-000001,,0,Perform checks,perform checks,-1,0,0
1164,Make decision,2023-12-06 05:40:23.974,Manager-000003,,0,Make decision,make decision,-1,0,0
1164,notify reject,2023-12-06 05:46:48.138,Manager-000004,,0,notify reject,notify reject,-1,0,0
1164,review request received,2023-12-06 06:13:19.770,,,0,review request received,review request received,-1,0,0
1164,Check for completeness,2023-12-06 06:13:29.770,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
1164,Perform checks,2023-12-06 06:21:53.472,Clerk-000002,,0,Perform checks,perform checks,-1,0,0
1164,Make decision,2023-12-06 06:31:27.236,Manager-000004,,0,Make decision,make decision,-1,0,0
1164,notify reject,2023-12-06 06:31:36.629,Manager-000006,,0,notify reject,notify reject,-1,0,0
1164,time out,2023-12-06 06:52:48.116,,,0,time out,time out,-1,0,0
1164,EVENT 13 END,2023-12-06 06:52:58.116,,,0,EVENT 13 END,event 13 end,-1,0,0
1165,Check for completeness,2023-12-06 05:33:44.788,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
1165,New online application received,2023-12-06 05:33:44.788,,,0,New online application received,new online application received,-1,0,0
1165,Request info,2023-12-06 05:44:10.013,Manager-000002,,0,Request info,request info,-1,0,0
1165,info received,2023-12-06 05:51:41.267,,,0,info received,info received,-1,0,0
1165,Check for completeness,2023-12-06 05:51:51.267,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
1165,Request info,2023-12-06 05:58:31.476,Manager-000001,,0,Request info,request info,-1,0,0
1165,info received,2023-12-06 06:11:19.004,,,0,info received,info received,-1,0,0
1165,Check for completeness,2023-12-06 06:11:29.004,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
1165,Request info,2023-12-06 06:18:48.165,Manager-000005,,0,Request info,request info,-1,0,0
1165,info received,2023-12-06 06:37:57.076,,,0,info received,info received,-1,0,0
1165,Check for completeness,2023-12-06 06:38:07.076,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
1165,Perform checks,2023-12-06 06:47:55.066,Clerk-000003,,0,Perform checks,perform checks,-1,0,0
1165,Make decision,2023-12-06 06:53:24.484,Manager-000003,,0,Make decision,make decision,-1,0,0
1165,notify reject,2023-12-06 06:56:04.368,Manager-000002,,0,notify reject,notify reject,-1,0,0
1165,time out,2023-12-06 06:56:28.656,,,0,time out,time out,-1,0,0
1165,EVENT 13 END,2023-12-06 06:56:38.656,,,0,EVENT 13 END,event 13 end,-1,0,0
1166,Check for completeness,2023-12-06 05:59:15.634,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
1166,New online application received,2023-12-06 05:59:15.634,,,0,New online application received,new online application received,-1,0,0
1166,Perform checks,2023-12-06 06:10:13.972,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
1166,Make decision,2023-12-06 06:11:49.987,Manager-000006,,0,Make decision,make decision,-1,0,0
1166,Notify accept,2023-12-06 06:22:13.179,Manager-000003,,0,Notify accept,notify accept,-1,0,0
1166,Deliver card,2023-12-06 06:24:01.840,Manager-000002,,0,Deliver card,deliver card,-1,0,0
1166,EVENT 13 END,2023-12-06 06:35:13.178,,,0,EVENT 13 END,event 13 end,-1,0,0
1167,Check for completeness,2023-12-06 06:30:06.975,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
1167,New online application received,2023-12-06 06:30:06.975,,,0,New online application received,new online application received,-1,0,0
1167,Request info,2023-12-06 06:31:02.995,Manager-000001,,0,Request info,request info,-1,0,0
1167,info received,2023-12-06 06:37:12.943,,,0,info received,info received,-1,0,0
1167,Check for completeness,2023-12-06 06:37:22.943,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
