Case,Timestamp,Resource,Activity,Activity_fixed,ishomonymous
4268,2024-11-07 21:04:59,Barman-000002,prepare drinks,prepare drinks,0
4268,2024-11-07 21:14:29,Barman-000001,Bring drinks,Bring drinks,0
4268,2024-11-07 21:16:44,Waiter-000002,Review drinks,Review drinks,0
4268,2024-11-16 01:09:01,Cook-000001,Prepare main course,Prepare main course,0
4268,2024-11-26 01:25:18,Cook-000003,Signal food complete,Signal food complete,0
4268,2024-11-26 01:54:13,Cook helper-000003,Bring food,Bring food,0
4268,2024-11-26 01:58:08,Waiter-000003,Deliver to customer,Deliver to customer,0
4268,2024-11-26 01:59:13,,EVENT 8 END,EVENT 8 END,0
4269,2024-11-07 21:15:00,Waiter-000005,Take order,Take order,0
4269,2024-11-07 21:15:00,,start,start,0
4269,2024-11-07 21:15:05,Waiter-000001,Review order,Review order,0
4269,2024-11-07 21:15:44,Cook helper-000001,Prepare starter,Prepare starter,0
4269,2024-11-07 21:15:44,Barman-000002,prepare drinks,prepare drinks,0
4269,2024-11-07 21:19:16,Barman-000001,Bring drinks,Bring drinks,0
4269,2024-11-07 21:21:47,Waiter-000005,Review drinks,Review drinks,0
4269,2024-11-16 01:15:03,Cook-000001,Prepare main course,Prepare main course,0
4269,2024-11-26 18:21:41,Cook-000003,Signal food complete,Signal food complete,0
4269,2024-11-26 18:25:40,Cook helper-000002,Bring food,Bring food,0
4269,2024-11-26 18:26:08,Waiter-000004,Deliver to customer,Deliver to customer,0
4269,2024-11-26 18:32:57,,EVENT 8 END,EVENT 8 END,0
4270,2024-11-07 21:30:00,Waiter-000004,Take order,Take order,0
4270,2024-11-07 21:30:00,,start,start,0
4270,2024-11-07 21:30:20,Waiter-000002,Review order,Review order,0
4270,2024-11-07 21:31:46,Barman-000002,prepare drinks,prepare drinks,0
4270,2024-11-07 21:38:18,Barman-000003,Bring drinks,Bring drinks,0
4270,2024-11-07 21:38:35,Waiter-000005,Review drinks,Review drinks,0
4270,2024-11-16 01:16:37,Cook-000003,Prepare main course,Prepare main course,0
4270,2024-11-26 18:59:11,Cook-000003,Signal food complete,Signal food complete,0
4270,2024-11-26 19:29:47,Cook helper-000003,Bring food,Bring food,0
4270,2024-11-26 19:33:10,Waiter-000004,Deliver to customer,Deliver to customer,0
4270,2024-11-26 19:34:59,,EVENT 8 END,EVENT 8 END,0
4271,2024-11-07 21:45:00,Waiter-000004,Take order,Take order,0
4271,2024-11-07 21:45:00,,start,start,0
4271,2024-11-07 21:45:35,Waiter-000002,Review order,Review order,0
4271,2024-11-07 21:46:22,Barman-000002,prepare drinks,prepare drinks,0
4271,2024-11-07 21:50:46,Barman-000003,Bring drinks,Bring drinks,0
4271,2024-11-07 22:03:35,Waiter-000002,Review drinks,Review drinks,0
4271,2024-11-07 22:04:23,Barman-000001,prepare drinks,prepare drinks,0
4271,2024-11-07 22:08:07,Barman-000002,Bring drinks,Bring drinks,0
4271,2024-11-07 22:11:19,Waiter-000004,Review drinks,Review drinks,0
4271,2024-11-16 01:21:01,Cook-000002,Prepare main course,Prepare main course,0
4271,2024-11-26 01:43:55,Cook-000002,Signal food complete,Signal food complete,0
4271,2024-11-26 20:11:29,Cook helper-000002,Bring food,Bring food,0
4271,2024-11-26 20:11:32,Waiter-000003,Deliver to customer,Deliver to customer,0
4271,2024-11-26 20:19:25,,EVENT 8 END,EVENT 8 END,0
4272,2024-11-07 22:00:00,Waiter-000004,Take order,Take order,0
4272,2024-11-07 22:00:00,,start,start,0
4272,2024-11-07 22:04:32,Waiter-000003,Review order,Review order,0
4272,2024-11-07 22:04:49,Barman-000002,prepare drinks,prepare drinks,0
4272,2024-11-07 22:05:17,Barman-000003,Bring drinks,Bring drinks,0
4272,2024-11-07 22:05:56,Waiter-000005,Review drinks,Review drinks,0
4272,2024-11-16 01:38:54,Cook-000001,Prepare main course,Prepare main course,0
4272,2024-11-26 18:34:33,Cook-000003,Signal food complete,Signal food complete,0
4272,2024-11-26 18:59:11,Cook helper-000002,Bring food,Bring food,0
4272,2024-11-26 18:59:11,Waiter-000003,Deliver to customer,Deliver to customer,0
4272,2024-11-26 18:59:17,,EVENT 8 END,EVENT 8 END,0
4273,2024-11-07 22:15:00,Waiter-000003,Take order,Take order,0
4273,2024-11-07 22:15:00,,start,start,0
4273,2024-11-07 22:19:20,Waiter-000005,Review order,Review order,0
4273,2024-11-07 22:19:52,Barman-000003,prepare drinks,prepare drinks,0
4273,2024-11-07 22:24:08,Barman-000001,Bring drinks,Bring drinks,0
4273,2024-11-07 22:29:13,Waiter-000001,Review drinks,Review drinks,0
4273,2024-11-18 18:30:57,Cook-000003,Prepare main course,Prepare main course,0
4273,2024-11-26 19:29:47,Cook-000003,Signal food complete,Signal food complete,0
4273,2024-11-26 19:39:10,Cook helper-000001,Bring food,Bring food,0
4273,2024-11-26 19:41:32,Waiter-000003,Deliver to customer,Deliver to customer,0
4273,2024-11-26 19:45:17,,EVENT 8 END,EVENT 8 END,0
4274,2024-11-07 22:30:00,Waiter-000003,Take order,Take order,0
4274,2024-11-07 22:30:00,,start,start,0
4274,2024-11-07 22:35:00,Waiter-000005,Review order,Review order,0
4274,2024-11-07 22:35:05,Barman-000002,prepare drinks,prepare drinks,0
4274,2024-11-07 22:35:28,Barman-000003,Bring drinks,Bring drinks,0
4274,2024-11-07 22:39:21,Waiter-000004,Review drinks,Review drinks,0
4274,2024-11-18 18:37:00,Cook-000002,Prepare main course,Prepare main course,0
4274,2024-11-26 20:30:14,Cook-000002,Signal food complete,Signal food complete,0
4274,2024-11-26 21:49:55,Cook helper-000002,Bring food,Bring food,0
4274,2024-11-26 21:55:38,Waiter-000002,Deliver to customer,Deliver to customer,0
4274,2024-11-26 21:55:50,,EVENT 8 END,EVENT 8 END,0
4275,2024-11-07 22:45:00,Waiter-000001,Take order,Take order,0
4275,2024-11-07 22:45:00,,start,start,0
4275,2024-11-07 22:49:50,Waiter-000002,Review order,Review order,0
4275,2024-11-07 22:50:51,Barman-000001,prepare drinks,prepare drinks,0
4275,2024-11-07 22:58:42,Barman-000002,Bring drinks,Bring drinks,0
4275,2024-11-07 23:02:05,Waiter-000004,Review drinks,Review drinks,0
4275,2024-11-18 18:46:23,Cook-000003,Prepare main course,Prepare main course,0
4275,2024-11-26 20:10:12,Cook-000001,Signal food complete,Signal food complete,0
4275,2024-11-26 21:02:53,Cook helper-000002,Bring food,Bring food,0
4275,2024-11-26 21:05:11,Waiter-000004,Deliver to customer,Deliver to customer,0
4275,2024-11-26 21:08:18,,EVENT 8 END,EVENT 8 END,0
4276,2024-11-07 23:00:00,Waiter-000003,Take order,Take order,0
4276,2024-11-07 23:00:00,,start,start,0
4276,2024-11-07 23:01:18,Waiter-000005,Review order,Review order,0
4276,2024-11-07 23:01:41,Barman-000003,prepare drinks,prepare drinks,0
4276,2024-11-07 23:08:37,Barman-000001,Bring drinks,Bring drinks,0
4276,2024-11-07 23:19:30,Waiter-000004,Review drinks,Review drinks,0
4276,2024-11-18 19:16:20,Cook-000003,Prepare main course,Prepare main course,0
4276,2024-11-26 20:21:13,Cook-000003,Signal food complete,Signal food complete,0
4276,2024-11-26 20:41:11,Cook helper-000001,Bring food,Bring food,0
4276,2024-11-26 20:42:20,Waiter-000002,Deliver to customer,Deliver to customer,0
4276,2024-11-26 20:42:31,,EVENT 8 END,EVENT 8 END,0
4277,2024-11-07 23:15:00,Waiter-000002,Take order,Take order,0
4277,2024-11-07 23:15:00,,start,start,0
4277,2024-11-07 23:16:36,Waiter-000003,Review order,Review order,0
4277,2024-11-07 23:17:09,Barman-000002,prepare drinks,prepare drinks,0
4277,2024-11-07 23:26:13,Barman-000003,Bring drinks,Bring drinks,0
4277,2024-11-07 23:27:28,Waiter-000003,Review drinks,Review drinks,0
4277,2024-11-18 19:39:58,Cook-000003,Prepare main course,Prepare main course,0
4277,2024-11-26 21:02:53,Cook-000001,Signal food complete,Signal food complete,0
4277,2024-11-26 21:03:07,Cook helper-000003,Bring food,Bring food,0
4277,2024-11-26 21:10:12,Waiter-000005,Deliver to customer,Deliver to customer,0
4277,2024-11-26 21:13:06,,EVENT 8 END,EVENT 8 END,0
4278,2024-11-07 23:30:00,Waiter-000001,Take order,Take order,0
4278,2024-11-07 23:30:00,,start,start,0
4278,2024-11-07 23:31:35,Waiter-000005,Review order,Review order,0
4278,2024-11-07 23:31:40,Cook helper-000001,Prepare starter,Prepare starter,0
4278,2024-11-07 23:31:40,Barman-000001,prepare drinks,prepare drinks,0
4278,2024-11-07 23:34:31,Barman-000002,Bring drinks,Bring drinks,0
4278,2024-11-07 23:35:08,Waiter-000004,Review drinks,Review drinks,0
4278,2024-11-07 23:35:48,Barman-000003,prepare drinks,prepare drinks,0
4278,2024-11-07 23:48:12,Barman-000001,Bring drinks,Bring drinks,0
4278,2024-11-07 23:50:10,Waiter-000004,Review drinks,Review drinks,0
4278,2024-11-07 23:50:19,Barman-000003,prepare drinks,prepare drinks,0
4278,2024-11-08 00:01:21,Barman-000001,Bring drinks,Bring drinks,0
4278,2024-11-08 00:04:04,Waiter-000003,Review drinks,Review drinks,0
4278,2024-11-18 19:46:08,Cook-000002,Prepare main course,Prepare main course,0
4278,2024-11-26 21:22:23,Cook-000003,Signal food complete,Signal food complete,0
4278,2024-11-26 22:03:23,Cook helper-000002,Bring food,Bring food,0
4278,2024-11-26 22:10:20,Waiter-000005,Deliver to customer,Deliver to customer,0
4278,2024-11-26 22:11:21,,EVENT 8 END,EVENT 8 END,0
4279,2024-11-07 23:45:00,Waiter-000003,Take order,Take order,0
4279,2024-11-07 23:45:00,,start,start,0
4279,2024-11-07 23:46:04,Waiter-000001,Review order,Review order,0
4279,2024-11-07 23:46:25,Barman-000001,prepare drinks,prepare drinks,0
4279,2024-11-07 23:47:07,Barman-000002,Bring drinks,Bring drinks,0
4279,2024-11-08 00:10:54,Waiter-000005,Review drinks,Review drinks,0
4279,2024-11-18 20:14:52,Cook-000003,Prepare main course,Prepare main course,0
4279,2024-11-26 21:49:55,Cook-000002,Signal food complete,Signal food complete,0
4279,2024-11-26 21:52:24,Cook helper-000003,Bring food,Bring food,0
4279,2024-11-26 21:55:59,Waiter-000004,Deliver to customer,Deliver to customer,0
4279,2024-11-26 21:56:24,,EVENT 8 END,EVENT 8 END,0
4280,2024-11-08 00:00:00,Waiter-000002,Take order,Take order,0
4280,2024-11-08 00:00:00,,start,start,0
4280,2024-11-08 00:07:56,Waiter-000001,Review order,Review order,0
4280,2024-11-08 00:08:06,Barman-000003,prepare drinks,prepare drinks,0
4280,2024-11-08 00:11:42,Barman-000001,Bring drinks,Bring drinks,0
4280,2024-11-08 00:14:27,Waiter-000004,Review drinks,Review drinks,0
4280,2024-11-18 20:38:39,Cook-000003,Prepare main course,Prepare main course,0
4280,2024-11-26 22:06:11,Cook-000002,Signal food complete,Signal food complete,0
4280,2024-11-26 22:38:41,Cook helper-000001,Bring food,Bring food,0
4280,2024-11-26 22:52:33,Waiter-000005,Deliver to customer,Deliver to customer,0
4280,2024-11-26 22:53:13,,EVENT 8 END,EVENT 8 END,0
4281,2024-11-08 00:15:00,Waiter-000003,Take order,Take order,0
4281,2024-11-08 00:15:00,,start,start,0
4281,2024-11-08 00:15:30,Waiter-000002,Review order,Review order,0
4281,2024-11-08 00:16:34,Barman-000002,prepare drinks,prepare drinks,0
4281,2024-11-08 00:25:11,Barman-000003,Bring drinks,Bring drinks,0
4281,2024-11-08 00:26:03,Waiter-000005,Review drinks,Review drinks,0
4281,2024-11-08 00:28:13,Barman-000001,prepare drinks,prepare drinks,0
4281,2024-11-08 00:30:24,Barman-000002,Bring drinks,Bring drinks,0
4281,2024-11-08 00:32:41,Waiter-000003,Review drinks,Review drinks,0
4281,2024-11-18 20:53:17,Cook-000001,Prepare main course,Prepare main course,0
4281,2024-11-26 22:11:35,Cook-000001,Signal food complete,Signal food complete,0
4281,2024-11-26 22:48:41,Cook helper-000002,Bring food,Bring food,0
4281,2024-11-26 23:05:46,Waiter-000005,Deliver to customer,Deliver to customer,0
4281,2024-11-26 23:07:44,,EVENT 8 END,EVENT 8 END,0
4282,2024-11-08 00:30:00,Waiter-000004,Take order,Take order,0
4282,2024-11-08 00:30:00,,start,start,0
4282,2024-11-08 00:33:00,Waiter-000002,Review order,Review order,0
4282,2024-11-08 00:33:30,Barman-000003,prepare drinks,prepare drinks,0
4282,2024-11-08 00:41:34,Barman-000001,Bring drinks,Bring drinks,0
4282,2024-11-08 00:45:39,Waiter-000005,Review drinks,Review drinks,0
4282,2024-11-08 00:47:13,Barman-000003,prepare drinks,prepare drinks,0
4282,2024-11-08 00:53:41,Barman-000002,Bring drinks,Bring drinks,0
4282,2024-11-08 00:57:16,Waiter-000002,Review drinks,Review drinks,0
4282,2024-11-08 00:57:44,Barman-000002,prepare drinks,prepare drinks,0
4282,2024-11-08 01:02:04,Barman-000002,Bring drinks,Bring drinks,0
4282,2024-11-08 01:02:42,Waiter-000004,Review drinks,Review drinks,0
4282,2024-11-18 20:56:42,Cook-000003,Prepare main course,Prepare main course,0
4282,2024-11-26 22:48:41,Cook-000001,Signal food complete,Signal food complete,0
4282,2024-11-26 22:52:33,Cook helper-000001,Bring food,Bring food,0
4282,2024-11-26 22:58:54,Waiter-000003,Deliver to customer,Deliver to customer,0
4282,2024-11-26 23:00:19,,EVENT 8 END,EVENT 8 END,0
4283,2024-11-08 00:45:00,Waiter-000001,Take order,Take order,0
4283,2024-11-08 00:45:00,,start,start,0
4283,2024-11-08 00:46:37,Waiter-000003,Review order,Review order,0
4283,2024-11-08 00:47:09,Cook helper-000002,Prepare starter,Prepare starter,0
4283,2024-11-08 00:47:09,Barman-000002,prepare drinks,prepare drinks,0
4283,2024-11-08 00:52:04,Barman-000001,Bring drinks,Bring drinks,0
4283,2024-11-08 00:57:26,Waiter-000001,Review drinks,Review drinks,0
4283,2024-11-08 00:57:30,Barman-000003,prepare drinks,prepare drinks,0
4283,2024-11-08 01:07:51,Barman-000001,Bring drinks,Bring drinks,0
4283,2024-11-08 01:12:36,Waiter-000003,Review drinks,Review drinks,0
4283,2024-11-08 01:13:19,Barman-000003,prepare drinks,prepare drinks,0
4283,2024-11-08 01:16:05,Barman-000001,Bring drinks,Bring drinks,0
4283,2024-11-08 01:17:47,Waiter-000002,Review drinks,Review drinks,0
4283,2024-11-18 21:00:02,Cook-000001,Prepare main course,Prepare main course,0
4283,2024-11-26 22:49:50,Cook-000001,Signal food complete,Signal food complete,0
4283,2024-11-26 23:59:15,Cook helper-000002,Bring food,Bring food,0
4283,2024-11-27 00:00:36,Waiter-000005,Deliver to customer,Deliver to customer,0
4283,2024-11-27 00:10:03,,EVENT 8 END,EVENT 8 END,0
4284,2024-11-08 01:00:00,Waiter-000003,Take order,Take order,0
4284,2024-11-08 01:00:00,,start,start,0
4284,2024-11-08 01:00:46,Waiter-000005,Review order,Review order,0
4284,2024-11-08 01:01:11,Cook helper-000003,Prepare starter,Prepare starter,0
4284,2024-11-08 01:01:11,Barman-000001,prepare drinks,prepare drinks,0
4284,2024-11-08 01:06:36,Barman-000002,Bring drinks,Bring drinks,0
4284,2024-11-08 01:13:43,Waiter-000005,Review drinks,Review drinks,0
4284,2024-11-08 01:18:15,Barman-000003,prepare drinks,prepare drinks,0
4284,2024-11-08 01:23:44,Barman-000001,Bring drinks,Bring drinks,0
4284,2024-11-08 01:25:33,Waiter-000003,Review drinks,Review drinks,0
4284,2024-11-08 01:28:08,Barman-000001,prepare drinks,prepare drinks,0
4284,2024-11-08 01:30:59,Barman-000001,Bring drinks,Bring drinks,0
4284,2024-11-08 01:34:16,Waiter-000003,Review drinks,Review drinks,0
4284,2024-11-18 21:16:53,Cook-000001,Prepare main course,Prepare main course,0
4284,2024-11-26 23:38:13,Cook-000003,Signal food complete,Signal food complete,0
4284,2024-11-26 23:43:18,Cook helper-000001,Bring food,Bring food,0
4284,2024-11-26 23:55:41,Waiter-000002,Deliver to customer,Deliver to customer,0
4284,2024-11-26 23:58:06,,EVENT 8 END,EVENT 8 END,0
4285,2024-11-08 01:15:00,Waiter-000004,Take order,Take order,0
4285,2024-11-08 01:15:00,,start,start,0
4285,2024-11-08 01:17:46,Waiter-000001,Review order,Review order,0
4285,2024-11-08 01:17:48,Barman-000002,prepare drinks,prepare drinks,0
4285,2024-11-08 01:26:33,Barman-000003,Bring drinks,Bring drinks,0
4285,2024-11-08 01:27:06,Waiter-000004,Review drinks,Review drinks,0
4285,2024-11-08 01:28:32,Barman-000002,prepare drinks,prepare drinks,0
4285,2024-11-08 01:45:53,Barman-000003,Bring drinks,Bring drinks,0
4285,2024-11-08 01:53:50,Waiter-000004,Review drinks,Review drinks,0
4285,2024-11-18 21:44:00,Cook-000003,Prepare main course,Prepare main course,0
4285,2024-11-27 00:11:25,Cook-000001,Signal food complete,Signal food complete,0
4285,2024-11-27 01:15:17,Cook helper-000001,Bring food,Bring food,0
4285,2024-11-27 01:16:55,Waiter-000003,Deliver to customer,Deliver to customer,0
4285,2024-11-27 01:17:21,,EVENT 8 END,EVENT 8 END,0
4286,2024-11-08 01:30:00,Waiter-000005,Take order,Take order,0
4286,2024-11-08 01:30:00,,start,start,0
4286,2024-11-08 01:30:16,Waiter-000002,Review order,Review order,0
4286,2024-11-08 01:30:19,Cook helper-000001,Prepare starter,Prepare starter,0
4286,2024-11-08 01:30:19,Barman-000003,prepare drinks,prepare drinks,0
4286,2024-11-08 01:35:54,Barman-000001,Bring drinks,Bring drinks,0
4286,2024-11-08 01:41:42,Waiter-000004,Review drinks,Review drinks,0
4286,2024-11-18 21:51:32,Cook-000001,Prepare main course,Prepare main course,0
4286,2024-11-26 23:43:36,Cook-000002,Signal food complete,Signal food complete,0
4286,2024-11-27 18:07:02,Cook helper-000001,Bring food,Bring food,0
4286,2024-11-27 18:11:28,Waiter-000004,Deliver to customer,Deliver to customer,0
4286,2024-11-27 18:12:01,,EVENT 8 END,EVENT 8 END,0
4287,2024-11-08 01:45:00,Waiter-000001,Take order,Take order,0
4287,2024-11-08 01:45:00,,start,start,0
4287,2024-11-08 01:47:26,Waiter-000002,Review order,Review order,0
4287,2024-11-08 01:48:22,Barman-000001,prepare drinks,prepare drinks,0
4287,2024-11-08 01:54:14,Barman-000002,Bring drinks,Bring drinks,0
4287,2024-11-08 01:55:19,Waiter-000005,Review drinks,Review drinks,0
4287,2024-11-08 01:55:30,Barman-000003,prepare drinks,prepare drinks,0
4287,2024-11-08 01:59:00,Barman-000001,Bring drinks,Bring drinks,0
4287,2024-11-08 18:01:46,Waiter-000003,Review drinks,Review drinks,0
4287,2024-11-18 22:41:35,Cook-000002,Prepare main course,Prepare main course,0
4287,2024-11-27 01:11:13,Cook-000003,Signal food complete,Signal food complete,0
4287,2024-11-27 01:28:06,Cook helper-000002,Bring food,Bring food,0
4287,2024-11-27 01:31:38,Waiter-000004,Deliver to customer,Deliver to customer,0
4287,2024-11-27 01:32:06,,EVENT 8 END,EVENT 8 END,0
4288,2024-11-08 02:00:00,,start,start,0
4288,2024-11-08 18:00:00,Waiter-000001,Take order,Take order,0
4288,2024-11-08 18:00:18,Waiter-000002,Review order,Review order,0
4288,2024-11-08 18:00:42,Cook helper-000001,Prepare starter,Prepare starter,0
4288,2024-11-08 18:00:42,Barman-000002,prepare drinks,prepare drinks,0
4288,2024-11-08 18:04:59,Barman-000003,Bring drinks,Bring drinks,0
4288,2024-11-08 18:05:07,Waiter-000005,Review drinks,Review drinks,0
4288,2024-11-08 18:05:44,Barman-000001,prepare drinks,prepare drinks,0
4288,2024-11-08 18:16:39,Barman-000002,Bring drinks,Bring drinks,0
4288,2024-11-08 18:18:31,Waiter-000005,Review drinks,Review drinks,0
4288,2024-11-18 23:15:00,Cook-000002,Prepare main course,Prepare main course,0
4288,2024-11-27 01:47:32,Cook-000003,Signal food complete,Signal food complete,0
4288,2024-11-27 18:07:17,Cook helper-000002,Bring food,Bring food,0
4288,2024-11-27 18:10:16,Waiter-000001,Deliver to customer,Deliver to customer,0
4288,2024-11-27 18:10:57,,EVENT 8 END,EVENT 8 END,0
4289,2024-11-08 18:15:00,Waiter-000001,Take order,Take order,0
4289,2024-11-08 18:15:00,,start,start,0
4289,2024-11-08 18:16:48,Waiter-000002,Review order,Review order,0
4289,2024-11-08 18:17:56,Barman-000003,prepare drinks,prepare drinks,0
4289,2024-11-08 18:23:31,Barman-000001,Bring drinks,Bring drinks,0
4289,2024-11-08 18:26:30,Waiter-000004,Review drinks,Review drinks,0
4289,2024-11-08 18:26:52,Barman-000002,prepare drinks,prepare drinks,0
4289,2024-11-08 18:28:45,Barman-000003,Bring drinks,Bring drinks,0
4289,2024-11-08 18:30:03,Waiter-000002,Review drinks,Review drinks,0
4289,2024-11-18 23:57:22,Cook-000002,Prepare main course,Prepare main course,0
4289,2024-11-27 18:07:02,Cook-000002,Signal food complete,Signal food complete,0
4289,2024-11-27 18:21:18,Cook helper-000003,Bring food,Bring food,0
4289,2024-11-27 18:21:47,Waiter-000001,Deliver to customer,Deliver to customer,0
4289,2024-11-27 18:24:55,,EVENT 8 END,EVENT 8 END,0
4290,2024-11-08 18:30:00,Waiter-000001,Take order,Take order,0
