Case,Activity,Timestamp,Resource,Event,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,Activity_fixed
12095288,send confirmation receipt_signed2,2014-12-23 08:00:04,560950,5996,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,term for supplying missing data,2014-12-23 08:00:05,560950,5993,,0,term for supplying missing data,term for supplying missing data,-1,0,term for supplying missing data
12095288,send confirmation receipt_signed1,2014-12-23 08:00:05,560950,5993,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2014-12-23 08:00:06,560950,5993,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,enter receipt of additional data,2015-02-05 08:00:02,560950,5998,,0,enter receipt of additional data,enter receipt of additional data,-1,0,enter receipt of additional data
12095288,send confirmation receipt_signed1,2015-02-05 08:00:02,560950,5998,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2015-02-05 08:00:02,560950,5998,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,phase asked additional information,2015-02-17 08:00:01,560950,6002,,0,phase asked additional information,phase asked additional information,-1,0,phase asked additional information
12095288,send confirmation receipt_signed1,2015-02-17 08:00:01,560950,6002,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2015-02-17 08:00:01,560950,6002,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,receive additional information,2015-02-17 08:00:02,560950,5999,,0,receive additional information,receive additional information,-1,0,receive additional information
12095288,send confirmation receipt_signed1,2015-02-17 08:00:02,560950,5999,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2015-02-17 08:00:02,560950,5999,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095288,send confirmation receipt additional data,2015-02-17 08:00:03,560950,6000,,0,send confirmation receipt additional data,send confirmation receipt additional data,-1,0,send confirmation receipt additional data
12095288,send confirmation receipt_signed1,2015-02-17 08:00:03,560950,6000,collateral events(send confirmation receipt),0,send confirmation receipt_signed1,send confirmation receipt,-1,0,send confirmation receipt_signed1
12095288,send confirmation receipt_signed2,2015-02-17 08:00:03,560950,6000,collateral events(send confirmation receipt),0,send confirmation receipt_signed2,send confirmation receipt,-1,0,send confirmation receipt_signed2
12095533,register submission date request,2014-11-18 08:01:35,9264148,6003,,0,register submission date request,register submission date request,-1,0,register submission date request
12095533,OLO messaging active,2014-11-20 08:01:47,9264148,6004,,0,OLO messaging active,olo messaging active,-1,0,OLO messaging active
12095533,create procedure confirmation,2014-11-20 08:01:48,9264148,6008,,0,create procedure confirmation,create procedure confirmation,-1,0,create procedure confirmation
12095533,create publication document,2014-11-20 08:01:49,9264148,6010,,0,create publication document,create publication document,-1,0,create publication document
12095533,forward to the competent authority,2014-11-20 08:01:50,9264148,6006,,0,forward to the competent authority,forward to the competent authority,-1,0,forward to the competent authority
12095533,phase application received,2014-11-20 08:01:51,9264148,6011,,0,phase application received,phase application received,-1,0,phase application received
12095533,publish,2014-11-20 08:01:52,9264148,6009,,0,publish,publish,-1,0,publish
12095533,registration date publication,2014-11-20 08:01:53,9264148,6012,,0,registration date publication,registration date publication,-1,0,registration date publication
12095533,regular procedure without MER,2014-11-20 08:01:54,9264148,6007,,0,regular procedure without MER,regular procedure without mer,-1,0,regular procedure without MER
12095533,send confirmation receipt,2014-11-20 08:01:55,9264148,6005,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
12095533,send confirmation receipt,2014-11-20 08:01:56,9264148,6014,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
12095533,start WABOprocedure,2014-11-20 08:01:57,9264148,6013,,0,start WABOprocedure,start waboprocedure,-1,0,start WABOprocedure
12095533,enter senddate acknowledgement,2014-11-21 08:00:01,9264148,6015,,0,enter senddate acknowledgement,enter senddate acknowledgement,-1,0,enter senddate acknowledgement
12097890,register submission date request,2014-11-18 08:01:36,9264148,6016,,0,register submission date request,register submission date request,-1,0,register submission date request
12097890,OLO messaging active,2014-11-20 08:01:58,9264148,6017,,0,OLO messaging active,olo messaging active,-1,0,OLO messaging active
12097890,create procedure confirmation,2014-11-20 08:01:59,9264148,6021,,0,create procedure confirmation,create procedure confirmation,-1,0,create procedure confirmation
12097890,create publication document,2014-11-20 08:02:00,9264148,6023,,0,create publication document,create publication document,-1,0,create publication document
12097890,forward to the competent authority,2014-11-20 08:02:01,9264148,6019,,0,forward to the competent authority,forward to the competent authority,-1,0,forward to the competent authority
12097890,phase application received,2014-11-20 08:02:02,9264148,6026,,0,phase application received,phase application received,-1,0,phase application received
12097890,publish,2014-11-20 08:02:03,9264148,6022,,0,publish,publish,-1,0,publish
12097890,registration date publication,2014-11-20 08:02:04,9264148,6024,,0,registration date publication,registration date publication,-1,0,registration date publication
12097890,regular procedure without MER,2014-11-20 08:02:05,9264148,6020,,0,regular procedure without MER,regular procedure without mer,-1,0,regular procedure without MER
12097890,send confirmation receipt,2014-11-20 08:02:06,9264148,6018,,0,send confirmation receipt,send confirmation receipt,-1,0,send confirmation receipt
12097890,start WABOprocedure,2014-11-20 08:02:07,9264148,6025,,0,start WABOprocedure,start waboprocedure,-1,0,start WABOprocedure
12097890,ask stakeholders views,2014-12-05 08:00:01,560872,6034,,0,ask stakeholders views,ask stakeholders views,-1,0,ask stakeholders views
12097890,by law,2014-12-05 08:00:02,560872,6037,,0,by law,by law,-1,0,by law
12097890,coordination of application,2014-12-05 08:00:03,560872,6036,,0,coordination of application,coordination of application,-1,0,coordination of application
12097890,create subcases completeness,2014-12-05 08:00:04,560872,6042,,0,create subcases completeness,create subcases completeness,-1,0,create subcases completeness
12097890,create subcases content,2014-12-05 08:00:05,560872,6030,,0,create subcases content,create subcases content,-1,0,create subcases content
12097890,creating cover letter decision,2014-12-05 08:00:06,560872,6041,,0,creating cover letter decision,creating cover letter decision,-1,0,creating cover letter decision
12097890,creating environmental permit decision,2014-12-05 08:00:07,560872,6044,,0,creating environmental permit decision,creating environmental permit decision,-1,0,creating environmental permit decision
12097890,decision date prior to decision,2014-12-05 08:00:08,560872,6038,,0,decision date prior to decision,decision date prior to decision,-1,0,decision date prior to decision
12097890,generating decision environmental permit,2014-12-05 08:00:09,560872,6043,,0,generating decision environmental permit,generating decision environmental permit,-1,0,generating decision environmental permit
12097890,grounds for refusal,2014-12-05 08:00:10,560872,6033,,0,grounds for refusal,grounds for refusal,-1,0,grounds for refusal
12097890,phase advice known,2014-12-05 08:00:11,560872,6045,,0,phase advice known,phase advice known,-1,0,phase advice known
12097890,phase application receptive,2014-12-05 08:00:12,560872,6049,,0,phase application receptive,phase application receptive,-1,0,phase application receptive
12097890,phase decision ready,2014-12-05 08:00:13,560872,6046,,0,phase decision ready,phase decision ready,-1,0,phase decision ready
12097890,phase decision taken,2014-12-05 08:00:14,560872,6048,,0,phase decision taken,phase decision taken,-1,0,phase decision taken
12097890,procedure change,2014-12-05 08:00:15,560872,6027,,0,procedure change,procedure change,-1,0,procedure change
12097890,procedure change,2014-12-05 08:00:16,560872,6031,,0,procedure change,procedure change,-1,0,procedure change
12097890,register objection and appeal periods,2014-12-05 08:00:17,560872,6040,,0,register objection and appeal periods,register objection and appeal periods,-1,0,register objection and appeal periods
12097890,request complete,2014-12-05 08:00:18,560872,6028,,0,request complete,request complete,-1,0,request complete
12097890,send letter in progress,2014-12-05 08:00:19,560872,6029,,0,send letter in progress,send letter in progress,-1,0,send letter in progress
