Case,Timestamp,original_activity,Activity_fixed,label
8341537,2014-12-17 08:00:10,create subcases content,treat subcases content,
8341537,2014-12-17 08:00:11,creating environmental permit decision,enter senddate decision environmental permit,
8341537,2014-12-17 08:00:12,decision date prior to decision,decision date prior to decision,
8341537,2014-12-17 08:00:13,forward to the competent authority,forward to the competent authority,
8341537,2014-12-17 08:00:14,generating decision environmental permit,enter senddate decision environmental permit,
8341537,2014-12-17 08:00:15,grounds for refusal,grounds for refusal,
8341537,2014-12-17 08:00:16,phase advice known,phase advice known,
8341537,2014-12-17 08:00:17,phase application received,phase application received,
8341537,2014-12-17 08:00:18,phase application receptive,phase application received,
8341537,2014-12-17 08:00:19,phase decision ready,phase decision sent,
8341537,2014-12-17 08:00:20,procedure change,procedure change,
8341537,2014-12-17 08:00:21,procedure change,procedure change,
8341537,2014-12-17 08:00:22,publish,publish,
8341537,2014-12-17 08:00:23,regular procedure without MER,regular procedure without MER,
8341537,2014-12-17 08:00:24,request complete,request complete,
8341537,2014-12-17 08:00:25,send confirmation receipt,send confirmation receipt,
8341537,2014-12-17 08:00:26,send letter in progress,send letter in progress,
8341537,2014-12-17 08:00:27,set decision status,set decision status,
8341537,2014-12-17 08:00:28,start WABOprocedure,start WABOprocedure,
8341537,2014-12-17 08:00:29,submit decision,submit decision,
8341537,2014-12-17 08:00:30,suspension ground applicable,suspension ground applicable,
8341537,2014-12-18 08:00:01,creating cover letter decision,creating cover letter decision,
8341537,2014-12-18 08:00:02,enter date publication decision environmental permit,enter senddate decision environmental permit,
8341537,2014-12-18 08:00:03,enter senddate decision,enter senddate decision,
8341537,2014-12-18 08:00:04,enter senddate decision environmental permit,enter senddate decision environmental permit,
8341537,2014-12-18 08:00:05,phase decision sent,phase decision sent,
8341537,2014-12-18 08:00:06,phase decision taken,phase decision sent,
8341537,2014-12-18 08:00:07,record date of decision environmental permit,enter senddate decision environmental permit,
8341537,2014-12-18 08:00:08,register objection and appeal periods,register objection and appeal periods,
8341537,2014-12-18 08:00:09,set decision phase decision permitting decided,phase decision sent,
8341537,2014-12-18 08:00:10,start decision phase decision permitting sent,phase decision sent,
8341537,2014-12-18 08:00:11,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
8385239,2013-09-26 07:00:45,register submission date request,register submission date request,
8385239,2013-09-30 07:00:06,OLO messaging active,OLO messaging active,
8385239,2013-09-30 07:00:07,create procedure confirmation,enter senddate procedure confirmation,
8385239,2013-09-30 07:00:08,create publication document,create publication document,
8385239,2013-09-30 07:00:09,forward to the competent authority,forward to the competent authority,
8385239,2013-09-30 07:00:10,phase application received,phase application received,
8385239,2013-09-30 07:00:11,registration date publication,registration date publication,
8385239,2013-09-30 07:00:12,regular procedure without MER,regular procedure without MER,
8385239,2013-09-30 07:00:13,send confirmation receipt,send confirmation receipt,
8385239,2013-09-30 07:00:14,send confirmation receipt,send confirmation receipt,
8385239,2013-09-30 07:00:15,start WABOprocedure,start WABOprocedure,
8385239,2013-10-31 08:00:06,close case,close case,
8385239,2013-10-31 08:00:07,create message terminate request,message terminate request,
8385239,2013-10-31 08:00:08,enter date termination request received,enter date termination request received,
8385239,2013-10-31 08:00:09,initiative competent authority,initiative competent authority,
8385239,2013-10-31 08:00:10,message terminate request,message terminate request,
8385239,2013-10-31 08:00:11,phase archived case,phase archived case,
8385239,2013-10-31 08:00:12,phase case handled,phase case handled,
8385239,2013-10-31 08:00:13,phase procedure aborted,phase procedure aborted,
8385239,2013-10-31 08:00:14,phase procedure prematurely terminated,phase procedure prematurely terminated,
8385239,2013-10-31 08:00:15,read publication date field,read publication date field,
8385239,2013-10-31 08:00:16,stop all running subcases 2b,stop all running subcases 2b,
8385239,2013-10-31 08:00:17,terminate on request,terminate on request,
8411995,2013-10-03 07:00:04,OLO messaging active,OLO messaging active,
8411995,2013-10-03 07:00:05,article 34  WABO applies,article 34  WABO applies,
8411995,2013-10-03 07:00:06,ask stakeholders views,ask stakeholders views,
8411995,2013-10-03 07:00:07,assessment of content completed,assessment of content completed,
8411995,2013-10-03 07:00:08,by law,by law,
8411995,2013-10-03 07:00:09,completed subcases content,treat subcases content,
8411995,2013-10-03 07:00:10,coordination of application,coordination of application,
8411995,2013-10-03 07:00:11,create procedure confirmation,enter senddate procedure confirmation,
8411995,2013-10-03 07:00:12,create publication document,create publication document,
8411995,2013-10-03 07:00:13,create subcases completeness,treat subcases content,
8411995,2013-10-03 07:00:14,creating cover letter decision,creating cover letter decision,
8411995,2013-10-03 07:00:15,creating environmental permit decision,enter senddate decision environmental permit,
8411995,2013-10-03 07:00:16,decision date prior to decision,decision date prior to decision,
8411995,2013-10-03 07:00:17,enter senddate decision,enter senddate decision,
8411995,2013-10-03 07:00:18,enter senddate decision environmental permit,enter senddate decision environmental permit,
8411995,2013-10-03 07:00:19,forward to the competent authority,forward to the competent authority,
8411995,2013-10-03 07:00:20,generating decision environmental permit,enter senddate decision environmental permit,
8411995,2013-10-03 07:00:21,grounds for refusal,grounds for refusal,
8411995,2013-10-03 07:00:22,phase advice known,phase advice known,
8411995,2013-10-03 07:00:23,phase application received,phase application received,
8411995,2013-10-03 07:00:24,phase application receptive,phase application received,
8411995,2013-10-03 07:00:25,phase decision ready,phase decision sent,
8411995,2013-10-03 07:00:26,phase decision sent,phase decision sent,
8411995,2013-10-03 07:00:27,phase decision taken,phase decision sent,
8411995,2013-10-03 07:00:28,procedure change,procedure change,
8411995,2013-10-03 07:00:29,procedure change,procedure change,
8411995,2013-10-03 07:00:30,register objection and appeal periods,register objection and appeal periods,
8411995,2013-10-03 07:00:31,register submission date request,register submission date request,
8411995,2013-10-03 07:00:32,registration date publication,registration date publication,
8411995,2013-10-03 07:00:33,regular procedure without MER,regular procedure without MER,
8411995,2013-10-03 07:00:34,request complete,request complete,
8411995,2013-10-03 07:00:35,send confirmation receipt,send confirmation receipt,
8411995,2013-10-03 07:00:36,send letter in progress,send letter in progress,
8411995,2013-10-03 07:00:37,set decision phase decision permitting decided,phase decision sent,
8411995,2013-10-03 07:00:38,set decision status,set decision status,
8411995,2013-10-03 07:00:39,start WABOprocedure,start WABOprocedure,
8411995,2013-10-03 07:00:40,start decision phase decision permitting sent,phase decision sent,
8411995,2013-10-03 07:00:41,submit decision,submit decision,
8411995,2013-10-03 07:00:42,suspension ground applicable,suspension ground applicable,
8411995,2013-10-03 07:00:43,transcript decision environmental permit to stakeholders,transcript decision environmental permit to stakeholders,
8411995,2013-10-03 07:00:44,treat subcases content,treat subcases content,
8411995,2013-11-22 08:00:03,register deadline,register deadline,
8411995,2013-11-22 08:00:04,set phase: phase permitting irrevocable,set phase: phase permitting irrevocable,
8411995,2013-12-02 08:00:01,enter date publication decision environmental permit,enter senddate decision environmental permit,
8411995,2013-12-02 08:00:02,objection lodged against decision,objection lodged against decision,
8411995,2013-12-02 08:00:03,phase archived case,phase archived case,
8411995,2013-12-02 08:00:04,phase case handled,phase case handled,
8411995,2013-12-02 08:00:05,phase decision irrevocable,phase decision irrevocable,
8411995,2013-12-02 08:00:06,read publication date field,read publication date field,
8411995,2013-12-02 08:00:07,read publication date field,read publication date field,
8411995,2013-12-02 08:00:08,stop all running subcases 2b,stop all running subcases 2b,
8433385,2013-10-04 07:01:45,register submission date request,register submission date request,
8433385,2013-10-07 07:01:03,OLO messaging active,OLO messaging active,
8433385,2013-10-07 07:01:04,create procedure confirmation,enter senddate procedure confirmation,
8433385,2013-10-07 07:01:05,forward to the competent authority,forward to the competent authority,
8433385,2013-10-07 07:01:06,phase application received,phase application received,
8433385,2013-10-07 07:01:07,registration date publication,registration date publication,
8433385,2013-10-07 07:01:08,regular procedure without MER,regular procedure without MER,
8433385,2013-10-07 07:01:09,send confirmation receipt,send confirmation receipt,
8433385,2013-10-07 07:01:10,send confirmation receipt,send confirmation receipt,
8433385,2013-10-07 07:01:11,start WABOprocedure,start WABOprocedure,
8433385,2013-10-29 08:00:12,create letter requesting missing data,create letter requesting missing data,
