Case,Timestamp,Activity,Activity_fixed,label,Resource
1030,2023-11-29 07:48:14,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000006
1030,2023-11-29 07:57:45,Request info,Request info,,Manager-000003
1030,2023-11-29 07:57:46,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000003
1030,2023-11-29 07:57:46,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000003
1030,2023-11-29 08:04:23,info received,info received,,
1030,2023-11-29 08:04:24,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1030,2023-11-29 08:04:25,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1030,2023-11-29 08:04:33,Check for completeness,Check for completeness,,Clerk-000001
1030,2023-11-29 08:04:34,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000001
1030,2023-11-29 08:04:34,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000001
1030,2023-11-29 08:19:21,Request info,Request info,,Manager-000005
1030,2023-11-29 08:19:22,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000005
1030,2023-11-29 08:19:22,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000005
1030,2023-11-29 08:27:45,info received,info received,,
1030,2023-11-29 08:27:46,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1030,2023-11-29 08:27:47,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1030,2023-11-29 08:27:55,Check for completeness,Check for completeness,,Clerk-000002
1030,2023-11-29 08:27:56,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000002
1030,2023-11-29 08:27:57,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000002
1030,2023-11-29 08:40:28,Perform checks,Perform checks,,Clerk-000003
1030,2023-11-29 08:40:28,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000003
1030,2023-11-29 08:40:29,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000003
1030,2023-11-29 08:40:34,Make decision,Make decision,,Manager-000003
1030,2023-11-29 08:59:52,notify reject,notify reject,,Manager-000002
1030,2023-11-29 08:59:52,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000002
1030,2023-11-29 08:59:53,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000002
1030,2023-11-29 09:08:11,review request received,review request received,,
1030,2023-11-29 09:08:12,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1030,2023-11-29 09:08:12,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1030,2023-11-29 09:08:21,Check for completeness,Check for completeness,,Clerk-000001
1030,2023-11-29 09:08:22,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000001
1030,2023-11-29 09:08:22,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000001
1030,2023-11-29 09:26:06,Perform checks,Perform checks,,Clerk-000002
1030,2023-11-29 09:26:06,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000002
1030,2023-11-29 09:26:07,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000002
1030,2023-11-29 09:28:19,Make decision,Make decision,,Manager-000005
1030,2023-11-29 09:30:26,notify reject,notify reject,,Manager-000006
1030,2023-11-29 09:30:26,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
1030,2023-11-29 09:30:27,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
1030,2023-11-29 09:37:46,time out,time out,,
1030,2023-11-29 09:37:46,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1030,2023-11-29 09:37:46,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1030,2023-11-29 09:37:56,EVENT 13 END,EVENT 13 END,,
1030,2023-11-29 09:37:56,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1030,2023-11-29 09:37:57,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1031,2023-11-29 07:47:54,Check for completeness,Check for completeness,,Clerk-000004
1031,2023-11-29 07:47:54,New online application received,New online application received,,
1031,2023-11-29 08:01:48,Request info,Request info,,Manager-000002
1031,2023-11-29 08:12:47,info received,info received,,
1031,2023-11-29 08:12:57,Check for completeness,Check for completeness,,Clerk-000005
1031,2023-11-29 08:27:23,Request info,Request info,,Manager-000006
1031,2023-11-29 08:47:33,info received,info received,,
1031,2023-11-29 08:47:43,Check for completeness,Check for completeness,,Clerk-000006
1031,2023-11-29 08:50:13,Request info,Request info,,Manager-000004
1031,2023-11-29 08:50:55,info received,info received,,
1031,2023-11-29 08:51:05,Check for completeness,Check for completeness,,Clerk-000004
1031,2023-11-29 08:57:18,Request info,Request info,,Manager-000001
1031,2023-11-29 09:39:23,info received,info received,,
1031,2023-11-29 09:39:33,Check for completeness,Check for completeness,,Clerk-000006
1031,2023-11-29 09:44:59,Request info,Request info,,Manager-000002
1031,2023-11-29 09:48:39,info received,info received,,
1031,2023-11-29 09:48:49,Check for completeness,Check for completeness,,Clerk-000001
1031,2023-11-29 09:58:08,Request info,Request info,,Manager-000005
1031,2023-11-29 09:58:46,info received,info received,,
1031,2023-11-29 09:58:56,Check for completeness,Check for completeness,,Clerk-000005
1031,2023-11-29 10:00:30,Perform checks,Perform checks,,Clerk-000002
1031,2023-11-29 10:02:11,Make decision,Make decision,,Manager-000006
1031,2023-11-29 10:22:04,Notify accept,Notify accept,,Manager-000004
1031,2023-11-29 10:26:21,Deliver card,Deliver card,,Manager-000002
1031,2023-11-29 10:30:02,EVENT 13 END,EVENT 13 END,,
1032,2023-11-29 09:18:56,Check for completeness,Check for completeness,,Clerk-000005
1032,2023-11-29 09:18:56,New online application received,New online application received,,
1032,2023-11-29 09:26:28,Perform checks,Perform checks,,Clerk-000003
1032,2023-11-29 09:33:54,Make decision,Make decision,,Manager-000004
1032,2023-11-29 09:40:36,notify reject,notify reject,,Manager-000003
1032,2023-11-29 09:45:05,review request received,review request received,,
1032,2023-11-29 09:45:15,Check for completeness,Check for completeness,,Clerk-000004
1032,2023-11-29 10:08:41,Request info,Request info,,Manager-000001
1032,2023-11-29 10:12:43,info received,info received,,
1032,2023-11-29 10:12:53,Check for completeness,Check for completeness,,Clerk-000003
1032,2023-11-29 10:23:09,Request info,Request info,,Manager-000003
1032,2023-11-29 10:25:33,info received,info received,,
1032,2023-11-29 10:25:43,Check for completeness,Check for completeness,,Clerk-000006
1032,2023-11-29 10:27:57,Request info,Request info,,Manager-000005
1032,2023-11-29 10:33:14,info received,info received,,
1032,2023-11-29 10:33:24,Check for completeness,Check for completeness,,Clerk-000005
1032,2023-11-29 10:38:47,Perform checks,Perform checks,,Clerk-000002
1032,2023-11-29 10:44:16,Make decision,Make decision,,Manager-000006
1032,2023-11-29 10:49:03,notify reject,notify reject,,Manager-000003
1032,2023-11-29 10:50:21,review request received,review request received,,
1032,2023-11-29 10:50:31,Check for completeness,Check for completeness,,Clerk-000004
1032,2023-11-29 11:25:46,Perform checks,Perform checks,,Clerk-000005
1032,2023-11-29 11:43:28,Make decision,Make decision,,Manager-000006
1032,2023-11-29 11:44:24,notify reject,notify reject,,Manager-000003
1032,2023-11-29 11:48:11,time out,time out,,
1032,2023-11-29 11:48:21,EVENT 13 END,EVENT 13 END,,
1033,2023-11-29 10:26:53,Check for completeness,Check for completeness,,Clerk-000001
1033,2023-11-29 10:26:53,New online application received,New online application received,,
1033,2023-11-29 10:26:53,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000001
1033,2023-11-29 10:31:26,Request info,Request info,,Manager-000001
1033,2023-11-29 10:31:26,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000001
1033,2023-11-29 10:31:26,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000001
1033,2023-11-29 10:53:14,info received,info received,,
1033,2023-11-29 10:53:14,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1033,2023-11-29 10:53:15,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1033,2023-11-29 10:53:24,Check for completeness,Check for completeness,,Clerk-000003
1033,2023-11-29 10:53:24,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000003
1033,2023-11-29 10:53:24,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000003
1033,2023-11-29 11:05:56,Request info,Request info,,Manager-000004
1033,2023-11-29 11:05:56,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000004
1033,2023-11-29 11:05:56,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000004
1033,2023-11-29 11:07:09,info received,info received,,
1033,2023-11-29 11:07:09,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1033,2023-11-29 11:07:10,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1033,2023-11-29 11:07:19,Check for completeness,Check for completeness,,Clerk-000006
1033,2023-11-29 11:07:19,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000006
1033,2023-11-29 11:07:20,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000006
1033,2023-11-29 11:20:19,Perform checks,Perform checks,,Clerk-000001
1033,2023-11-29 11:20:20,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000001
1033,2023-11-29 11:20:20,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000001
1033,2023-11-29 11:31:35,Make decision,Make decision,,Manager-000002
1033,2023-11-29 11:36:55,notify reject,notify reject,,Manager-000005
1033,2023-11-29 11:36:56,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000005
1033,2023-11-29 11:36:57,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000005
1033,2023-11-29 11:41:00,time out,time out,,
1033,2023-11-29 11:41:01,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1033,2023-11-29 11:41:02,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1033,2023-11-29 11:41:10,EVENT 13 END,EVENT 13 END,,
1033,2023-11-29 11:41:11,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1033,2023-11-29 11:41:12,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1034,2023-11-29 11:49:03,Check for completeness,Check for completeness,,Clerk-000002
1034,2023-11-29 11:49:03,New online application received,New online application received,,
1034,2023-11-29 11:49:03,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000002
1034,2023-11-29 11:54:21,Request info,Request info,,Manager-000001
1034,2023-11-29 11:54:22,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000001
1034,2023-11-29 11:54:23,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000001
1034,2023-11-29 12:15:15,info received,info received,,
1034,2023-11-29 12:15:15,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1034,2023-11-29 12:15:15,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1034,2023-11-29 12:15:25,Check for completeness,Check for completeness,,Clerk-000003
1034,2023-11-29 12:15:25,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000003
1034,2023-11-29 12:15:25,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000003
1034,2023-11-29 12:22:01,Request info,Request info,,Manager-000004
1034,2023-11-29 12:22:01,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000004
1034,2023-11-29 12:22:01,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000004
1034,2023-11-29 12:27:09,info received,info received,,
1034,2023-11-29 12:27:09,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1034,2023-11-29 12:27:10,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1034,2023-11-29 12:27:19,Check for completeness,Check for completeness,,Clerk-000005
1034,2023-11-29 12:27:20,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000005
1034,2023-11-29 12:27:20,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000005
1034,2023-11-29 12:45:56,Request info,Request info,,Manager-000006
1034,2023-11-29 12:45:57,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
1034,2023-11-29 12:45:57,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
1034,2023-11-29 12:47:24,info received,info received,,
1034,2023-11-29 12:47:25,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1034,2023-11-29 12:47:26,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1034,2023-11-29 12:47:34,Check for completeness,Check for completeness,,Clerk-000003
1034,2023-11-29 12:47:34,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000003
1034,2023-11-29 12:47:34,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000003
1034,2023-11-29 12:49:17,Request info,Request info,,Manager-000001
1034,2023-11-29 12:49:18,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000001
1034,2023-11-29 12:49:18,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000001
1034,2023-11-29 12:56:57,info received,info received,,
1034,2023-11-29 12:56:58,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
1034,2023-11-29 12:56:58,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
1034,2023-11-29 12:57:07,Check for completeness,Check for completeness,,Clerk-000006
1034,2023-11-29 12:57:08,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000006
1034,2023-11-29 12:57:08,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000006
