Case,Timestamp,Activity,Resource,label,Activity_fixed
1483,2023-12-25 10:22:53,Request info,Manager-000001,,Request info
1483,2023-12-25 10:22:54,Make decision_signed1,Manager-000001,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 10:36:44,info received,,,info received
1483,2023-12-25 10:36:44,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 10:36:54,Check for completeness,Clerk-000004,,Check for completeness
1483,2023-12-25 10:36:54,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 10:38:51,Request info,Manager-000002,,Request info
1483,2023-12-25 10:38:52,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 10:40:38,info received,,,info received
1483,2023-12-25 10:40:38,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 10:40:48,Check for completeness,Clerk-000003,,Check for completeness
1483,2023-12-25 10:40:48,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 11:16:20,Perform checks,Clerk-000001,,Perform checks
1483,2023-12-25 11:16:21,Make decision_signed1,Clerk-000001,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 11:48:30,Make decision,Manager-000004,,Make decision
1483,2023-12-25 12:57:12,Notify accept,Manager-000003,,Notify accept
1483,2023-12-25 12:57:13,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 13:14:40,Deliver card,Manager-000001,,Deliver card
1483,2023-12-25 13:14:41,Make decision_signed1,Manager-000001,collateral events(Make decision),Make decision_signed1
1483,2023-12-25 13:28:46,EVENT 13 END,,,EVENT 13 END
1483,2023-12-25 13:28:47,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1484,2023-12-25 08:16:43,Check for completeness,Clerk-000004,,Check for completeness
1484,2023-12-25 08:16:43,New online application received,,,New online application received
1484,2023-12-25 08:38:00,Request info,Manager-000002,,Request info
1484,2023-12-25 08:40:41,info received,,,info received
1484,2023-12-25 08:40:51,Check for completeness,Clerk-000005,,Check for completeness
1484,2023-12-25 09:01:07,Request info,Manager-000003,,Request info
1484,2023-12-25 09:07:50,info received,,,info received
1484,2023-12-25 09:08:00,Check for completeness,Clerk-000004,,Check for completeness
1484,2023-12-25 09:12:02,Perform checks,Clerk-000003,,Perform checks
1484,2023-12-25 09:21:40,Make decision,Manager-000004,,Make decision
1484,2023-12-25 09:30:48,notify reject,Manager-000002,,notify reject
1484,2023-12-25 09:30:54,review request received,,,review request received
1484,2023-12-25 09:31:04,Check for completeness,Clerk-000002,,Check for completeness
1484,2023-12-25 09:35:04,Perform checks,Clerk-000003,,Perform checks
1484,2023-12-25 09:40:00,Make decision,Manager-000003,,Make decision
1484,2023-12-25 09:58:03,notify reject,Manager-000005,,notify reject
1484,2023-12-25 09:58:47,time out,,,time out
1484,2023-12-25 09:58:57,EVENT 13 END,,,EVENT 13 END
1485,2023-12-25 08:48:58,Check for completeness,Clerk-000003,,Check for completeness
1485,2023-12-25 08:48:58,New online application received,,,New online application received
1485,2023-12-25 08:48:58,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1485,2023-12-25 08:52:35,Request info,Manager-000005,,Request info
1485,2023-12-25 08:52:35,Make decision_signed1,Manager-000005,collateral events(Make decision),Make decision_signed1
1485,2023-12-25 08:57:52,info received,,,info received
1485,2023-12-25 08:57:52,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1485,2023-12-25 08:58:02,Check for completeness,Clerk-000006,,Check for completeness
1485,2023-12-25 08:58:02,Make decision_signed1,Clerk-000006,collateral events(Make decision),Make decision_signed1
1485,2023-12-25 09:00:14,Perform checks,Clerk-000002,,Perform checks
1485,2023-12-25 09:00:14,Make decision_signed1,Clerk-000002,collateral events(Make decision),Make decision_signed1
1485,2023-12-25 09:04:20,Make decision,Manager-000006,,Make decision
1485,2023-12-25 09:04:24,notify reject,Manager-000002,,notify reject
1485,2023-12-25 09:04:24,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
1485,2023-12-25 09:05:32,time out,,,time out
1485,2023-12-25 09:05:33,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1485,2023-12-25 09:05:42,EVENT 13 END,,,EVENT 13 END
1485,2023-12-25 09:05:43,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1486,2023-12-25 09:27:11,Check for completeness,Clerk-000006,,Check for completeness
1486,2023-12-25 09:27:11,New online application received,,,New online application received
1486,2023-12-25 09:30:03,Request info,Manager-000006,,Request info
1486,2023-12-25 09:44:20,info received,,,info received
1486,2023-12-25 09:44:30,Check for completeness,Clerk-000006,,Check for completeness
1486,2023-12-25 09:45:04,Request info,Manager-000001,,Request info
1486,2023-12-25 09:49:22,info received,,,info received
1486,2023-12-25 09:49:32,Check for completeness,Clerk-000002,,Check for completeness
1486,2023-12-25 09:52:21,Request info,Manager-000004,,Request info
1486,2023-12-25 10:11:30,info received,,,info received
1486,2023-12-25 10:11:40,Check for completeness,Clerk-000006,,Check for completeness
1486,2023-12-25 10:14:13,Perform checks,Clerk-000002,,Perform checks
1486,2023-12-25 10:20:06,Make decision,Manager-000005,,Make decision
1486,2023-12-25 10:21:11,Notify accept,Manager-000006,,Notify accept
1486,2023-12-25 10:21:59,Deliver card,Manager-000004,,Deliver card
1486,2023-12-25 10:31:06,EVENT 13 END,,,EVENT 13 END
1487,2023-12-25 09:28:23,Check for completeness,Clerk-000005,,Check for completeness
1487,2023-12-25 09:28:23,New online application received,,,New online application received
1487,2023-12-25 09:40:49,Perform checks,Clerk-000001,,Perform checks
1487,2023-12-25 10:06:59,Make decision,Manager-000001,,Make decision
1487,2023-12-25 10:13:47,Notify accept,Manager-000002,,Notify accept
1487,2023-12-25 10:19:56,Deliver card,Manager-000003,,Deliver card
1487,2023-12-25 10:50:33,EVENT 13 END,,,EVENT 13 END
1488,2023-12-25 11:23:33,Check for completeness,Clerk-000006,,Check for completeness
1488,2023-12-25 11:23:33,New online application received,,,New online application received
1488,2023-12-25 11:45:25,Request info,Manager-000005,,Request info
1488,2023-12-25 11:47:30,info received,,,info received
1488,2023-12-25 11:47:40,Check for completeness,Clerk-000002,,Check for completeness
1488,2023-12-25 11:48:04,Request info,Manager-000006,,Request info
1488,2023-12-25 11:51:23,info received,,,info received
1488,2023-12-25 11:51:33,Check for completeness,Clerk-000005,,Check for completeness
1488,2023-12-25 12:04:31,Request info,Manager-000001,,Request info
1488,2023-12-25 12:10:31,info received,,,info received
1488,2023-12-25 12:10:41,Check for completeness,Clerk-000004,,Check for completeness
1488,2023-12-25 12:25:33,Request info,Manager-000002,,Request info
1488,2023-12-25 12:30:54,info received,,,info received
1488,2023-12-25 12:31:04,Check for completeness,Clerk-000003,,Check for completeness
1488,2023-12-25 12:48:51,Perform checks,Clerk-000006,,Perform checks
1488,2023-12-25 13:19:09,Make decision,Manager-000002,,Make decision
1488,2023-12-25 13:24:30,notify reject,Manager-000004,,notify reject
1488,2023-12-25 13:39:36,time out,,,time out
1488,2023-12-25 13:39:46,EVENT 13 END,,,EVENT 13 END
1489,2023-12-25 13:02:06,Check for completeness,Clerk-000002,,Check for completeness
1489,2023-12-25 13:02:06,New online application received,,,New online application received
1489,2023-12-25 13:02:07,Make decision_signed1,Clerk-000002,collateral events(Make decision),Make decision_signed1
1489,2023-12-25 13:09:18,Request info,Manager-000005,,Request info
1489,2023-12-25 13:09:19,Make decision_signed1,Manager-000005,collateral events(Make decision),Make decision_signed1
1489,2023-12-25 13:13:54,info received,,,info received
1489,2023-12-25 13:13:54,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1489,2023-12-25 13:14:04,Check for completeness,Clerk-000001,,Check for completeness
1489,2023-12-25 13:14:04,Make decision_signed1,Clerk-000001,collateral events(Make decision),Make decision_signed1
1489,2023-12-25 13:14:21,Request info,Manager-000006,,Request info
1489,2023-12-25 13:14:21,Make decision_signed1,Manager-000006,collateral events(Make decision),Make decision_signed1
1489,2023-12-25 13:26:26,info received,,,info received
1489,2023-12-25 13:26:26,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1489,2023-12-25 13:26:36,Check for completeness,Clerk-000005,,Check for completeness
1489,2023-12-25 13:26:37,Make decision_signed1,Clerk-000005,collateral events(Make decision),Make decision_signed1
1489,2023-12-25 13:30:14,Perform checks,Clerk-000004,,Perform checks
1489,2023-12-25 13:30:14,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
1489,2023-12-25 14:00:53,Make decision,Manager-000003,,Make decision
1489,2023-12-25 14:01:19,Notify accept,Manager-000002,,Notify accept
1489,2023-12-25 14:01:19,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
1489,2023-12-25 14:07:24,Deliver card,Manager-000001,,Deliver card
1489,2023-12-25 14:07:25,Make decision_signed1,Manager-000001,collateral events(Make decision),Make decision_signed1
1489,2023-12-25 14:34:40,EVENT 13 END,,,EVENT 13 END
1489,2023-12-25 14:34:40,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1490,2023-12-25 13:52:41,Check for completeness,Clerk-000003,,Check for completeness
1490,2023-12-25 13:52:41,New online application received,,,New online application received
1490,2023-12-25 13:52:41,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
1490,2023-12-25 14:00:40,Request info,Manager-000005,,Request info
1490,2023-12-25 14:00:41,Make decision_signed1,Manager-000005,collateral events(Make decision),Make decision_signed1
1490,2023-12-25 14:05:10,info received,,,info received
1490,2023-12-25 14:05:10,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1490,2023-12-25 14:05:20,Check for completeness,Clerk-000001,,Check for completeness
1490,2023-12-25 14:05:21,Make decision_signed1,Clerk-000001,collateral events(Make decision),Make decision_signed1
1490,2023-12-25 14:07:21,Request info,Manager-000006,,Request info
1490,2023-12-25 14:07:21,Make decision_signed1,Manager-000006,collateral events(Make decision),Make decision_signed1
1490,2023-12-25 14:16:53,info received,,,info received
1490,2023-12-25 14:16:54,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1490,2023-12-25 14:17:03,Check for completeness,Clerk-000003,,Check for completeness
1490,2023-12-25 14:17:04,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
1490,2023-12-25 14:22:11,Request info,Manager-000003,,Request info
1490,2023-12-25 14:22:11,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
1490,2023-12-25 14:22:12,info received,,,info received
1490,2023-12-25 14:22:22,Check for completeness,Clerk-000001,,Check for completeness
1490,2023-12-25 14:22:22,Make decision_signed1,Clerk-000001,collateral events(Make decision),Make decision_signed1
1490,2023-12-25 14:26:29,Perform checks,Clerk-000006,,Perform checks
1490,2023-12-25 14:26:30,Make decision_signed1,Clerk-000006,collateral events(Make decision),Make decision_signed1
1490,2023-12-25 14:26:54,Make decision,Manager-000005,,Make decision
1490,2023-12-25 14:47:17,notify reject,Manager-000003,,notify reject
1490,2023-12-25 14:47:18,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
1490,2023-12-25 14:48:27,time out,,,time out
1490,2023-12-25 14:48:28,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1490,2023-12-25 14:48:37,EVENT 13 END,,,EVENT 13 END
1490,2023-12-25 14:48:38,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1491,2023-12-25 14:03:10,Check for completeness,Clerk-000002,,Check for completeness
1491,2023-12-25 14:03:10,New online application received,,,New online application received
1491,2023-12-25 14:03:10,Make decision_signed1,Clerk-000002,collateral events(Make decision),Make decision_signed1
1491,2023-12-25 14:18:52,Perform checks,Clerk-000004,,Perform checks
1491,2023-12-25 14:18:53,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
1491,2023-12-25 14:20:56,Make decision,Manager-000004,,Make decision
1491,2023-12-25 14:31:26,Notify accept,Manager-000002,,Notify accept
1491,2023-12-25 14:31:26,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
1491,2023-12-25 15:01:34,Deliver card,Manager-000001,,Deliver card
1491,2023-12-25 15:01:35,Make decision_signed1,Manager-000001,collateral events(Make decision),Make decision_signed1
1491,2023-12-25 15:20:17,EVENT 13 END,,,EVENT 13 END
1491,2023-12-25 15:20:18,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
1492,2023-12-25 14:13:46,Check for completeness,Clerk-000006,,Check for completeness
1492,2023-12-25 14:13:46,New online application received,,,New online application received
1492,2023-12-25 14:16:22,Perform checks,Clerk-000005,,Perform checks
1492,2023-12-25 14:44:39,Make decision,Manager-000006,,Make decision
1492,2023-12-25 14:51:45,notify reject,Manager-000004,,notify reject
1492,2023-12-25 15:30:56,review request received,,,review request received
1492,2023-12-25 15:31:06,Check for completeness,Clerk-000003,,Check for completeness
1492,2023-12-25 15:44:45,Request info,Manager-000005,,Request info
1492,2023-12-25 15:45:06,info received,,,info received
1492,2023-12-25 15:45:16,Check for completeness,Clerk-000001,,Check for completeness
1492,2023-12-25 15:57:12,Request info,Manager-000002,,Request info
1492,2023-12-25 16:01:16,info received,,,info received
1492,2023-12-25 16:01:26,Check for completeness,Clerk-000002,,Check for completeness
1492,2023-12-25 16:06:03,Perform checks,Clerk-000003,,Perform checks
1492,2023-12-25 16:13:34,Make decision,Manager-000004,,Make decision
1492,2023-12-25 16:22:36,Notify accept,Manager-000005,,Notify accept
1492,2023-12-25 16:31:05,Deliver card,Manager-000002,,Deliver card
1492,2023-12-25 16:32:24,EVENT 13 END,,,EVENT 13 END
1493,2023-12-25 15:15:07,Check for completeness,Clerk-000002,,Check for completeness
1493,2023-12-25 15:15:07,New online application received,,,New online application received
1493,2023-12-25 15:15:08,Make decision_signed1,Clerk-000002,collateral events(Make decision),Make decision_signed1
