Case,Activity,Timestamp,Activity_fixed,label,Resource
9074955,receive additional information,2014-02-18 08:00:28,receive additional information,,2670601
9074955,MER present in supplement,2014-02-19 08:00:43,MER present in supplement,,2670601
9074955,article 34  WABO applies,2014-02-19 08:00:44,article 34  WABO applies,,2670601
9074955,ask stakeholders views,2014-02-19 08:00:45,ask stakeholders views,,2670601
9074955,assessment of content completed,2014-02-19 08:00:46,assessment of content completed,,2670601
9074955,by law,2014-02-19 08:00:47,by law,,2670601
9074955,completed subcases content,2014-02-19 08:00:48,treat subcases content,,2670601
9074955,coordination of application,2014-02-19 08:00:49,coordination of application,,2670601
9074955,creating environmental permit decision,2014-02-19 08:00:50,enter senddate decision environmental permit,,2670601
9074955,decision date prior to decision,2014-02-19 08:00:51,decision date prior to decision,,2670601
9074955,grounds for refusal,2014-02-19 08:00:52,grounds for refusal,,2670601
9074955,phase advice known,2014-02-19 08:00:53,phase advice known,,2670601
9074955,phase application receptive,2014-02-19 08:00:54,phase application received,,2670601
9074955,procedure change,2014-02-19 08:00:55,procedure change,,2670601
9074955,procedure change after completeness,2014-02-19 08:00:56,procedure change after completeness,,2670601
9074955,request complete,2014-02-19 08:00:57,request complete,,2670601
9074955,send confirmation receipt additional data,2014-02-19 08:00:58,send confirmation receipt,,2670601
9074955,send letter in progress,2014-02-19 08:00:59,send letter in progress,,2670601
9074955,set decision status,2014-02-19 08:01:00,set decision status,,2670601
9074955,suspension ground applicable,2014-02-19 08:01:01,suspension ground applicable,,2670601
9074955,treat subcases content,2014-02-19 08:01:02,treat subcases content,,2670601
9074955,phase decision ready,2014-02-21 08:00:01,phase decision sent,,2670601
9074955,submit decision,2014-02-21 08:00:02,submit decision,,2670601
9074955,enter senddate decision,2014-03-17 08:00:01,enter senddate decision,,560890
9074955,enter senddate decision environmental permit,2014-03-17 08:00:02,enter senddate decision environmental permit,,560890
9074955,phase decision sent,2014-03-17 08:00:03,phase decision sent,,560890
9074955,phase decision taken,2014-03-17 08:00:04,phase decision sent,,560890
9074955,record date of decision environmental permit,2014-03-17 08:00:05,enter senddate decision environmental permit,,560890
9074955,register objection and appeal periods,2014-03-17 08:00:06,register objection and appeal periods,,560890
9074955,set decision phase decision permitting decided,2014-03-17 08:00:07,phase decision sent,,560890
9074955,start decision phase decision permitting sent,2014-03-17 08:00:08,phase decision sent,,560890
9074955,transcript decision environmental permit to stakeholders,2014-03-17 08:00:09,transcript decision environmental permit to stakeholders,,560890
9074955,objection lodged against decision,2014-07-22 07:00:22,objection lodged against decision,,560912
9074955,phase decision irrevocable,2014-07-22 07:00:23,phase decision irrevocable,,560912
9074955,read publication date field,2014-07-22 07:00:24,read publication date field,,560912
9074955,read publication date field,2014-07-22 07:00:25,read publication date field,,560912
9074955,stop all running subcases 2b,2014-07-22 07:00:26,stop all running subcases 2b,,560912
9080437,OLO messaging active,2014-01-03 08:00:29,OLO messaging active,,560872
9080437,create procedure confirmation,2014-01-03 08:00:30,enter senddate procedure confirmation,,560872
9080437,create publication document,2014-01-03 08:00:31,create publication document,,560872
9080437,forward to the competent authority,2014-01-03 08:00:32,forward to the competent authority,,560872
9080437,phase application received,2014-01-03 08:00:33,phase application received,,560872
9080437,registration date publication,2014-01-03 08:00:34,registration date publication,,560872
9080437,regular procedure without MER,2014-01-03 08:00:35,regular procedure without MER,,560872
9080437,send confirmation receipt,2014-01-03 08:00:36,send confirmation receipt,,560872
9080437,send confirmation receipt,2014-01-03 08:00:37,send confirmation receipt,,560872
9080437,start WABOprocedure,2014-01-03 08:00:38,start WABOprocedure,,560872
9080437,create letter requesting missing data,2014-01-17 08:00:32,create letter requesting missing data,,2670601
9080437,create subcases completeness,2014-01-17 08:00:33,treat subcases content,,2670601
9080437,phase asked additional information,2014-01-17 08:00:34,receive additional information,,2670601
9080437,procedure change,2014-01-17 08:00:35,procedure change,,2670601
9080437,request complete,2014-01-17 08:00:36,request complete,,2670601
9080437,retrieve missing data,2014-01-17 08:00:37,retrieve missing data,,2670601
9080437,term for supplying missing data,2014-01-17 08:00:38,term for supplying missing data,,2670601
9082329,register submission date request,2013-12-28 08:00:01,register submission date request,,560872
9082329,OLO messaging active,2014-01-03 08:00:39,OLO messaging active,,560872
9082329,create procedure confirmation,2014-01-03 08:00:40,enter senddate procedure confirmation,,560872
9082329,forward to the competent authority,2014-01-03 08:00:41,forward to the competent authority,,560872
9082329,phase application received,2014-01-03 08:00:42,phase application received,,560872
9082329,registration date publication,2014-01-03 08:00:43,registration date publication,,560872
9082329,regular procedure without MER,2014-01-03 08:00:44,regular procedure without MER,,560872
9082329,send confirmation receipt,2014-01-03 08:00:45,send confirmation receipt,,560872
9082329,send confirmation receipt,2014-01-03 08:00:46,send confirmation receipt,,560872
9082329,start WABOprocedure,2014-01-03 08:00:47,start WABOprocedure,,560872
9082329,create subcases completeness,2014-01-16 08:00:31,treat subcases content,,2670601
9082329,procedure change,2014-01-16 08:00:32,procedure change,,2670601
9082329,request complete,2014-01-16 08:00:33,request complete,,2670601
9082329,create letter requesting missing data,2014-01-17 08:00:39,create letter requesting missing data,,2670601
9082329,phase asked additional information,2014-01-17 08:00:40,receive additional information,,2670601
9082329,retrieve missing data,2014-01-17 08:00:41,retrieve missing data,,2670601
9082329,term for supplying missing data,2014-01-17 08:00:42,term for supplying missing data,,2670601
9082329,phase additional information received,2014-02-11 08:00:01,receive additional information,,9264148
9082329,receive additional information,2014-02-11 08:00:02,receive additional information,,9264148
9082329,MER present in supplement,2014-02-27 08:00:02,MER present in supplement,,2670601
9082329,create cover letter extend procedure term,2014-02-27 08:00:03,create cover letter extend procedure term,,2670601
9082329,create decision procedure term extension,2014-02-27 08:00:04,enter senddate decision procedure term extension,,2670601
9082329,creating decision procedure term extension,2014-02-27 08:00:05,enter senddate decision procedure term extension,,2670601
9082329,decision date prior to decision,2014-02-27 08:00:06,decision date prior to decision,,2670601
9082329,enter date decision procedure term extension,2014-02-27 08:00:07,enter senddate decision procedure term extension,,2670601
9082329,enter senddate procedure term extension,2014-02-27 08:00:08,enter senddate decision procedure term extension,,2670601
9082329,extend procedure term,2014-02-27 08:00:09,extend procedure term,,2670601
9082329,phase procedure extended,2014-02-27 08:00:10,phase procedure extended,,2670601
9082329,register number of days extension period,2014-02-27 08:00:11,register number of days extension period,,2670601
9082329,send confirmation receipt additional data,2014-02-27 08:00:12,send confirmation receipt,,2670601
9082329,set decision status,2014-02-27 08:00:13,set decision status,,2670601
9082329,start decision phase extension granted,2014-02-27 08:00:14,start decision phase extension granted,,2670601
9082329,start decision phase extension granted,2014-02-28 08:00:43,start decision phase extension granted,,2670601
9082329,article 34  WABO applies,2014-03-19 08:00:19,article 34  WABO applies,,2670601
9082329,ask stakeholders views,2014-03-19 08:00:20,ask stakeholders views,,2670601
9082329,assessment of content completed,2014-03-19 08:00:21,assessment of content completed,,2670601
9082329,by law,2014-03-19 08:00:22,by law,,2670601
9082329,completed subcases content,2014-03-19 08:00:23,treat subcases content,,2670601
9082329,coordination of application,2014-03-19 08:00:24,coordination of application,,2670601
9082329,creating environmental permit decision,2014-03-19 08:00:25,enter senddate decision environmental permit,,2670601
9082329,decision date prior to decision,2014-03-19 08:00:26,decision date prior to decision,,2670601
9082329,grounds for refusal,2014-03-19 08:00:27,grounds for refusal,,2670601
9082329,phase advice known,2014-03-19 08:00:28,phase advice known,,2670601
9082329,phase application receptive,2014-03-19 08:00:29,phase application received,,2670601
9082329,procedure change,2014-03-19 08:00:30,procedure change,,2670601
9082329,procedure change after completeness,2014-03-19 08:00:31,procedure change after completeness,,2670601
9082329,request complete,2014-03-19 08:00:32,request complete,,2670601
9082329,send letter in progress,2014-03-19 08:00:33,send letter in progress,,2670601
9082329,set decision status,2014-03-19 08:00:34,set decision status,,2670601
9082329,suspension ground applicable,2014-03-19 08:00:35,suspension ground applicable,,2670601
9082329,treat subcases content,2014-03-19 08:00:36,treat subcases content,,2670601
9082329,generating decision environmental permit,2014-04-15 07:00:26,enter senddate decision environmental permit,,2670601
9082329,phase decision ready,2014-04-15 07:00:27,phase decision sent,,2670601
9082329,submit decision,2014-04-15 07:00:28,submit decision,,2670601
9082329,creating cover letter decision,2014-04-22 07:00:17,creating cover letter decision,,560912
9082329,enter senddate decision,2014-04-22 07:00:18,enter senddate decision,,560912
9082329,enter senddate decision environmental permit,2014-04-22 07:00:19,enter senddate decision environmental permit,,560912
