Case,Activity,Timestamp,Resource,Event,label,original_activity,isdistorted,BaseActivity,ProcessedActivity,canonical_activity,is_distorted,Activity_fixed
9996445,receive additional information,2014-07-09 07:00:21,2670601,52194,,receive additional information,0,receive additional information,receive additional information,receive additional information,0,receive additional information
9996445,request complete,2014-07-09 07:00:22,2670601,52182,,request complete,0,request compl,request compl,request compl,0,request compl
9996445,send confirmation receipt additional data,2014-07-09 07:00:23,2670601,52180,,send confirmation receipt additional data,0,send confirmation receipt additional data,send confirmation receipt additional data,send confirmation receip,1,send confirmation receip
9996445,send letter in progress,2014-07-09 07:00:24,2670601,52184,,send letter in progress,0,send letter in prog,send letter in prog,send letter in prog,0,send letter in prog
9996445,set decision status,2014-07-09 07:00:25,2670601,52199,,set decision status,0,set decision statu,set decision statu,set decision statu,0,set decision statu
9996445,submit decision,2014-07-09 07:00:26,2670601,52193,,submit decision,0,submit decision,submit decision,submit decision,0,submit decision
9996445,suspension ground applicable,2014-07-09 07:00:27,2670601,52189,,suspension ground applicable,0,suspension ground applicabl,suspension ground applicabl,suspension ground applicabl,0,suspension ground applicabl
9996445,treat subcases content,2014-07-09 07:00:28,2670601,52198,,treat subcases content,0,treat subcases conten,treat subcases conten,treat subcases conten,0,treat subcases conten
9996445,create monitoring case,2014-07-11 07:00:09,560890,52208,,create monitoring case,0,create monitoring ca,create monitoring ca,create monitoring ca,0,create monitoring ca
9996445,creating cover letter decision,2014-07-11 07:00:10,560890,52206,,creating cover letter decision,0,creating cover letter decision,creating cover letter decision,creating cover letter decision,0,creating cover letter decision
9996445,enter senddate decision,2014-07-11 07:00:11,560890,52211,,enter senddate decision,0,enter senddate decision,enter senddate decision,phase decision sen,1,phase decision sen
9996445,enter senddate decision environmental permit,2014-07-11 07:00:12,560890,52209,,enter senddate decision environmental permit,0,enter senddate decision environmental perm,enter senddate decision environmental perm,enter senddate decision environmental perm,0,enter senddate decision environmental perm
9996445,phase decision sent,2014-07-11 07:00:13,560890,52210,,phase decision sent,0,phase decision sen,phase decision sen,phase decision sen,0,phase decision sen
9996445,phase decision taken,2014-07-11 07:00:14,560890,52212,,phase decision taken,0,phase decision taken,phase decision taken,phase decision sen,1,phase decision sen
9996445,register objection and appeal periods,2014-07-11 07:00:15,560890,52205,,register objection and appeal periods,0,register objection and appeal p,register objection and appeal p,register objection and appeal p,0,register objection and appeal p
9996445,transcript decision environmental permit to stakeholders,2014-07-11 07:00:16,560890,52207,,transcript decision environmental permit to stakeholders,0,transcript decision environmental permit to stakehol,transcript decision environmental permit to stakehol,transcript decision environmental permit to stakehol,0,transcript decision environmental permit to stakehol
9996445,enter senddate decision environmental permit,2014-07-17 07:00:04,560890,52216,,enter senddate decision environmental permit,0,enter senddate decision environmental perm,enter senddate decision environmental perm,enter senddate decision environmental perm,0,enter senddate decision environmental perm
9996445,record date of decision environmental permit,2014-07-17 07:00:05,560890,52213,,record date of decision environmental permit,0,record date of decision environmental perm,record date of decision environmental perm,enter senddate decision environmental perm,1,enter senddate decision environmental perm
9996445,set decision phase decision permitting decided,2014-07-17 07:00:06,560890,52215,,set decision phase decision permitting decided,0,set decision phase decision permitting dec,set decision phase decision permitting dec,phase decision sen,1,phase decision sen
9996445,start decision phase decision permitting sent,2014-07-17 07:00:07,560890,52214,,start decision phase decision permitting sent,0,start decision phase decision permitting sen,start decision phase decision permitting sen,phase decision sen,1,phase decision sen
10009138,register submission date request,2014-04-11 07:01:19,9264148,0,,register submission date request,0,register submission date requ,register submission date requ,register submission date requ,0,register submission date requ
10009138,OLO messaging active,2014-04-14 07:00:30,9264148,1,,OLO messaging active,0,OLO messaging activ,olo messaging activ,OLO messaging activ,0,OLO messaging activ
10009138,create procedure confirmation,2014-04-14 07:00:31,9264148,5,,create procedure confirmation,0,create procedure confirmation,create procedure confirmation,enter senddate procedure confirmation,1,enter senddate procedure confirmation
10009138,create publication document,2014-04-14 07:00:32,9264148,7,,create publication document,0,create publication documen,create publication documen,create publication documen,0,create publication documen
10009138,create subcases completeness,2014-04-14 07:00:33,9264148,6,,create subcases completeness,0,create subcases completen,create subcases completen,treat subcases conten,1,treat subcases conten
10009138,forward to the competent authority,2014-04-14 07:00:34,9264148,3,,forward to the competent authority,0,forward to the competent authority,forward to the competent authority,forward to the competent authority,0,forward to the competent authority
10009138,phase application received,2014-04-14 07:00:35,9264148,8,,phase application received,0,phase application receiv,phase application receiv,phase application receiv,0,phase application receiv
10009138,registration date publication,2014-04-14 07:00:36,9264148,10,,registration date publication,0,registration date publication,registration date publication,registration date publication,0,registration date publication
10009138,regular procedure without MER,2014-04-14 07:00:37,9264148,4,,regular procedure without MER,0,regular procedure without MER,regular procedure without mer,regular procedure without MER,0,regular procedure without MER
10009138,send confirmation receipt,2014-04-14 07:00:38,9264148,2,,send confirmation receipt,0,send confirmation receip,send confirmation receip,send confirmation receip,0,send confirmation receip
10009138,send confirmation receipt,2014-04-14 07:00:39,9264148,11,,send confirmation receipt,0,send confirmation receip,send confirmation receip,send confirmation receip,0,send confirmation receip
10009138,start WABOprocedure,2014-04-14 07:00:40,9264148,9,,start WABOprocedure,0,start WABOprocedu,start waboprocedu,start WABOprocedu,0,start WABOprocedu
10009138,article 34  WABO applies,2014-05-20 07:00:36,2670601,16,,article 34  WABO applies,0,article 34  WABO appl,article 34 wabo appl,article 34  WABO appl,0,article 34  WABO appl
