Case,Activity,Timestamp,Resource,Event,label,Activity_fixed
11588105,coordination of application,2014-10-27 08:00:10,11744364,4700,,coordination of application
11588105,create subcases content,2014-10-27 08:00:11,11744364,4694,,create subcases content
11588105,creating environmental permit decision,2014-10-27 08:00:12,11744364,4706,,creating environmental permit decision
11588105,decision date prior to decision,2014-10-27 08:00:13,11744364,4702,,decision date prior to decision
11588105,grounds for refusal,2014-10-27 08:00:14,11744364,4697,,grounds for refusal
11588105,phase advice known,2014-10-27 08:00:15,11744364,4705,,phase advice known
11588105,phase application receptive,2014-10-27 08:00:16,11744364,4704,,phase application receptive
11588105,procedure change,2014-10-27 08:00:17,11744364,4691,,procedure change
11588105,procedure change,2014-10-27 08:00:18,11744364,4695,,procedure change
11588105,request complete,2014-10-27 08:00:19,11744364,4692,,request complete
11588105,send letter in progress,2014-10-27 08:00:20,11744364,4693,,send letter in progress
11588105,set decision status,2014-10-27 08:00:21,11744364,4703,,set decision status
11588105,suspension ground applicable,2014-10-27 08:00:22,11744364,4699,,suspension ground applicable
11588105,creating cover letter decision,2014-11-18 08:01:06,560890,4709,,creating cover letter decision
11588105,enter senddate decision,2014-11-18 08:01:07,560890,4716,,enter senddate decision
11588105,enter senddate decision environmental permit,2014-11-18 08:01:08,560890,4713,,enter senddate decision environmental permit
11588105,generating decision environmental permit,2014-11-18 08:01:09,560890,4712,,generating decision environmental permit
11588105,phase decision ready,2014-11-18 08:01:10,560890,4710,,phase decision ready
11588105,phase decision sent,2014-11-18 08:01:11,560890,4715,,phase decision sent
11588105,phase decision taken,2014-11-18 08:01:12,560890,4714,,phase decision taken
11588105,register objection and appeal periods,2014-11-18 08:01:13,560890,4708,,register objection and appeal periods
11588105,submit decision,2014-11-18 08:01:14,560890,4707,,submit decision
11588105,transcript decision environmental permit to stakeholders,2014-11-18 08:01:15,560890,4711,,transcript decision environmental permit to stakeholders
11588105,enter senddate decision environmental permit,2014-11-20 08:00:35,560890,4717,,enter senddate decision environmental permit
11588105,record date of decision environmental permit,2014-11-20 08:00:36,560890,4718,,record date of decision environmental permit
11588105,set decision phase decision permitting decided,2014-11-20 08:00:37,560890,4719,,set decision phase decision permitting decided
11588105,start decision phase decision permitting sent,2014-11-20 08:00:38,560890,4720,,start decision phase decision permitting sent
11590099,OLO messaging active,2014-10-06 07:00:56,9264148,4722,,OLO messaging active
11590099,phase application received,2014-10-06 07:00:57,9264148,4724,,phase application received
11590099,send confirmation receipt,2014-10-06 07:00:58,9264148,4723,,send confirmation receipt
11590099,create letter requesting missing data,2014-10-28 08:01:20,11744364,4733,,create letter requesting missing data
11590099,create procedure confirmation,2014-10-28 08:01:21,11744364,4727,,create procedure confirmation
11590099,create subcases completeness,2014-10-28 08:01:22,11744364,4730,,create subcases completeness
11590099,forward to the competent authority,2014-10-28 08:01:23,11744364,4725,,forward to the competent authority
11590099,procedure change,2014-10-28 08:01:24,11744364,4729,,procedure change
11590099,publish,2014-10-28 08:01:25,11744364,4728,,publish
11590099,regular procedure without MER,2014-10-28 08:01:26,11744364,4726,,regular procedure without MER
11590099,request complete,2014-10-28 08:01:27,11744364,4731,,request complete
11590099,retrieve missing data,2014-10-28 08:01:28,11744364,4737,,retrieve missing data
11590099,send confirmation receipt,2014-10-28 08:01:29,11744364,4735,,send confirmation receipt
11590099,start WABOprocedure,2014-10-28 08:01:30,11744364,4738,,start WABOprocedure
11590099,subcases completeness completed,2014-10-28 08:01:31,11744364,4734,,subcases completeness completed
11590099,term for supplying missing data,2014-10-28 08:01:32,11744364,4732,,term for supplying missing data
11590099,treat subcases completeness,2014-10-28 08:01:33,11744364,4736,,treat subcases completeness
11590099,enter senddate retrieve missing data,2014-10-29 08:01:34,560912,4741,,enter senddate retrieve missing data
11590099,phase asked additional information,2014-10-29 08:01:35,560912,4740,,phase asked additional information
11590099,enter receipt of additional data,2014-11-20 08:00:39,560872,4742,,enter receipt of additional data
11590099,receive additional information,2014-11-24 08:00:01,560872,4743,,receive additional information
11590099,send confirmation receipt additional data,2014-11-24 08:00:02,11744364,4744,,send confirmation receipt additional data
11590099,creating decision permanently suspended,2014-11-26 08:00:15,11744364,4753,,creating decision permanently suspended
11590099,decision date prior to decision,2014-11-26 08:00:16,11744364,4748,,decision date prior to decision
11590099,decision keep permanently suspended,2014-11-26 08:00:17,11744364,4751,,decision keep permanently suspended
11590099,keep permanently suspended,2014-11-26 08:00:18,11744364,4747,,keep permanently suspended
11590099,request complete,2014-11-26 08:00:19,11744364,4746,,request complete
11590099,resume completeness subcases,2014-11-26 08:00:20,11744364,4752,,resume completeness subcases
11590099,set decision status,2014-11-26 08:00:21,11744364,4750,,set decision status
11590099,subcases completeness completed,2014-11-26 08:00:22,11744364,4749,,subcases completeness completed
11590099,create cover letter permanent suspension,2014-12-03 08:00:02,560912,4754,,create cover letter permanent suspension
11590099,enter senddate decision permanent suspension,2014-12-03 08:00:03,560912,4756,,enter senddate decision permanent suspension
11590099,phase permanently suspended,2014-12-03 08:00:04,560912,4755,,phase permanently suspended
11590099,enter date decision permanent suspension,2014-12-04 08:00:04,560912,4757,,enter date decision permanent suspension
11590099,enter senddate decision permanent suspension,2014-12-04 08:00:05,560912,4758,,enter senddate decision permanent suspension
11590099,start decision phase permanent suspension sent,2014-12-04 08:00:06,560912,4760,,start decision phase permanent suspension sent
11590099,start decision phase permanently suspended decided,2014-12-04 08:00:07,560912,4759,,start decision phase permanently suspended decided
11593238,OLO messaging active,2014-10-06 07:00:59,9264148,4761,,OLO messaging active
11593238,send confirmation receipt_signed1,2014-10-06 07:00:59,9264148,4761,collateral events(send confirmation receipt),send confirmation receipt_signed1
11593238,create procedure confirmation,2014-10-06 07:01:00,9264148,4765,,create procedure confirmation
11593238,create publication document,2014-10-06 07:01:01,9264148,4768,,create publication document
11593238,send confirmation receipt_signed2,2014-10-06 07:01:01,9264148,4765,collateral events(send confirmation receipt),send confirmation receipt_signed2
11593238,create subcases completeness,2014-10-06 07:01:02,9264148,4767,,create subcases completeness
11593238,forward to the competent authority,2014-10-06 07:01:03,9264148,4763,,forward to the competent authority
11593238,send confirmation receipt_signed2,2014-10-06 07:01:03,9264148,4767,collateral events(send confirmation receipt),send confirmation receipt_signed2
11593238,phase application received,2014-10-06 07:01:04,9264148,4772,,phase application received
11593238,publish,2014-10-06 07:01:05,9264148,4766,,publish
11593238,send confirmation receipt_signed1,2014-10-06 07:01:05,9264148,4766,collateral events(send confirmation receipt),send confirmation receipt_signed1
11593238,register submission date request,2014-10-06 07:01:06,9264148,4771,,register submission date request
11593238,registration date publication,2014-10-06 07:01:07,9264148,4773,,registration date publication
11593238,regular procedure without MER,2014-10-06 07:01:08,9264148,4764,,regular procedure without MER
11593238,send confirmation receipt,2014-10-06 07:01:09,9264148,4762,,send confirmation receipt
11593238,send confirmation receipt,2014-10-06 07:01:10,9264148,4770,,send confirmation receipt
11593238,start WABOprocedure,2014-10-06 07:01:11,9264148,4769,,start WABOprocedure
11593238,send confirmation receipt_signed2,2014-10-06 07:01:12,9264148,4769,collateral events(send confirmation receipt),send confirmation receipt_signed2
11593238,article 34  WABO applies,2014-10-08 07:00:27,2670601,4779,,article 34  WABO applies
11593238,send confirmation receipt_signed1,2014-10-08 07:00:27,2670601,4779,collateral events(send confirmation receipt),send confirmation receipt_signed1
11593238,ask stakeholders views,2014-10-08 07:00:28,2670601,4781,,ask stakeholders views
11593238,by law,2014-10-08 07:00:29,2670601,4784,,by law
11593238,send confirmation receipt_signed2,2014-10-08 07:00:29,2670601,4781,collateral events(send confirmation receipt),send confirmation receipt_signed2
11593238,completed subcases content,2014-10-08 07:00:30,2670601,4788,,completed subcases content
11593238,coordination of application,2014-10-08 07:00:31,2670601,4783,,coordination of application
11593238,send confirmation receipt_signed1,2014-10-08 07:00:31,2670601,4783,collateral events(send confirmation receipt),send confirmation receipt_signed1
11593238,create subcases content,2014-10-08 07:00:32,2670601,4777,,create subcases content
11593238,creating environmental permit decision,2014-10-08 07:00:33,2670601,4792,,creating environmental permit decision
11593238,send confirmation receipt_signed1,2014-10-08 07:00:33,2670601,4777,collateral events(send confirmation receipt),send confirmation receipt_signed1
11593238,decision date prior to decision,2014-10-08 07:00:34,2670601,4785,,decision date prior to decision
11593238,grounds for refusal,2014-10-08 07:00:35,2670601,4780,,grounds for refusal
11593238,send confirmation receipt_signed1,2014-10-08 07:00:35,2670601,4780,collateral events(send confirmation receipt),send confirmation receipt_signed1
11593238,phase advice known,2014-10-08 07:00:36,2670601,4789,,phase advice known
11593238,phase application receptive,2014-10-08 07:00:37,2670601,4790,,phase application receptive
11593238,send confirmation receipt_signed2,2014-10-08 07:00:37,2670601,4789,collateral events(send confirmation receipt),send confirmation receipt_signed2
11593238,procedure change,2014-10-08 07:00:38,2670601,4778,,procedure change
11593238,procedure change,2014-10-08 07:00:39,2670601,4786,,procedure change
11593238,send confirmation receipt_signed1,2014-10-08 07:00:39,2670601,4786,collateral events(send confirmation receipt),send confirmation receipt_signed1
11593238,request complete,2014-10-08 07:00:40,2670601,4775,,request complete
