Case,Timestamp,Resource,Activity,Activity_fixed,ishomonymous,label
4495,2024-06-21 11:27:52,Manager-000004,Make decision,Make decision,0,
4495,2024-06-21 11:37:55,Manager-000001,Notify accept,Notify accept,0,
4495,2024-06-21 11:47:42,Manager-000006,Deliver card,Deliver card,0,
4495,2024-06-21 11:49:15,,EVENT 13 END,EVENT 13 END,0,
4496,2024-06-21 12:44:08,Clerk-000006,Check for completeness,Check for completeness,0,
4496,2024-06-21 12:44:08,,New online application received,New online application received,0,
4496,2024-06-21 12:46:02,Clerk-000002,Perform checks,Perform checks,0,
4496,2024-06-21 12:49:50,Manager-000002,Make decision,Make decision,0,
4496,2024-06-21 12:54:20,Manager-000005,notify reject,notify reject,0,
4496,2024-06-21 12:57:06,,review request received,review request received,0,
4496,2024-06-21 12:57:16,Clerk-000004,Check for completeness,Check for completeness,0,
4496,2024-06-21 13:03:56,Manager-000003,Request info,Request info,0,
4496,2024-06-21 13:04:03,,info received,info received,0,
4496,2024-06-21 13:04:13,Clerk-000005,Check for completeness,Check for completeness,0,
4496,2024-06-21 13:05:20,Manager-000004,Request info,Request info,0,
4496,2024-06-21 13:15:18,,info received,info received,0,
4496,2024-06-21 13:15:28,Clerk-000001,Check for completeness,Check for completeness,0,
4496,2024-06-21 13:30:08,Clerk-000003,Perform checks,Perform checks,0,
4496,2024-06-21 13:42:22,Manager-000001,Make decision,Make decision,0,
4496,2024-06-21 13:44:58,Manager-000006,notify reject,notify reject,0,
4496,2024-06-21 13:53:21,,time out,time out,0,
4496,2024-06-21 13:53:31,,EVENT 13 END,EVENT 13 END,0,
4497,2024-06-21 14:12:52,Clerk-000006,Check for completeness,Check for completeness,0,
4497,2024-06-21 14:12:52,,New online application received,New online application received,0,
4497,2024-06-21 14:15:54,Manager-000002,Request info,Request info,0,
4497,2024-06-21 14:21:07,,info received,info received,0,
4497,2024-06-21 14:21:17,Clerk-000002,Check for completeness,Check for completeness,0,
4497,2024-06-21 14:27:32,Clerk-000004,Perform checks,Perform checks,0,
4497,2024-06-21 14:35:17,Manager-000005,Make decision,Make decision,0,
4497,2024-06-21 14:41:20,Manager-000003,notify reject,notify reject,0,
4497,2024-06-21 14:49:56,,review request received,review request received,0,
4497,2024-06-21 14:50:06,Clerk-000005,Check for completeness,Check for completeness,0,
4497,2024-06-21 15:00:45,Clerk-000001,Perform checks,Perform checks,0,
4497,2024-06-21 15:11:46,Manager-000004,Make decision,Make decision,0,
4497,2024-06-21 15:13:24,Manager-000001,notify reject,notify reject,0,
4497,2024-06-21 15:23:20,,time out,time out,0,
4497,2024-06-21 15:23:30,,EVENT 13 END,EVENT 13 END,0,
4498,2024-06-21 15:25:56,Clerk-000003,Check for completeness,Check for completeness,0,
4498,2024-06-21 15:25:56,,New online application received,New online application received,0,
4498,2024-06-21 15:56:32,Clerk-000004,Perform checks,Perform checks,0,
4498,2024-06-21 16:35:38,Manager-000003,Make decision,Make decision,0,
4498,2024-06-21 16:37:11,Manager-000004,Notify accept,Notify accept,0,
4498,2024-06-21 16:49:41,Manager-000001,Deliver card,Deliver card,0,
4498,2024-06-21 17:02:18,,EVENT 13 END,EVENT 13 END,0,
4499,2024-06-21 15:35:55,Clerk-000006,Check for completeness,Check for completeness,0,
4499,2024-06-21 15:35:55,,New online application received,New online application received,0,
4499,2024-06-21 15:47:34,Manager-000006,Request info,Request info,0,
4499,2024-06-21 15:54:19,,info received,info received,0,
4499,2024-06-21 15:54:29,Clerk-000002,Check for completeness,Check for completeness,0,
4499,2024-06-21 15:56:50,Clerk-000005,Perform checks,Perform checks,0,
4499,2024-06-21 16:05:09,Manager-000002,Make decision,Make decision,0,
4499,2024-06-21 16:11:24,Manager-000005,notify reject,notify reject,0,
4499,2024-06-21 16:22:54,,time out,time out,0,
4499,2024-06-21 16:23:04,,EVENT 13 END,EVENT 13 END,0,
4500,2024-06-21 16:54:20,Clerk-000001,Check for completeness,Check for completeness,0,
4500,2024-06-21 16:54:20,,New online application received,New online application received,0,
4500,2024-06-21 17:03:32,Clerk-000006,Perform checks,Perform checks,0,
4500,2024-06-21 17:35:06,Manager-000006,Make decision,Make decision,0,
4500,2024-06-21 17:45:50,Manager-000005,Notify accept,Notify accept,0,
4500,2024-06-21 17:50:42,Manager-000004,Deliver card,Deliver card,0,
4500,2024-06-21 17:54:38,,EVENT 13 END,EVENT 13 END,0,
4501,2024-06-21 17:32:21,Clerk-000003,Check for completeness,Check for completeness,0,
4501,2024-06-21 17:32:21,,New online application received,New online application received,0,
4501,2024-06-21 17:44:42,Clerk-000005,Perform checks,Perform checks,0,
4501,2024-06-21 17:45:49,Manager-000002,Make decision,Make decision,0,
4501,2024-06-21 17:51:55,Manager-000001,notify reject,notify reject,0,
4501,2024-06-21 18:00:47,,time out,time out,0,
4501,2024-06-21 18:00:57,,EVENT 13 END,EVENT 13 END,0,
4502,2024-06-21 17:39:27,Clerk-000002,Check for completeness,Check for completeness,0,
4502,2024-06-21 17:39:27,,New online application received,New online application received,0,
4502,2024-06-21 17:48:42,Manager-000003,Request info,Request info,0,
4502,2024-06-21 17:57:14,,info received,info received,0,
4502,2024-06-21 17:57:24,Clerk-000004,Check for completeness,Check for completeness,0,
4502,2024-06-21 18:00:51,Clerk-000001,Perform checks,Perform checks,0,
4502,2024-06-21 18:06:10,Manager-000006,Make decision,Make decision,0,
4502,2024-06-21 18:34:23,Manager-000003,Notify accept,Notify accept,0,
4502,2024-06-21 18:55:34,Manager-000005,Deliver card,Deliver card,0,
4502,2024-06-21 19:02:53,,EVENT 13 END,EVENT 13 END,0,
4503,2024-06-21 18:05:18,Clerk-000006,Check for completeness,Check for completeness,0,
4503,2024-06-21 18:05:18,,New online application received,New online application received,0,
4503,2024-06-21 18:15:43,Clerk-000005,Perform checks,Perform checks,0,
4503,2024-06-21 18:22:32,Manager-000005,Make decision,Make decision,0,
4503,2024-06-21 18:37:37,Manager-000001,Notify accept,Notify accept,0,
4503,2024-06-21 18:42:36,Manager-000002,Deliver card,Deliver card,0,
4503,2024-06-21 18:42:38,,EVENT 13 END,EVENT 13 END,0,
4504,2024-06-21 18:06:32,Clerk-000003,Check for completeness,Check for completeness,0,
4504,2024-06-21 18:06:32,,New online application received,New online application received,0,
4504,2024-06-21 18:15:58,Clerk-000002,Perform checks,Perform checks,0,
4504,2024-06-21 18:28:25,Manager-000002,Make decision,Make decision,0,
4504,2024-06-21 18:30:34,Manager-000004,Notify accept,Notify accept,0,
4504,2024-06-21 18:44:21,Manager-000006,Deliver card,Deliver card,0,
4504,2024-06-21 18:47:28,,EVENT 13 END,EVENT 13 END,0,
4505,2024-06-21 19:23:44,Clerk-000004,Check for completeness,Check for completeness,0,
4505,2024-06-21 19:23:44,,New online application received,New online application received,0,
4505,2024-06-21 19:26:08,Clerk-000001,Perform checks,Perform checks,0,
4505,2024-06-21 19:34:11,Manager-000001,Make decision,Make decision,0,
4505,2024-06-21 19:39:47,Manager-000002,notify reject,notify reject,0,
4505,2024-06-21 20:59:41,,time out,time out,0,
4505,2024-06-21 20:59:51,,EVENT 13 END,EVENT 13 END,0,
4506,2024-06-21 22:15:20,Clerk-000006,Check for completeness,Check for completeness,0,
4506,2024-06-21 22:15:20,,New online application received,New online application received,0,
4506,2024-06-21 22:24:01,Manager-000004,Request info,Request info,0,
4506,2024-06-21 22:29:31,,info received,info received,0,
4506,2024-06-21 22:29:41,Clerk-000003,Check for completeness,Check for completeness,0,
4506,2024-06-21 22:36:23,Manager-000006,Request info,Request info,0,
4506,2024-06-21 22:50:13,,info received,info received,0,
4506,2024-06-21 22:50:23,Clerk-000005,Check for completeness,Check for completeness,0,
4506,2024-06-21 23:03:20,Manager-000003,Request info,Request info,0,
4506,2024-06-21 23:16:58,,info received,info received,0,
4506,2024-06-21 23:17:08,Clerk-000001,Check for completeness,Check for completeness,0,
4506,2024-06-21 23:20:43,Manager-000002,Request info,Request info,0,
4506,2024-06-21 23:38:18,,info received,info received,0,
4506,2024-06-21 23:38:28,Clerk-000006,Check for completeness,Check for completeness,0,
4506,2024-06-21 23:44:40,Manager-000006,Request info,Request info,0,
4506,2024-06-21 23:48:32,,info received,info received,0,
4506,2024-06-21 23:48:42,Clerk-000005,Check for completeness,Check for completeness,0,
4506,2024-06-21 23:55:01,Clerk-000004,Perform checks,Perform checks,0,
4506,2024-06-22 00:01:10,Manager-000005,Make decision,Make decision,0,
4506,2024-06-22 00:04:03,Manager-000001,notify reject,notify reject,0,
4506,2024-06-22 00:15:03,,review request received,review request received,0,
4506,2024-06-22 00:15:13,Clerk-000006,Check for completeness,Check for completeness,0,
4506,2024-06-22 00:19:49,Clerk-000003,Perform checks,Perform checks,0,
4506,2024-06-22 00:20:12,Manager-000006,Make decision,Make decision,0,
4506,2024-06-22 00:40:33,Manager-000005,Notify accept,Notify accept,0,
4506,2024-06-22 00:40:56,Manager-000003,Deliver card,Deliver card,0,
4506,2024-06-22 00:43:42,,EVENT 13 END,EVENT 13 END,0,
4507,2024-06-21 23:03:07,Clerk-000002,Check for completeness,Check for completeness,0,
4507,2024-06-21 23:03:07,,New online application received,New online application received,0,
4507,2024-06-21 23:07:14,Clerk-000004,Perform checks,Perform checks,0,
4507,2024-06-21 23:09:10,Manager-000005,Make decision,Make decision,0,
4507,2024-06-21 23:16:04,Manager-000001,Notify accept,Notify accept,0,
4507,2024-06-21 23:21:58,Manager-000004,Deliver card,Deliver card,0,
4507,2024-06-21 23:32:49,,EVENT 13 END,EVENT 13 END,0,
4508,2024-06-21 23:46:02,Clerk-000003,Check for completeness,Check for completeness,0,
4508,2024-06-21 23:46:02,,New online application received,New online application received,0,
4508,2024-06-21 23:49:31,Clerk-000002,Perform checks,Perform checks,0,
4508,2024-06-22 00:03:42,Manager-000003,Make decision,Make decision,0,
4508,2024-06-22 00:09:34,Manager-000004,notify reject,notify reject,0,
4508,2024-06-22 00:12:33,,review request received,review request received,0,
4508,2024-06-22 00:12:43,Clerk-000001,Check for completeness,Check for completeness,0,
4508,2024-06-22 00:15:26,Manager-000002,Request info,Request info,0,
4508,2024-06-22 00:46:15,,info received,info received,0,
4508,2024-06-22 00:46:25,Clerk-000005,Check for completeness,Check for completeness,0,
4508,2024-06-22 00:47:42,Clerk-000004,Perform checks,Perform checks,0,
4508,2024-06-22 01:02:57,Manager-000004,Make decision,Make decision,0,
4508,2024-06-22 01:03:57,Manager-000001,Notify accept,Notify accept,0,
4508,2024-06-22 01:04:18,Manager-000006,Deliver card,Deliver card,0,
4508,2024-06-22 01:11:38,,EVENT 13 END,EVENT 13 END,0,
4509,2024-06-22 01:16:43,Clerk-000002,Check for completeness,Check for completeness,0,
4509,2024-06-22 01:16:43,,New online application received,New online application received,0,
4509,2024-06-22 01:26:47,Manager-000005,Request info,Request info,0,
4509,2024-06-22 01:27:56,,info received,info received,0,
4509,2024-06-22 01:28:06,Clerk-000001,Check for completeness,Check for completeness,0,
4509,2024-06-22 01:41:09,Manager-000003,Request info,Request info,0,
4509,2024-06-24 02:09:02,,info received,info received,0,
4509,2024-06-24 02:09:12,Clerk-000006,Check for completeness,Check for completeness,0,
4509,2024-06-24 02:16:28,Manager-000002,Request info,Request info,0,
4509,2024-06-24 02:46:29,,info received,info received,0,
4509,2024-06-24 02:46:39,Clerk-000004,Check for completeness,Check for completeness,0,
4509,2024-06-24 03:03:34,Manager-000006,Request info,Request info,0,
4509,2024-06-24 03:09:00,,info received,info received,0,
4509,2024-06-24 03:09:10,Clerk-000001,Check for completeness,Check for completeness,0,
4509,2024-06-24 03:28:32,Clerk-000003,Perform checks,Perform checks,0,
4509,2024-06-24 03:45:04,Manager-000003,Make decision,Make decision,0,
4509,2024-06-24 03:59:25,Manager-000001,notify reject,notify reject,0,
4509,2024-06-24 03:59:29,,time out,time out,0,
4509,2024-06-24 03:59:39,,EVENT 13 END,EVENT 13 END,0,
4510,2024-06-24 02:40:16,Clerk-000003,Check for completeness,Check for completeness,0,
4510,2024-06-24 02:40:16,,New online application received,New online application received,0,
4510,2024-06-24 02:41:14,Manager-000004,Request info,Request info,0,
4510,2024-06-24 02:45:27,,info received,info received,0,
4510,2024-06-24 02:45:37,Clerk-000005,Check for completeness,Check for completeness,0,
4510,2024-06-24 02:51:48,Manager-000001,Request info,Request info,0,
4510,2024-06-24 03:07:21,,info received,info received,0,
4510,2024-06-24 03:07:31,Clerk-000002,Check for completeness,Check for completeness,0,
4510,2024-06-24 03:16:23,Clerk-000006,Perform checks,Perform checks,0,
4510,2024-06-24 03:22:09,Manager-000005,Make decision,Make decision,0,
4510,2024-06-24 03:54:02,Manager-000004,notify reject,notify reject,0,
4510,2024-06-24 04:02:05,,time out,time out,0,
4510,2024-06-24 04:02:15,,EVENT 13 END,EVENT 13 END,0,
4511,2024-06-24 03:56:30,Clerk-000005,Check for completeness,Check for completeness,0,
4511,2024-06-24 03:56:30,,New online application received,New online application received,0,
4511,2024-06-24 03:57:02,Manager-000002,Request info,Request info,0,
4511,2024-06-24 04:01:43,,info received,info received,0,
4511,2024-06-24 04:01:53,Clerk-000004,Check for completeness,Check for completeness,0,
4511,2024-06-24 04:04:22,Manager-000006,Request info,Request info,0,
4511,2024-06-24 04:34:49,,info received,info received,0,
4511,2024-06-24 04:34:59,Clerk-000001,Check for completeness,Check for completeness,0,
4511,2024-06-24 04:39:56,Manager-000003,Request info,Request info,0,
4511,2024-06-24 04:42:11,,info received,info received,0,
4511,2024-06-24 04:42:21,Clerk-000005,Check for completeness,Check for completeness,0,
4511,2024-06-24 04:49:01,Manager-000004,Request info,Request info,0,
4511,2024-06-24 04:55:22,,info received,info received,0,
4511,2024-06-24 04:55:32,Clerk-000004,Check for completeness,Check for completeness,0,
4511,2024-06-24 04:56:46,Manager-000005,Request info,Request info,0,
4511,2024-06-24 05:05:28,,info received,info received,0,
4511,2024-06-24 05:05:38,Clerk-000002,Check for completeness,Check for completeness,0,
4511,2024-06-24 05:09:18,Clerk-000006,Perform checks,Perform checks,0,
4511,2024-06-24 05:13:24,Manager-000006,Make decision,Make decision,0,
4511,2024-06-24 05:19:25,Manager-000003,notify reject,notify reject,0,
4511,2024-06-24 05:30:29,,review request received,review request received,0,
4511,2024-06-24 05:30:39,Clerk-000001,Check for completeness,Check for completeness,0,
4511,2024-06-24 05:43:03,Clerk-000003,Perform checks,Perform checks,0,
4511,2024-06-24 05:47:59,Manager-000001,Make decision,Make decision,0,
4511,2024-06-24 06:00:59,Manager-000002,Notify accept,Notify accept,0,
4511,2024-06-24 06:14:31,Manager-000004,Deliver card,Deliver card,0,
4511,2024-06-24 06:15:43,,EVENT 13 END,EVENT 13 END,0,
4512,2024-06-24 04:09:43,Clerk-000002,Check for completeness,Check for completeness,0,
4512,2024-06-24 04:09:43,,New online application received,New online application received,0,
4512,2024-06-24 04:18:19,Manager-000005,Request info,Request info,0,
4512,2024-06-24 04:33:48,,info received,info received,0,
4512,2024-06-24 04:33:58,Clerk-000006,Check for completeness,Check for completeness,0,
4512,2024-06-24 04:36:47,Clerk-000003,Perform checks,Perform checks,0,
4512,2024-06-24 04:42:05,Manager-000001,Make decision,Make decision,0,
4512,2024-06-24 04:47:15,Manager-000002,notify reject,notify reject,0,
4512,2024-06-24 04:51:27,,time out,time out,0,
4512,2024-06-24 04:51:37,,EVENT 13 END,EVENT 13 END,0,
4513,2024-06-24 06:48:50,Clerk-000005,Check for completeness,Check for completeness,0,
4513,2024-06-24 06:48:50,,New online application received,New online application received,0,
4513,2024-06-24 07:24:23,Clerk-000006,Perform checks,Perform checks,0,
4513,2024-06-24 07:41:58,Manager-000003,Make decision,Make decision,0,
4513,2024-06-24 07:44:21,Manager-000002,notify reject,notify reject,0,
4513,2024-06-24 08:29:54,,review request received,review request received,0,
4513,2024-06-24 08:30:04,Clerk-000005,Check for completeness,Check for completeness,0,
4513,2024-06-24 08:37:11,Clerk-000002,Perform checks,Perform checks,0,
4513,2024-06-24 08:44:07,Manager-000003,Make decision,Make decision,0,
4513,2024-06-24 08:46:23,Manager-000001,notify reject,notify reject,0,
4513,2024-06-24 09:06:33,,time out,time out,0,
4513,2024-06-24 09:06:43,,EVENT 13 END,EVENT 13 END,0,
4514,2024-06-24 07:11:30,Clerk-000004,Check for completeness,Check for completeness,0,
4514,2024-06-24 07:11:30,,New online application received,New online application received,0,
