Case,Activity,Timestamp,Resource,label,Activity_fixed
12645853,regular procedure without MER,2015-01-07 08:00:47,560912,,regular procedure without MER
12645853,send confirmation receipt,2015-01-07 08:00:48,560912,,send confirmation receipt
12645853,start WABOprocedure,2015-01-07 08:00:49,560912,,start WABOprocedure
12645853,article 34  WABO applies,2015-01-26 08:00:03,560872,,article 34  WABO applies
12645853,ask stakeholders views,2015-01-26 08:00:04,560872,,ask stakeholders views
12645853,by law,2015-01-26 08:00:05,560872,,by law
12645853,coordination of application,2015-01-26 08:00:06,560872,,coordination of application
12645853,create subcases completeness,2015-01-26 08:00:07,560872,,create subcases completeness
12645853,create subcases content,2015-01-26 08:00:08,560872,,create subcases content
12645853,creating cover letter decision,2015-01-26 08:00:09,560872,,creating cover letter decision
12645853,creating environmental permit decision,2015-01-26 08:00:10,560872,,creating environmental permit decision
12645853,decision date prior to decision,2015-01-26 08:00:11,560872,,decision date prior to decision
12645853,enter senddate decision,2015-01-26 08:00:12,560872,,enter senddate decision
12645853,enter senddate decision environmental permit,2015-01-26 08:00:13,560872,,enter senddate decision environmental permit
12645853,generating decision environmental permit,2015-01-26 08:00:14,560872,,generating decision environmental permit
12645853,grounds for refusal,2015-01-26 08:00:15,560872,,grounds for refusal
12645853,phase advice known,2015-01-26 08:00:16,560872,,phase advice known
12645853,phase application receptive,2015-01-26 08:00:17,560872,,phase application receptive
12645853,phase decision ready,2015-01-26 08:00:18,560872,,phase decision ready
12645853,phase decision sent,2015-01-26 08:00:19,560872,,phase decision sent
12645853,phase decision taken,2015-01-26 08:00:20,560872,,phase decision taken
12645853,procedure change,2015-01-26 08:00:21,560872,,procedure change
12645853,register objection and appeal periods,2015-01-26 08:00:23,560872,,register objection and appeal periods
12645853,request complete,2015-01-26 08:00:24,560872,,request complete
12645853,send letter in progress,2015-01-26 08:00:25,560872,,send letter in progress
12645853,set decision status,2015-01-26 08:00:26,560872,,set decision status
12645853,submit decision,2015-01-26 08:00:27,560872,,submit decision
12645853,suspension ground applicable,2015-01-26 08:00:28,560872,,suspension ground applicable
12645853,transcript decision environmental permit to stakeholders,2015-01-26 08:00:29,560872,,transcript decision environmental permit to stakeholders
12645853,record date of decision environmental permit,2015-01-27 08:00:43,560872,,record date of decision environmental permit
12645853,set decision phase decision permitting decided,2015-01-27 08:00:44,560872,,set decision phase decision permitting decided
12645853,start decision phase decision permitting sent,2015-01-27 08:00:45,560872,,start decision phase decision permitting sent
12645853,enter senddate decision environmental permit,2015-02-02 08:00:10,560872,,enter senddate decision environmental permit
12662262,register submission date request,2014-12-23 08:00:14,560912,,register submission date request
12662262,send confirmation receipt_signed1,2014-12-23 08:00:14,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
12662262,OLO messaging active,2015-01-07 08:00:50,560912,,OLO messaging active
12662262,send confirmation receipt_signed1,2015-01-07 08:00:50,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
12662262,create procedure confirmation,2015-01-07 08:00:51,560912,,create procedure confirmation
12662262,create publication document,2015-01-07 08:00:52,560912,,create publication document
12662262,send confirmation receipt_signed1,2015-01-07 08:00:52,560912,collateral events(send confirmation receipt),send confirmation receipt_signed1
12662262,forward to the competent authority,2015-01-07 08:00:53,560912,,forward to the competent authority
12662262,phase application received,2015-01-07 08:00:54,560912,,phase application received
12662262,send confirmation receipt_signed2,2015-01-07 08:00:54,560912,collateral events(send confirmation receipt),send confirmation receipt_signed2
12662262,publish,2015-01-07 08:00:55,560912,,publish
12662262,registration date publication,2015-01-07 08:00:56,560912,,registration date publication
12662262,regular procedure without MER,2015-01-07 08:00:57,560912,,regular procedure without MER
12662262,send confirmation receipt,2015-01-07 08:00:58,560912,,send confirmation receipt
12662262,send confirmation receipt_signed2,2015-01-07 08:00:59,560912,collateral events(send confirmation receipt),send confirmation receipt_signed2
12662262,start WABOprocedure,2015-01-07 08:01:00,560912,,start WABOprocedure
12662262,article 34  WABO applies,2015-01-22 08:02:16,560872,,article 34  WABO applies
12662262,send confirmation receipt_signed1,2015-01-22 08:02:16,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12662262,ask stakeholders views,2015-01-22 08:02:17,560872,,ask stakeholders views
12662262,by law,2015-01-22 08:02:18,560872,,by law
12662262,send confirmation receipt_signed1,2015-01-22 08:02:18,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12662262,coordination of application,2015-01-22 08:02:19,560872,,coordination of application
12662262,create subcases completeness,2015-01-22 08:02:20,560872,,create subcases completeness
12662262,send confirmation receipt_signed1,2015-01-22 08:02:20,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12662262,create subcases content,2015-01-22 08:02:21,560872,,create subcases content
12662262,creating cover letter decision,2015-01-22 08:02:22,560872,,creating cover letter decision
12662262,send confirmation receipt_signed2,2015-01-22 08:02:22,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
12662262,creating environmental permit decision,2015-01-22 08:02:23,560872,,creating environmental permit decision
12662262,decision date prior to decision,2015-01-22 08:02:24,560872,,decision date prior to decision
12662262,send confirmation receipt_signed1,2015-01-22 08:02:24,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12662262,enter senddate decision,2015-01-22 08:02:25,560872,,enter senddate decision
12662262,enter senddate decision environmental permit,2015-01-22 08:02:26,560872,,enter senddate decision environmental permit
12662262,send confirmation receipt_signed2,2015-01-22 08:02:26,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
12662262,generating decision environmental permit,2015-01-22 08:02:27,560872,,generating decision environmental permit
12662262,grounds for refusal,2015-01-22 08:02:28,560872,,grounds for refusal
12662262,send confirmation receipt_signed1,2015-01-22 08:02:28,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12662262,phase advice known,2015-01-22 08:02:29,560872,,phase advice known
12662262,phase application receptive,2015-01-22 08:02:30,560872,,phase application receptive
12662262,send confirmation receipt_signed2,2015-01-22 08:02:30,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
12662262,phase decision ready,2015-01-22 08:02:31,560872,,phase decision ready
12662262,phase decision sent,2015-01-22 08:02:32,560872,,phase decision sent
12662262,send confirmation receipt_signed1,2015-01-22 08:02:32,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12662262,phase decision taken,2015-01-22 08:02:33,560872,,phase decision taken
12662262,procedure change,2015-01-22 08:02:34,560872,,procedure change
12662262,send confirmation receipt_signed2,2015-01-22 08:02:34,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
12662262,procedure change,2015-01-22 08:02:35,560872,,procedure change
12662262,register objection and appeal periods,2015-01-22 08:02:36,560872,,register objection and appeal periods
12662262,send confirmation receipt_signed1,2015-01-22 08:02:36,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12662262,request complete,2015-01-22 08:02:37,560872,,request complete
12662262,send letter in progress,2015-01-22 08:02:38,560872,,send letter in progress
12662262,send confirmation receipt_signed2,2015-01-22 08:02:38,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
12662262,set decision status,2015-01-22 08:02:39,560872,,set decision status
12662262,submit decision,2015-01-22 08:02:40,560872,,submit decision
12662262,send confirmation receipt_signed2,2015-01-22 08:02:40,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
12662262,suspension ground applicable,2015-01-22 08:02:41,560872,,suspension ground applicable
12662262,transcript decision environmental permit to stakeholders,2015-01-22 08:02:42,560872,,transcript decision environmental permit to stakeholders
12662262,send confirmation receipt_signed1,2015-01-22 08:02:42,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12662262,record date of decision environmental permit,2015-01-27 08:00:46,560872,,record date of decision environmental permit
12662262,send confirmation receipt_signed1,2015-01-27 08:00:46,560872,collateral events(send confirmation receipt),send confirmation receipt_signed1
12662262,set decision phase decision permitting decided,2015-01-27 08:00:47,560872,,set decision phase decision permitting decided
12662262,send confirmation receipt_signed2,2015-01-27 08:00:48,560872,collateral events(send confirmation receipt),send confirmation receipt_signed2
