send confirmation receipt_signed1 -> send confirmation receipt_signed2 (frequency = 1490, performance = 0.37)
start decision phase permanently suspended decided -> keep permanently suspended (frequency = 1, performance = 59731.00)
start decision phase permanently suspended decided -> send confirmation receipt_signed2 (frequency = 1, performance = 0.00)
start decision phase permanently suspended decided -> stop all running subcases 2b (frequency = 1, performance = 1.00)
start decisionphase draft decision - permitting decided -> MER present (frequency = 1, performance = 172779.00)
start decisionphase draft decision - permitting decided -> activities regular procedure (frequency = 1, performance = 259193.00)
start decisionphase draft decision - permitting decided -> generate draft decision environmental permit (frequency = 1, performance = 259200.00)
start decisionphase draft decision - permitting decided -> send confirmation receipt_signed2 (frequency = 1, performance = 0.20)
start decisionphase draft decision - permitting decided -> term to perspective (frequency = 1, performance = 1.00)
start phased application -> ask stakeholders views (frequency = 1, performance = 7174773.00)
start phased application -> enter senddate acknowledgement (frequency = 1, performance = 86350.00)
start phased application -> send confirmation receipt_signed2 (frequency = 1, performance = 0.10)
start phased application -> subcases completeness completed (frequency = 1, performance = 1.00)
stop all running subcases 2b -> phase case handled (frequency = 1, performance = 1.00)
stop all running subcases 2b -> register deadline (frequency = 1, performance = 86367.00)
stop all running subcases 2b -> subcases completeness completed (frequency = 1, performance = 1.00)
stop all running subcases 2b -> submit decision (frequency = 1, performance = 1.00)
stop process after terminate on request -> request complete (frequency = 1, performance = 6.00)
stop suspended completeness subcases -> subcases completeness completed (frequency = 1, performance = 1.00)
stop suspended completeness subcases -> submit decision (frequency = 1, performance = 1.00)
subcase art. 33 WABO completed -> subcases completeness completed (frequency = 1, performance = 1.00)
subcase art. 33 WABO completed -> treat subcase suspension art. 33 WABO (frequency = 1, performance = 1.00)
subcase designation GS completed -> subcase perspective complete (frequency = 1, performance = 1.00)
subcase final VVGB completed -> suspension ground applicable (frequency = 1, performance = 1.00)
subcase perspective complete -> subcases reassessment plan completed (frequency = 1, performance = 1.00)
subcase perspective complete -> transcript decision environmental permit to stakeholders (frequency = 1, performance = 1.00)
subcase perspective complete -> treat subcase perspective (frequency = 1, performance = 1.00)
subcases completed present decision -> send confirmation receipt_signed1 (frequency = 1, performance = 0.10)
subcases completed present decision -> subcases completeness completed (frequency = 1, performance = 1.00)
subcases completeness completed -> MER present in supplement (frequency = 1, performance = 1.00)
subcases completeness completed -> completed subcases content (frequency = 1, performance = 1.00)
subcases completeness completed -> create cover letter permanent suspension (frequency = 1, performance = 604780.00)
subcases completeness completed -> enter date draft decisionenvironmental permit (frequency = 1, performance = 604794.00)
subcases completeness completed -> phase application receptive (frequency = 1, performance = 1.00)
subcases completeness completed -> procedure change (frequency = 1, performance = 1.00)
subcases completeness completed -> send confirmation receipt_signed2 (frequency = 1, performance = 0.30)
subcases completeness completed -> submit draft decision (frequency = 1, performance = 1.00)
subcases completeness completed -> term for submitting updated plan (frequency = 1, performance = 1.00)
subcases reassessment plan completed -> suspension ground applicable (frequency = 1, performance = 1.00)
subcases reassessment plan completed -> treat subcases reassessment plan (frequency = 1, performance = 1.00)
submit decision -> cancel BAG objects research (frequency = 1, performance = 4064403.00)
submit decision -> suspend term (frequency = 1, performance = 1.00)
submit decision -> treat subcase suspension art. 33 WABO (frequency = 1, performance = 1.00)
submit decision -> updated plan after review (frequency = 1, performance = 1.00)
submit draft decision -> by law (frequency = 1, performance = 172808.00)
submit draft decision -> create publication document (frequency = 1, performance = 172799.00)
submit draft decision -> initiative competent authority (frequency = 1, performance = 1209575.00)
submit draft decision -> treat subcase perspective (frequency = 1, performance = 1.00)
suspend term -> continuation term to decision (frequency = 1, performance = 1123210.00)
suspend term -> extend procedure term (frequency = 1, performance = 1.00)
suspend term -> send confirmation receipt_signed2 (frequency = 1, performance = 0.40)
suspend term -> treat subcases completeness (frequency = 1, performance = 1.00)
suspension ground applicable -> appeal logded (frequency = 1, performance = 6047994.00)
suspension ground applicable -> create subcases present decision (frequency = 1, performance = 86378.00)
suspension ground applicable -> enter senddate decision procedure term extension (frequency = 1, performance = 2159934.00)
suspension ground applicable -> generate publication document decision environmental permit (frequency = 1, performance = 1036795.00)
