send confirmation receipt -> send confirmation receipt (frequency = 466, performance = 126.65)
start decision phase pemranent suspension sent -> register submission date request (frequency = 1, performance = 0.00)
start decision phase permanent suspension sent -> decision permanent suspension irrevocable (frequency = 1, performance = 3970800.00)
start decision phase permanent suspension sent -> enter senddate decision permanent suspension (frequency = 1, performance = 33895.00)
start decision phase permanent suspension sent -> objection to permanent suspension received (frequency = 1, performance = 570844.00)
start decision phase permanently suspended decided -> create cover letter permanent suspension (frequency = 1, performance = 691179.00)
start decision phase permanently suspended decided -> creating decision permanently suspended (frequency = 1, performance = 86397.00)
start decision phase permanently suspended decided -> keep permanently suspended (frequency = 1, performance = 59731.00)
start decision phase permanently suspended decided -> stop all running subcases 2b (frequency = 1, performance = 1.00)
start decision sphase extension granted -> register submission date request (frequency = 1, performance = 0.00)
start decisionphase draft decision - permitting decided -> MER present (frequency = 1, performance = 172779.00)
start decisionphase draft decision - permitting decided -> activities regular procedure (frequency = 1, performance = 259193.00)
start decisionphase draft decision - permitting decided -> generate draft decision environmental permit (frequency = 1, performance = 259200.00)
start decisionphase draft decision - permitting decided -> suspension ground applicable (frequency = 1, performance = 1.00)
start decismion phase decision permitting sent -> register submission date request (frequency = 1, performance = 0.00)
start decsiion phase decision permitting sent -> register submission date request (frequency = 1, performance = 0.00)
start demcision phase extension granted -> register submission date request (frequency = 1, performance = 0.00)
start phased application -> ask stakeholders views (frequency = 1, performance = 7174773.00)
start phased application -> enter senddate acknowledgement (frequency = 1, performance = 86350.00)
start phased application -> subcases completeness completed (frequency = 1, performance = 1.00)
start phased application -> submit draft decision (frequency = 1, performance = 1.00)
startH decision phase decision permitting sent -> register submission date request (frequency = 1, performance = 0.00)
stop all running subcases 2b -> phase case handled (frequency = 1, performance = 1.00)
stop all running subcases 2b -> register deadline (frequency = 1, performance = 86367.00)
stop all running subcases 2b -> subcases completeness completed (frequency = 1, performance = 1.00)
stop all running subcases 2b -> submit decision (frequency = 1, performance = 1.00)
stop lal running subcases 2b -> register submission date request (frequency = 1, performance = 0.00)
stop process after terminate on request -> request complete (frequency = 1, performance = 6.00)
stop suspended completeness subcases -> subcases completeness completed (frequency = 1, performance = 1.00)
stop suspended completeness subcases -> submit decision (frequency = 1, performance = 1.00)
strt decision phase decision permitting sent -> OLO messaging active (frequency = 1, performance = 0.00)
subcade art. 33 WABO completed -> set decision phase suspension decided (frequency = 1, performance = 0.00)
subcase art. 33 WABO completed -> subcases completeness completed (frequency = 1, performance = 1.00)
subcase art. 33 WABO completed -> transcript decision environmental permit to stakeholders (frequency = 1, performance = 1.00)
subcase designation GS completed -> subcase perspective complete (frequency = 1, performance = 1.00)
subcase final VVGB completed -> suspension ground applicable (frequency = 1, performance = 1.00)
subcase perspective complete -> subcases reassessment plan completed (frequency = 1, performance = 1.00)
subcase perspective complete -> transcript decision environmental permit to stakeholders (frequency = 1, performance = 1.00)
subcase perspective complete -> treat subcase perspective (frequency = 1, performance = 1.00)
subcases completed present decision -> subcases completeness completed (frequency = 1, performance = 1.00)
