send confirmation receipt -> send confirmation receipt (frequency = 474, performance = 124.12)
start decisionphase draft decision - permitting decided -> MER present (frequency = 1, performance = 172779.00)
start decisionphase draft decision - permitting decided -> activities regular procedure (frequency = 1, performance = 259193.00)
start decisionphase draft decision - permitting decided -> generate draft decision environmental permit (frequency = 1, performance = 259200.00)
start decisionphase draft decision - permitting decided -> suspension ground applicable (frequency = 1, performance = 1.00)
start decisionphase draft decision - permitting decided -> term to perspective (frequency = 1, performance = 1.00)
start phased application -> ask stakeholders views (frequency = 1, performance = 7174773.00)
start phased application -> enter senddate acknowledgement (frequency = 1, performance = 86350.00)
start phased application -> subcases completeness completed (frequency = 1, performance = 1.00)
start phased application -> submit draft decision (frequency = 1, performance = 1.00)
stop all running subcases 2b -> phase case handled (frequency = 1, performance = 1.00)
stop all running subcases 2b -> register deadline (frequency = 1, performance = 86367.00)
stop all running subcases 2b -> subcases completeness completed (frequency = 1, performance = 1.00)
stop all running subcases 2b -> submit decision (frequency = 1, performance = 1.00)
stop process after terminate on request -> request complete (frequency = 1, performance = 6.00)
stop suspended completeness subcases -> subcases completeness completed (frequency = 1, performance = 1.00)
stop suspended completeness subcases -> submit decision (frequency = 1, performance = 1.00)
subcase art. 33 WABO completed -> subcases completeness completed (frequency = 1, performance = 1.00)
subcase art. 33 WABO completed -> transcript decision environmental permit to stakeholders (frequency = 1, performance = 1.00)
subcase designation GS completed -> subcase perspective complete (frequency = 1, performance = 1.00)
subcase final VVGB completed -> suspension ground applicable (frequency = 1, performance = 1.00)
subcase perspective complete -> subcases reassessment plan completed (frequency = 1, performance = 1.00)
subcase perspective complete -> transcript decision environmental permit to stakeholders (frequency = 1, performance = 1.00)
subcase perspective complete -> treat subcase perspective (frequency = 1, performance = 1.00)
subcases completed present decision -> subcases completeness completed (frequency = 1, performance = 1.00)
subcases completeness completed -> MER present in supplement (frequency = 1, performance = 1.00)
subcases completeness completed -> completed subcases content (frequency = 1, performance = 1.00)
subcases completeness completed -> create cover letter permanent suspension (frequency = 1, performance = 604780.00)
subcases completeness completed -> enter date draft decisionenvironmental permit (frequency = 1, performance = 604794.00)
subcases completeness completed -> phase application receptive (frequency = 1, performance = 1.00)
subcases completeness completed -> procedure change (frequency = 1, performance = 1.00)
subcases completeness completed -> request complete_32IHWsM_20120424 161345000000 (frequency = 1, performance = 26.00)
subcases completeness completed -> request complete_96VLfmM_20120203 004742000000 (frequency = 1, performance = 2.00)
subcases completeness completed -> term for submitting updated plan (frequency = 1, performance = 1.00)
subcases reassessment plan completed -> suspension ground applicable (frequency = 1, performance = 1.00)
subcases reassessment plan completed -> treat subcases reassessment plan (frequency = 1, performance = 1.00)
submit decision -> cancel BAG objects research (frequency = 1, performance = 4064403.00)
submit decision -> continuation term to decision (frequency = 1, performance = 86392.00)
submit decision -> treat subcase suspension art. 33 WABO (frequency = 1, performance = 1.00)
submit decision -> updated plan after review (frequency = 1, performance = 1.00)
submit draft decision -> by law (frequency = 1, performance = 172808.00)
submit draft decision -> create publication document (frequency = 1, performance = 172799.00)
submit draft decision -> initiative competent authority (frequency = 1, performance = 1209575.00)
submit draft decision -> term 14 or 26 weeks (frequency = 1, performance = 1.00)
submit draft decision -> term to perspective (frequency = 1, performance = 1.00)
submit draft decision -> treat subcase perspective (frequency = 1, performance = 1.00)
suspend term -> continuation term to decision (frequency = 1, performance = 1123210.00)
suspend term -> enter senddate decision (frequency = 1, performance = 3628789.00)
suspend term -> extend procedure term (frequency = 1, performance = 1.00)
suspend term -> treat subcases completeness (frequency = 1, performance = 1.00)
suspension ground applicable -> appeal logded (frequency = 1, performance = 6047994.00)
suspension ground applicable -> create subcases present decision (frequency = 1, performance = 86378.00)
suspension ground applicable -> enter date publication decision environmental permit (frequency = 1, performance = 518352.00)
suspension ground applicable -> enter senddate decision procedure term extension (frequency = 1, performance = 2159934.00)
suspension ground applicable -> generate publication document decision environmental permit (frequency = 1, performance = 1036795.00)
suspension ground applicable -> phase decision ready (frequency = 1, performance = 431972.00)
suspension ground applicable -> phase decision taken (frequency = 1, performance = 48.00)
suspension ground applicable -> register number of days extension period (frequency = 1, performance = 1630691.00)
suspension ground applicable -> register submission date request (frequency = 1, performance = 10796391.00)
suspension ground applicable -> set decision phase decision permitting decided (frequency = 1, performance = 86389.00)
suspension ground applicable -> start decision phase decision permitting sent (frequency = 1, performance = 204663.00)
suspension ground applicable -> submit decision (frequency = 1, performance = 948152.00)
suspension ground applicable -> term 14 or 26 weeks (frequency = 1, performance = 1.00)
suspension ground applicable -> term for submitting updated plan (frequency = 1, performance = 1.00)
suspension ground applicable -> treat subcase final VVGB (frequency = 1, performance = 1.00)
term 14 or 26 weeks -> WAW permit aspect (frequency = 1, performance = 1.00)
term 14 or 26 weeks -> request complete (frequency = 1, performance = 4402781.00)
