Case,Timestamp,Activity,Activity_fixed,Resource,label
497,2024-05-29 21:04:35.826,EVENT 8 END,EVENT 8 END,,
4970,2024-12-09 20:30:00.000,Take order,Take order,Waiter-000004,
4970,2024-12-09 20:30:00.000,start,start,,
4970,2024-12-09 20:30:22.128,Review order,Review order,Waiter-000005,
4970,2024-12-09 20:32:30.898,Prepare starter,Prepare starter,Cook helper-000001,
4970,2024-12-09 20:32:30.898,prepare drinks,prepare drinks,Barman-000003,
4970,2024-12-09 20:44:03.162,Bring drinks,Bring drinks,Barman-000002,
4970,2024-12-09 20:48:21.127,Review drinks,Review drinks,Waiter-000002,
4970,2024-12-19 19:02:35.709,Prepare main course,Prepare main course,Cook-000003,
4970,2024-12-25 19:19:34.646,Signal food complete,Signal food complete,Cook-000002,
4970,2024-12-25 20:12:09.111,Bring food,Bring food,Cook helper-000001,
4970,2024-12-25 20:12:09.367,Deliver to customer,Deliver to customer,Waiter-000001,
4970,2024-12-25 20:12:58.550,EVENT 8 END,EVENT 8 END,,
4971,2024-12-09 20:45:00.000,Take order,Take order,Waiter-000003,
4971,2024-12-09 20:45:00.000,start,start,,
4971,2024-12-09 20:48:51.566,Review order,Review order,Waiter-000004,
4971,2024-12-09 20:49:08.757,Prepare starter,Prepare starter,Cook helper-000002,
4971,2024-12-09 20:49:08.757,prepare drinks,prepare drinks,Barman-000001,
4971,2024-12-09 20:49:45.482,Bring drinks,Bring drinks,Barman-000003,
4971,2024-12-09 20:50:40.577,Review drinks,Review drinks,Waiter-000005,
4971,2024-12-09 20:51:20.234,prepare drinks,prepare drinks,Barman-000002,
4971,2024-12-09 21:12:07.615,Bring drinks,Bring drinks,Barman-000001,
4971,2024-12-09 21:16:44.452,Review drinks,Review drinks,Waiter-000004,
4971,2024-12-09 21:17:29.858,prepare drinks,prepare drinks,Barman-000003,
4971,2024-12-09 21:42:41.504,Bring drinks,Bring drinks,Barman-000002,
4971,2024-12-09 21:48:30.783,Review drinks,Review drinks,Waiter-000005,
4971,2024-12-19 19:22:21.678,Prepare main course,Prepare main course,Cook-000002,
4971,2024-12-25 19:08:20.752,Signal food complete,Signal food complete,Cook-000002,
4971,2024-12-25 19:19:34.646,Bring food,Bring food,Cook helper-000003,
4971,2024-12-25 19:22:16.859,Deliver to customer,Deliver to customer,Waiter-000004,
4971,2024-12-25 19:23:05.086,EVENT 8 END,EVENT 8 END,,
4972,2024-12-09 21:00:00.000,Take order,Take order,Waiter-000002,
4972,2024-12-09 21:00:00.000,start,start,,
4972,2024-12-09 21:03:45.908,Review order,Review order,Waiter-000004,
4972,2024-12-09 21:03:55.345,prepare drinks,prepare drinks,Barman-000001,
4972,2024-12-09 21:04:22.069,Bring drinks,Bring drinks,Barman-000003,
4972,2024-12-09 21:08:44.901,Review drinks,Review drinks,Waiter-000001,
4972,2024-12-19 19:28:26.689,Prepare main course,Prepare main course,Cook-000001,
4972,2024-12-25 19:09:29.439,Signal food complete,Signal food complete,Cook-000001,
4972,2024-12-25 19:36:28.810,Bring food,Bring food,Cook helper-000002,
4972,2024-12-25 19:43:38.787,Deliver to customer,Deliver to customer,Waiter-000003,
4972,2024-12-25 19:48:01.932,EVENT 8 END,EVENT 8 END,,
4973,2024-12-09 21:15:00.000,Take order,Take order,Waiter-000002,
4973,2024-12-09 21:15:00.000,start,start,,
4973,2024-12-09 21:21:12.896,Review order,Review order,Waiter-000005,
4973,2024-12-09 21:21:27.392,prepare drinks,prepare drinks,Barman-000002,
4973,2024-12-09 21:23:21.561,Bring drinks,Bring drinks,Barman-000001,
4973,2024-12-09 21:33:39.472,Review drinks,Review drinks,Waiter-000002,
4973,2024-12-19 19:34:33.231,Prepare main course,Prepare main course,Cook-000003,
4973,2024-12-25 19:36:28.810,Signal food complete,Signal food complete,Cook-000001,
4973,2024-12-25 19:40:13.285,Bring food,Bring food,Cook helper-000001,
4973,2024-12-25 19:43:37.806,Deliver to customer,Deliver to customer,Waiter-000002,
4973,2024-12-25 19:45:18.831,EVENT 8 END,EVENT 8 END,,
4974,2024-12-09 21:30:00.000,Take order,Take order,Waiter-000003,
4974,2024-12-09 21:30:00.000,start,start,,
4974,2024-12-09 21:31:26.312,Review order,Review order,Waiter-000001,
4974,2024-12-09 21:31:44.338,prepare drinks,prepare drinks,Barman-000002,
4974,2024-12-09 21:34:56.464,Bring drinks,Bring drinks,Barman-000001,
4974,2024-12-09 21:41:50.879,Review drinks,Review drinks,Waiter-000005,
4974,2024-12-09 21:43:22.104,prepare drinks,prepare drinks,Barman-000001,
4974,2024-12-09 21:47:28.317,Bring drinks,Bring drinks,Barman-000001,
4974,2024-12-09 21:47:36.193,Review drinks,Review drinks,Waiter-000004,
4974,2024-12-19 20:04:03.745,Prepare main course,Prepare main course,Cook-000003,
4974,2024-12-25 19:40:13.285,Signal food complete,Signal food complete,Cook-000001,
4974,2024-12-25 19:45:37.949,Bring food,Bring food,Cook helper-000002,
4974,2024-12-25 19:45:54.560,Deliver to customer,Deliver to customer,Waiter-000001,
4974,2024-12-25 19:46:00.470,EVENT 8 END,EVENT 8 END,,
4975,2024-12-09 21:45:00.000,Take order,Take order,Waiter-000003,
4975,2024-12-09 21:45:00.000,start,start,,
4975,2024-12-09 21:45:54.526,Review order,Review order,Waiter-000001,
4975,2024-12-09 21:46:37.302,Prepare starter,Prepare starter,Cook helper-000001,
4975,2024-12-09 21:46:37.302,prepare drinks,prepare drinks,Barman-000003,
4975,2024-12-09 21:46:59.762,Bring drinks,Bring drinks,Barman-000003,
4975,2024-12-09 21:47:59.086,Review drinks,Review drinks,Waiter-000002,
4975,2024-12-19 20:05:16.820,Signal food complete,Signal food complete,Cook-000002,
4975,2024-12-19 20:07:36.713,Bring food,Bring food,Cook helper-000003,
4975,2024-12-19 20:09:04.349,Deliver to customer,Deliver to customer,Waiter-000001,
4975,2024-12-19 20:09:26.218,EVENT 8 END,EVENT 8 END,,
4977,2024-12-09 22:15:00.000,Take order,Take order,Waiter-000005,
4977,2024-12-09 22:15:00.000,start,start,,
4977,2024-12-09 22:16:49.795,Review order,Review order,Waiter-000002,
4977,2024-12-09 22:19:10.511,Prepare starter,Prepare starter,Cook helper-000001,
4977,2024-12-09 22:19:10.511,prepare drinks,prepare drinks,Barman-000002,
4977,2024-12-09 22:20:44.410,Bring drinks,Bring drinks,Barman-000001,
4977,2024-12-09 22:21:37.304,Review drinks,Review drinks,Waiter-000005,
4977,2024-12-19 20:21:36.449,Prepare main course,Prepare main course,Cook-000001,
4977,2024-12-25 19:44:12.305,Signal food complete,Signal food complete,Cook-000003,
4977,2024-12-25 20:56:56.123,Bring food,Bring food,Cook helper-000003,
4977,2024-12-25 21:07:48.545,Deliver to customer,Deliver to customer,Waiter-000003,
4977,2024-12-25 21:09:48.255,EVENT 8 END,EVENT 8 END,,
4979,2024-12-09 22:45:00.000,Take order,Take order,Waiter-000005,
4979,2024-12-09 22:45:00.000,start,start,,
4979,2024-12-09 22:46:42.416,Review order,Review order,Waiter-000004,
4979,2024-12-09 22:47:13.396,prepare drinks,prepare drinks,Barman-000001,
4979,2024-12-09 22:50:56.102,Bring drinks,Bring drinks,Barman-000003,
4979,2024-12-09 22:58:38.761,Review drinks,Review drinks,Waiter-000004,
4979,2024-12-09 23:00:51.163,prepare drinks,prepare drinks,Barman-000002,
4979,2024-12-09 23:06:13.716,Bring drinks,Bring drinks,Barman-000003,
4979,2024-12-09 23:08:55.599,Review drinks,Review drinks,Waiter-000005,
4979,2024-12-19 20:54:54.118,Prepare main course,Prepare main course,Cook-000003,
4979,2024-12-25 19:45:37.949,Signal food complete,Signal food complete,Cook-000001,
4979,2024-12-25 20:02:22.019,Bring food,Bring food,Cook helper-000002,
4979,2024-12-25 20:04:24.648,Deliver to customer,Deliver to customer,Waiter-000002,
4979,2024-12-25 20:05:04.963,EVENT 8 END,EVENT 8 END,,
4981,2024-12-09 23:15:00.000,Take order,Take order,Waiter-000003,
4981,2024-12-09 23:15:00.000,start,start,,
4981,2024-12-09 23:16:58.150,Review order,Review order,Waiter-000002,
4981,2024-12-09 23:18:09.761,prepare drinks,prepare drinks,Barman-000003,
4981,2024-12-09 23:18:19.019,Bring drinks,Bring drinks,Barman-000001,
4981,2024-12-09 23:19:41.444,Review drinks,Review drinks,Waiter-000005,
4981,2024-12-19 21:17:27.910,Prepare main course,Prepare main course,Cook-000003,
4981,2024-12-25 20:12:09.111,Signal food complete,Signal food complete,Cook-000002,
4981,2024-12-25 20:59:06.222,Bring food,Bring food,Cook helper-000001,
4981,2024-12-25 21:03:28.125,Deliver to customer,Deliver to customer,Waiter-000004,
4981,2024-12-25 21:03:31.859,EVENT 8 END,EVENT 8 END,,
4982,2024-12-09 23:30:00.000,Take order,Take order,Waiter-000004,
4982,2024-12-09 23:30:00.000,start,start,,
4982,2024-12-09 23:31:10.601,Review order,Review order,Waiter-000003,
4982,2024-12-09 23:33:45.009,prepare drinks,prepare drinks,Barman-000002,
4982,2024-12-09 23:47:46.764,Bring drinks,Bring drinks,Barman-000003,
4982,2024-12-10 00:00:32.276,Review drinks,Review drinks,Waiter-000001,
4982,2024-12-19 21:28:37.062,Prepare main course,Prepare main course,Cook-000002,
4982,2024-12-25 20:58:52.648,Signal food complete,Signal food complete,Cook-000003,
4982,2024-12-25 21:03:28.125,Bring food,Bring food,Cook helper-000001,
4982,2024-12-25 21:05:27.627,Deliver to customer,Deliver to customer,Waiter-000002,
4982,2024-12-25 21:08:48.092,EVENT 8 END,EVENT 8 END,,
4984,2024-12-10 00:00:00.000,Take order,Take order,Waiter-000002,
4984,2024-12-10 00:00:00.000,start,start,,
4984,2024-12-10 00:00:32.658,Review order,Review order,Waiter-000005,
4984,2024-12-10 00:00:44.609,prepare drinks,prepare drinks,Barman-000002,
4984,2024-12-10 00:02:53.164,Bring drinks,Bring drinks,Barman-000001,
4984,2024-12-10 00:11:02.604,Review drinks,Review drinks,Waiter-000004,
4984,2024-12-10 00:13:05.603,prepare drinks,prepare drinks,Barman-000003,
4984,2024-12-10 00:13:09.221,Bring drinks,Bring drinks,Barman-000002,
4984,2024-12-10 00:15:38.032,Review drinks,Review drinks,Waiter-000001,
4984,2024-12-10 00:18:06.017,prepare drinks,prepare drinks,Barman-000003,
4984,2024-12-10 00:20:51.150,Bring drinks,Bring drinks,Barman-000002,
4984,2024-12-10 00:21:26.882,Review drinks,Review drinks,Waiter-000004,
4984,2024-12-19 22:42:45.553,Prepare main course,Prepare main course,Cook-000002,
4984,2024-12-25 21:01:22.135,Signal food complete,Signal food complete,Cook-000001,
4984,2024-12-25 21:12:32.240,Bring food,Bring food,Cook helper-000001,
4984,2024-12-25 21:22:25.254,Deliver to customer,Deliver to customer,Waiter-000004,
4984,2024-12-25 21:22:56.132,EVENT 8 END,EVENT 8 END,,
4985,2024-12-10 00:15:00.000,Take order,Take order,Waiter-000003,
4985,2024-12-10 00:15:00.000,start,start,,
4985,2024-12-10 00:15:31.803,Review order,Review order,Waiter-000005,
4985,2024-12-10 00:16:28.443,prepare drinks,prepare drinks,Barman-000001,
4985,2024-12-10 00:41:36.982,Bring drinks,Bring drinks,Barman-000002,
4985,2024-12-10 00:48:41.170,Review drinks,Review drinks,Waiter-000002,
4985,2024-12-10 00:48:44.785,prepare drinks,prepare drinks,Barman-000003,
4985,2024-12-10 00:52:18.512,Bring drinks,Bring drinks,Barman-000001,
4985,2024-12-10 00:57:33.304,Review drinks,Review drinks,Waiter-000003,
4985,2024-12-19 22:46:28.983,Prepare main course,Prepare main course,Cook-000003,
4985,2024-12-25 20:59:06.222,Signal food complete,Signal food complete,Cook-000002,
4985,2024-12-25 21:05:20.636,Bring food,Bring food,Cook helper-000002,
4985,2024-12-25 21:07:16.245,Deliver to customer,Deliver to customer,Waiter-000001,
4985,2024-12-25 21:09:33.879,EVENT 8 END,EVENT 8 END,,
4986,2024-12-10 00:30:00.000,Take order,Take order,Waiter-000003,
4986,2024-12-10 00:30:00.000,start,start,,
4986,2024-12-10 00:32:59.082,Review order,Review order,Waiter-000005,
4986,2024-12-10 00:34:16.973,prepare drinks,prepare drinks,Barman-000003,
4986,2024-12-10 00:46:10.534,Bring drinks,Bring drinks,Barman-000001,
4986,2024-12-10 00:46:50.807,Review drinks,Review drinks,Waiter-000003,
4986,2024-12-19 22:53:17.148,Prepare main course,Prepare main course,Cook-000001,
4986,2024-12-25 21:03:11.711,Signal food complete,Signal food complete,Cook-000003,
4986,2024-12-25 21:15:30.427,Bring food,Bring food,Cook helper-000002,
4986,2024-12-25 21:25:03.793,Deliver to customer,Deliver to customer,Waiter-000005,
4986,2024-12-25 21:25:55.514,EVENT 8 END,EVENT 8 END,,
4988,2024-12-10 01:00:00.000,Take order,Take order,Waiter-000002,
4988,2024-12-10 01:00:00.000,start,start,,
4988,2024-12-10 01:09:09.338,Review order,Review order,Waiter-000001,
4988,2024-12-10 01:12:42.332,prepare drinks,prepare drinks,Barman-000001,
4988,2024-12-10 01:23:40.297,Bring drinks,Bring drinks,Barman-000003,
4988,2024-12-10 01:23:47.264,Review drinks,Review drinks,Waiter-000005,
4988,2024-12-19 23:08:23.649,Prepare main course,Prepare main course,Cook-000001,
4988,2024-12-25 21:12:32.240,Signal food complete,Signal food complete,Cook-000001,
4988,2024-12-25 21:30:48.905,Bring food,Bring food,Cook helper-000001,
4988,2024-12-25 21:43:15.112,Deliver to customer,Deliver to customer,Waiter-000003,
4988,2024-12-25 21:45:53.416,EVENT 8 END,EVENT 8 END,,
4989,2024-12-10 01:15:00.000,Take order,Take order,Waiter-000003,
4989,2024-12-10 01:15:00.000,start,start,,
4989,2024-12-10 01:17:54.807,Review order,Review order,Waiter-000004,
4989,2024-12-10 01:18:24.634,Prepare starter,Prepare starter,Cook helper-000003,
4989,2024-12-10 01:18:24.634,prepare drinks,prepare drinks,Barman-000003,
4989,2024-12-10 01:20:54.720,Bring drinks,Bring drinks,Barman-000002,
4989,2024-12-10 01:42:51.807,Review drinks,Review drinks,Waiter-000004,
4989,2024-12-10 01:44:26.030,prepare drinks,prepare drinks,Barman-000001,
4989,2024-12-10 01:54:03.173,Bring drinks,Bring drinks,Barman-000002,
4989,2024-12-10 18:07:38.900,Review drinks,Review drinks,Waiter-000001,
4989,2024-12-19 23:09:02.080,Signal food complete,Signal food complete,Cook-000003,
4989,2024-12-19 23:24:05.917,Bring food,Bring food,Cook helper-000003,
4989,2024-12-19 23:29:30.268,Deliver to customer,Deliver to customer,Waiter-000002,
4989,2024-12-19 23:29:37.445,EVENT 8 END,EVENT 8 END,,
499,2024-05-27 22:45:00.000,Take order,Take order,Waiter-000001,
499,2024-05-27 22:45:00.000,start,start,,
499,2024-05-27 22:46:06.063,Review order,Review order,Waiter-000003,
499,2024-05-27 22:46:57.429,prepare drinks,prepare drinks,Barman-000001,
499,2024-05-27 22:48:51.339,Bring drinks,Bring drinks,Barman-000002,
499,2024-05-27 22:49:54.407,Review drinks,Review drinks,Waiter-000002,
499,2024-05-28 21:27:53.115,Prepare main course,Prepare main course,Cook-000002,
499,2024-05-29 21:59:47.522,Signal food complete,Signal food complete,Cook-000003,
499,2024-05-29 23:32:31.120,Bring food,Bring food,Cook helper-000001,
499,2024-05-29 23:34:33.421,Deliver to customer,Deliver to customer,Waiter-000003,
499,2024-05-29 23:38:19.096,EVENT 8 END,EVENT 8 END,,
4991,2024-12-10 01:45:00.000,Take order,Take order,Waiter-000005,
4991,2024-12-10 01:45:00.000,start,start,,
4991,2024-12-10 01:49:53.359,Review order,Review order,Waiter-000001,
4991,2024-12-10 01:51:26.501,Prepare starter,Prepare starter,Cook helper-000002,
4991,2024-12-10 01:51:26.501,prepare drinks,prepare drinks,Barman-000002,
4991,2024-12-10 01:51:46.196,Bring drinks,Bring drinks,Barman-000003,
4991,2024-12-10 01:52:59.895,Review drinks,Review drinks,Waiter-000003,
4991,2024-12-20 00:02:45.891,Prepare main course,Prepare main course,Cook-000002,
4991,2024-12-25 21:15:30.427,Signal food complete,Signal food complete,Cook-000003,
4991,2024-12-25 21:29:49.190,Bring food,Bring food,Cook helper-000003,
4991,2024-12-25 21:32:03.725,Deliver to customer,Deliver to customer,Waiter-000002,
4991,2024-12-25 21:37:45.635,EVENT 8 END,EVENT 8 END,,
4992,2024-12-10 02:00:00.000,start,start,,
4992,2024-12-10 18:00:00.000,Take order,Take order,Waiter-000004,
4992,2024-12-10 18:01:51.303,Review order,Review order,Waiter-000002,
4992,2024-12-10 18:03:50.376,prepare drinks,prepare drinks,Barman-000003,
4992,2024-12-10 18:04:11.783,Bring drinks,Bring drinks,Barman-000001,
4992,2024-12-10 18:05:30.054,Review drinks,Review drinks,Waiter-000005,
4992,2024-12-20 00:12:22.426,Prepare main course,Prepare main course,Cook-000001,
4992,2024-12-25 21:30:48.905,Signal food complete,Signal food complete,Cook-000001,
4992,2024-12-25 22:24:04.675,Bring food,Bring food,Cook helper-000002,
4992,2024-12-25 22:29:34.712,Deliver to customer,Deliver to customer,Waiter-000005,
4992,2024-12-25 22:30:58.798,EVENT 8 END,EVENT 8 END,,
4994,2024-12-10 18:30:00.000,Take order,Take order,Waiter-000005,
4994,2024-12-10 18:30:00.000,start,start,,
4994,2024-12-10 18:30:30.677,Review order,Review order,Waiter-000001,
4994,2024-12-10 18:31:10.512,Prepare starter,Prepare starter,Cook helper-000002,
4994,2024-12-10 18:31:10.512,prepare drinks,prepare drinks,Barman-000002,
4994,2024-12-10 18:34:01.710,Bring drinks,Bring drinks,Barman-000003,
4994,2024-12-10 18:34:49.213,Review drinks,Review drinks,Waiter-000004,
4994,2024-12-20 00:23:34.634,Prepare main course,Prepare main course,Cook-000001,
4994,2024-12-25 21:37:31.357,Signal food complete,Signal food complete,Cook-000003,
4994,2024-12-25 21:54:02.519,Bring food,Bring food,Cook helper-000002,
4994,2024-12-25 21:55:03.906,Deliver to customer,Deliver to customer,Waiter-000002,
4994,2024-12-25 21:56:56.525,EVENT 8 END,EVENT 8 END,,
4996,2024-12-10 19:00:00.000,Take order,Take order,Waiter-000003,
4996,2024-12-10 19:00:00.000,start,start,,
4996,2024-12-10 19:06:16.820,Review order,Review order,Waiter-000004,
4996,2024-12-10 19:08:01.563,prepare drinks,prepare drinks,Barman-000001,
4996,2024-12-10 19:08:38.255,Bring drinks,Bring drinks,Barman-000002,
4996,2024-12-10 19:11:55.275,Review drinks,Review drinks,Waiter-000001,
4996,2024-12-20 00:35:02.395,Prepare main course,Prepare main course,Cook-000003,
4996,2024-12-25 21:54:02.519,Signal food complete,Signal food complete,Cook-000003,
4996,2024-12-25 23:28:15.553,Bring food,Bring food,Cook helper-000003,
4996,2024-12-25 23:29:23.794,Deliver to customer,Deliver to customer,Waiter-000002,
4996,2024-12-25 23:35:49.236,EVENT 8 END,EVENT 8 END,,
4998,2024-12-10 19:30:00.000,Take order,Take order,Waiter-000004,
4998,2024-12-10 19:30:00.000,start,start,,
4998,2024-12-10 19:30:13.330,Review order,Review order,Waiter-000005,
4998,2024-12-10 19:30:43.046,Prepare starter,Prepare starter,Cook helper-000002,
4998,2024-12-10 19:30:43.046,prepare drinks,prepare drinks,Barman-000002,
4998,2024-12-10 19:38:40.518,Bring drinks,Bring drinks,Barman-000003,
4998,2024-12-10 19:58:31.998,Review drinks,Review drinks,Waiter-000005,
4998,2024-12-10 19:59:54.764,prepare drinks,prepare drinks,Barman-000002,
4998,2024-12-10 20:08:35.010,Bring drinks,Bring drinks,Barman-000001,
4998,2024-12-10 20:09:51.900,Review drinks,Review drinks,Waiter-000003,
4998,2024-12-10 20:10:19.249,prepare drinks,prepare drinks,Barman-000003,
4998,2024-12-10 20:11:48.291,Bring drinks,Bring drinks,Barman-000002,
4998,2024-12-10 20:11:50.813,Review drinks,Review drinks,Waiter-000005,
4998,2024-12-10 20:12:51.155,prepare drinks,prepare drinks,Barman-000001,
4998,2024-12-10 20:13:27.879,Bring drinks,Bring drinks,Barman-000003,
4998,2024-12-10 20:14:35.601,Review drinks,Review drinks,Waiter-000001,
4998,2024-12-20 01:11:27.683,Signal food complete,Signal food complete,Cook-000001,
4998,2024-12-20 01:19:11.142,Bring food,Bring food,Cook helper-000001,
4998,2024-12-20 01:23:32.749,Deliver to customer,Deliver to customer,Waiter-000004,
