Case,Timestamp,Activity,Resource,label
4602,2024-11-22 00:32:19,prepare drinks,Barman-000003,
4602,2024-11-22 00:44:39,Bring drinks,Barman-000002,
4602,2024-11-22 00:45:08,Review drinks,Waiter-000004,
4602,2024-12-02 22:29:16,Prepare main course,Cook-000002,
4602,2024-12-11 21:26:18,Signal food complete,Cook-000002,
4602,2024-12-11 22:10:26,Bring food,Cook helper-000003,
4602,2024-12-11 22:12:44,Deliver to customer,Waiter-000005,
4602,2024-12-11 22:13:38,EVENT 8 END,,
4603,2024-11-22 00:45:00,Take order,Waiter-000003,
4603,2024-11-22 00:45:00,start,,
4603,2024-11-22 00:45:11,Review order,Waiter-000005,
4603,2024-11-22 00:45:38,prepare drinks,Barman-000001,
4603,2024-11-22 00:48:16,Bring drinks,Barman-000003,
4603,2024-11-22 00:48:54,Review drinks,Waiter-000002,
4603,2024-12-02 22:41:25,Prepare main course,Cook-000002,
4603,2024-12-11 22:10:26,Signal food complete,Cook-000002,
4603,2024-12-11 22:23:53,Bring food,Cook helper-000002,
4603,2024-12-11 22:27:05,Deliver to customer,Waiter-000001,
4603,2024-12-11 22:28:09,EVENT 8 END,,
4604,2024-11-22 01:00:00,Take order,Waiter-000005,
4604,2024-11-22 01:00:00,start,,
4604,2024-11-22 01:02:05,Review order,Waiter-000004,
4604,2024-11-22 01:06:08,prepare drinks,Barman-000002,
4604,2024-11-22 01:15:47,Bring drinks,Barman-000001,
4604,2024-11-22 01:15:48,Review drinks,Waiter-000003,
4604,2024-11-22 01:15:50,prepare drinks,Barman-000003,
4604,2024-11-22 01:19:38,Bring drinks,Barman-000001,
4604,2024-11-22 01:34:13,Review drinks,Waiter-000002,
4604,2024-11-22 01:34:18,prepare drinks,Barman-000001,
4604,2024-11-22 01:35:01,Bring drinks,Barman-000001,
4604,2024-11-22 01:36:52,Review drinks,Waiter-000003,
4604,2024-12-02 22:50:27,Prepare main course,Cook-000001,
4604,2024-12-12 00:04:48,Signal food complete,Cook-000001,
4604,2024-12-12 00:38:44,Bring food,Cook helper-000003,
4604,2024-12-12 00:40:16,Deliver to customer,Waiter-000002,
4604,2024-12-12 00:40:53,EVENT 8 END,,
4605,2024-11-22 01:15:00,Take order,Waiter-000001,
4605,2024-11-22 01:15:00,start,,
4605,2024-11-22 01:15:18,Review order,Waiter-000005,
4605,2024-11-22 01:16:37,prepare drinks,Barman-000002,
4605,2024-11-22 01:16:50,Prepare starter,Cook helper-000001,
4605,2024-11-22 01:23:50,Bring drinks,Barman-000003,
4605,2024-11-22 01:35:08,Review drinks,Waiter-000001,
4605,2024-12-02 23:55:09,Prepare main course,Cook-000003,
4605,2024-12-12 00:33:22,Signal food complete,Cook-000003,
4605,2024-12-12 19:10:38,Bring food,Cook helper-000003,
4605,2024-12-12 19:15:07,Deliver to customer,Waiter-000005,
4605,2024-12-12 19:19:40,EVENT 8 END,,
4606,2024-11-22 01:30:00,Take order,Waiter-000003,
4606,2024-11-22 01:30:00,start,,
4606,2024-11-22 01:30:44,Review order,Waiter-000005,
4606,2024-11-22 01:31:51,Prepare starter,Cook helper-000001,
4606,2024-11-22 01:31:51,prepare drinks,Barman-000002,
4606,2024-11-22 01:35:28,Bring drinks,Barman-000003,
4606,2024-11-22 01:56:19,Review drinks,Waiter-000003,
4606,2024-12-03 00:06:36,Signal food complete,Cook-000001,
4606,2024-12-03 00:08:53,Bring food,Cook helper-000003,
4606,2024-12-03 00:22:00,Deliver to customer,Waiter-000002,
4606,2024-12-03 00:23:30,EVENT 8 END,,
4607,2024-11-22 01:45:00,Take order,Waiter-000005,
4607,2024-11-22 01:45:00,start,,
4607,2024-11-22 01:45:09,Review order,Waiter-000002,
4607,2024-11-22 01:46:45,prepare drinks,Barman-000002,
4607,2024-11-22 01:50:06,Bring drinks,Barman-000001,
4607,2024-11-22 18:11:09,Review drinks,Waiter-000001,
4607,2024-12-03 00:08:53,Prepare main course,Cook-000001,
4607,2024-12-12 00:51:07,Signal food complete,Cook-000002,
4607,2024-12-12 01:18:52,Bring food,Cook helper-000003,
4607,2024-12-12 01:26:34,Deliver to customer,Waiter-000004,
4607,2024-12-12 01:27:37,EVENT 8 END,,
4608,2024-11-22 02:00:00,start,,
4608,2024-11-22 18:00:00,Take order,Waiter-000002,
4608,2024-11-22 18:01:52,Review order,Waiter-000003,
4608,2024-11-22 18:02:00,prepare drinks,Barman-000002,
4608,2024-11-22 18:06:18,Bring drinks,Barman-000003,
4608,2024-11-22 18:14:56,Review drinks,Waiter-000005,
4608,2024-11-22 18:15:06,prepare drinks,Barman-000002,
4608,2024-11-22 18:26:57,Bring drinks,Barman-000003,
4608,2024-11-22 18:35:35,Review drinks,Waiter-000002,
4608,2024-11-22 18:36:50,prepare drinks,Barman-000003,
4608,2024-11-22 18:44:37,Bring drinks,Barman-000002,
4608,2024-11-22 18:54:30,Review drinks,Waiter-000003,
4608,2024-12-03 00:30:02,Prepare main course,Cook-000003,
4608,2024-12-12 00:48:38,Signal food complete,Cook-000001,
4608,2024-12-12 00:50:21,Bring food,Cook helper-000001,
4608,2024-12-12 00:53:32,Deliver to customer,Waiter-000001,
4608,2024-12-12 00:57:40,EVENT 8 END,,
4609,2024-11-22 18:15:00,Take order,Waiter-000002,
4609,2024-11-22 18:15:00,start,,
4609,2024-11-22 18:17:07,Review order,Waiter-000003,
4609,2024-11-22 18:17:40,prepare drinks,Barman-000001,
4609,2024-11-22 18:28:46,Bring drinks,Barman-000002,
4609,2024-11-22 18:42:44,Review drinks,Waiter-000004,
4609,2024-12-03 00:41:28,Prepare main course,Cook-000003,
4609,2024-12-12 18:33:42,Signal food complete,Cook-000002,
4609,2024-12-12 19:05:21,Bring food,Cook helper-000001,
4609,2024-12-12 19:12:06,Deliver to customer,Waiter-000004,
4609,2024-12-12 19:12:41,EVENT 8 END,,
4610,2024-11-22 18:30:00,Take order,Waiter-000004,
4610,2024-11-22 18:30:00,start,,
4610,2024-11-22 18:30:17,Review order,Waiter-000001,
4610,2024-11-22 18:31:21,Prepare starter,Cook helper-000001,
4610,2024-11-22 18:31:21,prepare drinks,Barman-000001,
4610,2024-11-22 18:37:37,Bring drinks,Barman-000001,
4610,2024-11-22 18:54:18,Review drinks,Waiter-000002,
4610,2024-11-22 18:57:03,prepare drinks,Barman-000002,
4610,2024-11-22 19:06:50,Bring drinks,Barman-000002,
4610,2024-11-22 19:10:53,Review drinks,Waiter-000002,
4610,2024-12-03 00:42:18,Prepare main course,Cook-000001,
4610,2024-12-12 19:37:35,Signal food complete,Cook-000002,
4610,2024-12-12 20:17:24,Bring food,Cook helper-000003,
4610,2024-12-12 20:20:54,Deliver to customer,Waiter-000004,
4610,2024-12-12 20:21:58,EVENT 8 END,,
4611,2024-11-22 18:45:00,Take order,Waiter-000001,
4611,2024-11-22 18:45:00,start,,
4611,2024-11-22 18:46:06,Review order,Waiter-000005,
4611,2024-11-22 18:46:33,Prepare starter,Cook helper-000003,
4611,2024-11-22 18:46:33,prepare drinks,Barman-000003,
4611,2024-11-22 18:53:35,Bring drinks,Barman-000003,
4611,2024-11-22 18:56:10,Review drinks,Waiter-000001,
4611,2024-11-22 18:56:16,prepare drinks,Barman-000001,
4611,2024-11-22 18:58:26,Bring drinks,Barman-000003,
4611,2024-11-22 19:15:11,Review drinks,Waiter-000003,
4611,2024-12-03 01:04:26,Prepare main course,Cook-000003,
4611,2024-12-12 19:01:10,Signal food complete,Cook-000001,
4611,2024-12-12 19:08:33,Bring food,Cook helper-000002,
4611,2024-12-12 19:10:56,Deliver to customer,Waiter-000001,
4611,2024-12-12 19:14:44,EVENT 8 END,,
4612,2024-11-22 19:00:00,Take order,Waiter-000005,
4612,2024-11-22 19:00:00,start,,
4612,2024-11-22 19:03:00,Review order,Waiter-000003,
4612,2024-11-22 19:03:20,prepare drinks,Barman-000001,
4612,2024-11-22 19:07:32,Bring drinks,Barman-000001,
4612,2024-11-22 19:13:40,Review drinks,Waiter-000001,
4612,2024-11-22 19:13:40,prepare drinks,Barman-000002,
4612,2024-11-22 19:18:00,Bring drinks,Barman-000001,
4612,2024-11-22 19:23:30,Review drinks,Waiter-000001,
4612,2024-12-03 01:08:32,Prepare main course,Cook-000002,
4612,2024-12-12 19:05:21,Signal food complete,Cook-000002,
4612,2024-12-12 19:37:35,Bring food,Cook helper-000002,
4612,2024-12-12 19:46:23,Deliver to customer,Waiter-000002,
4612,2024-12-12 19:46:58,EVENT 8 END,,
4613,2024-11-22 19:15:00,Take order,Waiter-000005,
4613,2024-11-22 19:15:00,start,,
4613,2024-11-22 19:15:00,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
4613,2024-11-22 19:15:57,Review order,Waiter-000004,
4613,2024-11-22 19:15:58,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
4613,2024-11-22 19:19:01,prepare drinks,Barman-000003,
4613,2024-11-22 19:19:01,Bring drinks_signed1,Barman-000003,collateral events(Bring drinks)
4613,2024-11-22 19:20:09,Bring drinks,Barman-000002,
4613,2024-11-22 19:20:44,Review drinks,Waiter-000002,
4613,2024-11-22 19:20:44,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
4613,2024-12-03 01:22:52,Prepare main course,Cook-000002,
4613,2024-12-03 01:22:53,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
4613,2024-12-12 19:10:38,Signal food complete,Cook-000003,
4613,2024-12-12 19:10:38,Bring drinks_signed1,Cook-000003,collateral events(Bring drinks)
4613,2024-12-12 20:24:38,Bring food,Cook helper-000002,
4613,2024-12-12 20:24:38,Bring drinks_signed1,Cook helper-000002,collateral events(Bring drinks)
4613,2024-12-12 20:26:47,Deliver to customer,Waiter-000001,
4613,2024-12-12 20:26:48,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
4613,2024-12-12 20:27:19,EVENT 8 END,,
4613,2024-12-12 20:27:19,Bring drinks_signed1,,collateral events(Bring drinks)
4614,2024-11-22 19:30:00,Take order,Waiter-000003,
4614,2024-11-22 19:30:00,start,,
4614,2024-11-22 19:30:00,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
4614,2024-11-22 19:31:52,Review order,Waiter-000005,
4614,2024-11-22 19:31:53,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
4614,2024-11-22 19:32:30,prepare drinks,Barman-000003,
4614,2024-11-22 19:32:30,Bring drinks_signed1,Barman-000003,collateral events(Bring drinks)
4614,2024-11-22 19:34:52,Bring drinks,Barman-000002,
4614,2024-11-22 19:42:36,Review drinks,Waiter-000002,
4614,2024-11-22 19:42:36,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
4614,2024-12-03 01:49:46,Prepare main course,Cook-000002,
4614,2024-12-03 01:49:47,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
4614,2024-12-12 20:17:24,Signal food complete,Cook-000002,
4614,2024-12-12 20:17:24,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
4614,2024-12-12 20:54:33,Bring food,Cook helper-000001,
4614,2024-12-12 20:54:33,Bring drinks_signed1,Cook helper-000001,collateral events(Bring drinks)
4614,2024-12-12 20:57:09,Deliver to customer,Waiter-000005,
4614,2024-12-12 20:57:10,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
4614,2024-12-12 20:58:40,EVENT 8 END,,
4614,2024-12-12 20:58:40,Bring drinks_signed1,,collateral events(Bring drinks)
4615,2024-11-22 19:45:00,Take order,Waiter-000001,
4615,2024-11-22 19:45:00,start,,
4615,2024-11-22 19:45:50,Review order,Waiter-000003,
4615,2024-11-22 19:46:16,Prepare starter,Cook helper-000002,
4615,2024-11-22 19:46:16,prepare drinks,Barman-000001,
4615,2024-11-22 19:49:56,Bring drinks,Barman-000003,
4615,2024-11-22 19:50:24,Review drinks,Waiter-000005,
4615,2024-11-22 19:51:35,prepare drinks,Barman-000002,
4615,2024-11-22 19:59:25,Bring drinks,Barman-000001,
4615,2024-11-22 20:00:12,Review drinks,Waiter-000001,
4615,2024-11-22 20:01:09,prepare drinks,Barman-000003,
4615,2024-11-22 20:02:09,Bring drinks,Barman-000002,
4615,2024-11-22 20:05:15,Review drinks,Waiter-000005,
4615,2024-12-03 01:55:17,Prepare main course,Cook-000003,
4615,2024-12-12 19:59:43,Signal food complete,Cook-000001,
4615,2024-12-12 20:16:07,Bring food,Cook helper-000001,
4615,2024-12-12 20:16:42,Deliver to customer,Waiter-000003,
4615,2024-12-12 20:19:35,EVENT 8 END,,
4616,2024-11-22 20:00:00,Take order,Waiter-000002,
4616,2024-11-22 20:00:00,start,,
4616,2024-11-22 20:00:00,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
4616,2024-11-22 20:02:30,Review order,Waiter-000003,
4616,2024-11-22 20:02:30,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
4616,2024-11-22 20:03:06,Prepare starter,Cook helper-000002,
4616,2024-11-22 20:03:06,prepare drinks,Barman-000001,
4616,2024-11-22 20:03:06,Bring drinks_signed1,Cook helper-000002,collateral events(Bring drinks)
4616,2024-11-22 20:03:13,Bring drinks,Barman-000003,
4616,2024-11-22 20:09:16,Review drinks,Waiter-000001,
4616,2024-11-22 20:09:16,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
4616,2024-12-03 18:11:43,Prepare main course,Cook-000003,
4616,2024-12-03 18:11:43,Bring drinks_signed1,Cook-000003,collateral events(Bring drinks)
4616,2024-12-12 21:36:59,Signal food complete,Cook-000001,
4616,2024-12-12 21:36:59,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
4616,2024-12-12 22:39:27,Bring food,Cook helper-000001,
4616,2024-12-12 22:39:27,Bring drinks_signed1,Cook helper-000001,collateral events(Bring drinks)
4616,2024-12-12 22:40:05,Deliver to customer,Waiter-000002,
4616,2024-12-12 22:40:05,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
4616,2024-12-12 22:41:17,EVENT 8 END,,
4616,2024-12-12 22:41:18,Bring drinks_signed1,,collateral events(Bring drinks)
4617,2024-11-22 20:15:00,Take order,Waiter-000002,
4617,2024-11-22 20:15:00,start,,
4617,2024-11-22 20:15:26,Review order,Waiter-000003,
4617,2024-11-22 20:16:37,Prepare starter,Cook helper-000003,
4617,2024-11-22 20:16:37,prepare drinks,Barman-000001,
4617,2024-11-22 20:19:56,Bring drinks,Barman-000002,
4617,2024-11-22 20:21:07,Review drinks,Waiter-000005,
4617,2024-11-22 20:21:52,prepare drinks,Barman-000003,
4617,2024-11-22 20:25:33,Bring drinks,Barman-000001,
4617,2024-11-22 20:25:48,Review drinks,Waiter-000004,
4617,2024-11-22 20:27:15,prepare drinks,Barman-000002,
4617,2024-11-22 20:36:04,Bring drinks,Barman-000001,
4617,2024-11-22 20:38:52,Review drinks,Waiter-000005,
4617,2024-12-03 18:32:02,Signal food complete,Cook-000002,
4617,2024-12-03 18:48:27,Bring food,Cook helper-000003,
4617,2024-12-03 18:49:54,Deliver to customer,Waiter-000004,
4617,2024-12-03 18:51:54,EVENT 8 END,,
4618,2024-11-22 20:30:00,Take order,Waiter-000002,
4618,2024-11-22 20:30:00,start,,
4618,2024-11-22 20:30:00,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
4618,2024-11-22 20:31:26,Review order,Waiter-000003,
4618,2024-11-22 20:31:26,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
4618,2024-11-22 20:32:27,Prepare starter,Cook helper-000001,
4618,2024-11-22 20:32:27,prepare drinks,Barman-000003,
4618,2024-11-22 20:32:27,Bring drinks_signed1,Cook helper-000001,collateral events(Bring drinks)
4618,2024-11-22 20:38:11,Bring drinks,Barman-000002,
4618,2024-11-22 20:45:06,Review drinks,Waiter-000001,
4618,2024-11-22 20:45:06,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
4618,2024-11-22 20:45:20,prepare drinks,Barman-000003,
4618,2024-11-22 20:45:21,Bring drinks_signed1,Barman-000003,collateral events(Bring drinks)
4618,2024-11-22 20:47:11,Bring drinks,Barman-000002,
4618,2024-11-22 20:56:35,Review drinks,Waiter-000004,
4618,2024-11-22 20:56:36,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
4618,2024-12-03 18:43:57,Prepare main course,Cook-000001,
4618,2024-12-03 18:43:57,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
4618,2024-12-12 20:28:27,Signal food complete,Cook-000003,
4618,2024-12-12 20:28:27,Bring drinks_signed1,Cook-000003,collateral events(Bring drinks)
4618,2024-12-12 21:47:27,Bring food,Cook helper-000001,
4618,2024-12-12 21:47:28,Bring drinks_signed1,Cook helper-000001,collateral events(Bring drinks)
4618,2024-12-12 21:48:40,Deliver to customer,Waiter-000004,
4618,2024-12-12 21:48:41,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
4618,2024-12-12 21:48:56,EVENT 8 END,,
4618,2024-12-12 21:48:56,Bring drinks_signed1,,collateral events(Bring drinks)
4619,2024-11-22 20:45:00,Take order,Waiter-000004,
4619,2024-11-22 20:45:00,start,,
4619,2024-11-22 20:45:06,Review order,Waiter-000002,
4619,2024-11-22 20:46:05,prepare drinks,Barman-000001,
4619,2024-11-22 20:48:42,Bring drinks,Barman-000003,
4619,2024-11-22 20:49:46,Review drinks,Waiter-000003,
4619,2024-12-03 18:48:27,Prepare main course,Cook-000002,
4619,2024-12-12 20:28:48,Signal food complete,Cook-000001,
4619,2024-12-12 21:36:59,Bring food,Cook helper-000002,
4619,2024-12-12 21:39:43,Deliver to customer,Waiter-000003,
4619,2024-12-12 21:41:12,EVENT 8 END,,
4620,2024-11-22 21:00:00,Take order,Waiter-000001,
4620,2024-11-22 21:00:00,start,,
4620,2024-11-22 21:00:02,Review order,Waiter-000002,
4620,2024-11-22 21:01:25,prepare drinks,Barman-000001,
4620,2024-11-22 21:01:37,Bring drinks,Barman-000003,
4620,2024-11-22 21:02:14,Review drinks,Waiter-000003,
4620,2024-11-22 21:03:04,prepare drinks,Barman-000002,
4620,2024-11-22 21:03:12,Bring drinks,Barman-000001,
4620,2024-11-22 21:06:54,Review drinks,Waiter-000004,
4620,2024-12-03 19:02:40,Prepare main course,Cook-000002,
4620,2024-12-12 22:03:50,Signal food complete,Cook-000002,
4620,2024-12-12 22:04:12,Bring food,Cook helper-000003,
4620,2024-12-12 22:14:47,Deliver to customer,Waiter-000005,
4620,2024-12-12 22:15:48,EVENT 8 END,,
4621,2024-11-22 21:15:00,Take order,Waiter-000001,
4621,2024-11-22 21:15:00,start,,
4621,2024-11-22 21:15:17,Review order,Waiter-000002,
4621,2024-11-22 21:16:48,Prepare starter,Cook helper-000001,
4621,2024-11-22 21:16:48,prepare drinks,Barman-000003,
4621,2024-11-22 21:18:12,Bring drinks,Barman-000002,
4621,2024-11-22 21:28:41,Review drinks,Waiter-000005,
4621,2024-12-03 19:20:19,Prepare main course,Cook-000003,
4621,2024-12-12 21:47:27,Signal food complete,Cook-000003,
4621,2024-12-12 22:05:16,Bring food,Cook helper-000002,
4621,2024-12-12 22:10:09,Deliver to customer,Waiter-000001,
4621,2024-12-12 22:10:55,EVENT 8 END,,
4622,2024-11-22 21:30:00,Take order,Waiter-000004,
4622,2024-11-22 21:30:00,start,,
4622,2024-11-22 21:32:41,Review order,Waiter-000001,
4622,2024-11-22 21:33:30,Prepare starter,Cook helper-000001,
4622,2024-11-22 21:33:30,prepare drinks,Barman-000001,
4622,2024-11-22 21:38:49,Bring drinks,Barman-000003,
4622,2024-11-22 21:43:53,Review drinks,Waiter-000003,
4622,2024-12-03 19:26:16,Prepare main course,Cook-000003,
4622,2024-12-12 22:05:16,Signal food complete,Cook-000003,
4622,2024-12-12 23:39:23,Bring food,Cook helper-000002,
4622,2024-12-12 23:44:52,Deliver to customer,Waiter-000005,
4622,2024-12-12 23:47:49,EVENT 8 END,,
4623,2024-11-22 21:45:00,Take order,Waiter-000005,
4623,2024-11-22 21:45:00,start,,
4623,2024-11-22 21:46:17,Review order,Waiter-000004,
4623,2024-11-22 21:47:23,prepare drinks,Barman-000002,
4623,2024-11-22 21:53:55,Bring drinks,Barman-000001,
4623,2024-11-22 22:11:25,Review drinks,Waiter-000005,
4623,2024-12-03 19:34:39,Prepare main course,Cook-000001,
4623,2024-12-12 22:15:48,Signal food complete,Cook-000002,
4623,2024-12-12 23:02:55,Bring food,Cook helper-000003,
4623,2024-12-12 23:08:17,Deliver to customer,Waiter-000001,
4623,2024-12-12 23:10:36,EVENT 8 END,,
4624,2024-11-22 22:00:00,Take order,Waiter-000002,
4624,2024-11-22 22:00:00,start,,
4624,2024-11-22 22:01:00,Review order,Waiter-000003,
4624,2024-11-22 22:02:17,Prepare starter,Cook helper-000002,
4624,2024-11-22 22:02:17,prepare drinks,Barman-000003,
4624,2024-11-22 22:08:08,Bring drinks,Barman-000002,
4624,2024-11-22 22:14:40,Review drinks,Waiter-000004,
4624,2024-12-03 19:36:59,Prepare main course,Cook-000002,
4624,2024-12-12 22:43:29,Signal food complete,Cook-000001,
4624,2024-12-12 23:06:19,Bring food,Cook helper-000001,
4624,2024-12-12 23:07:05,Deliver to customer,Waiter-000004,
4624,2024-12-12 23:07:12,EVENT 8 END,,
4625,2024-11-22 22:15:00,Take order,Waiter-000001,
4625,2024-11-22 22:15:00,start,,
4625,2024-11-22 22:16:00,Review order,Waiter-000002,
4625,2024-11-22 22:16:25,prepare drinks,Barman-000003,
4625,2024-11-22 22:24:59,Bring drinks,Barman-000001,
4625,2024-11-22 22:34:34,Review drinks,Waiter-000001,
4625,2024-12-03 19:48:41,Prepare main course,Cook-000003,
4625,2024-12-12 22:39:27,Signal food complete,Cook-000001,
4625,2024-12-12 22:43:29,Bring food,Cook helper-000002,
4625,2024-12-12 22:44:57,Deliver to customer,Waiter-000003,
4625,2024-12-12 22:45:57,EVENT 8 END,,
4626,2024-11-22 22:30:00,Take order,Waiter-000003,
4626,2024-11-22 22:30:00,start,,
4626,2024-11-22 22:30:00,Bring drinks_signed1,,collateral events(Bring drinks)
